B31,
"","mg/sm, every three weeks on day 1, four cycles)] plus trastuzumab (4 mg/kg loading"
"","dose and 2 mg/kg following doses, weekly, 24 cycles) beginning on day 1 of the first"
"",treatment cycle
"",• Other treatments given:
"","◦ after completion of 24 weeks of systemic neoadjuvant therapy, patients"
"",received local therapy;
"","◦ after completion of local therapy, patients with ER-positive tumours received"
"",hormonal treatment planned for five years (Tamoxifen 20 mg/day or Anastrozole 1
"",mg/day if the patient was postmenopausal)
"","Each patient was premedicated with either dexamethasone 20 mg orally, 12 and six"
"","hours before administration of paclitaxel, or dexamethasone 20 mg IV 30 minutes before"
"",chemotherapy. Patients received diphenhydramine 50 mg IV and cimetidine 300 mg IV
"",30 minutes before paclitaxel infusion
Outcomes,Primary: pCR defined as no evidence of residual invasive cancer in both the breast and
"",axilla
"","Secondary: clinical complete remission, partial response, minor response"
"",Outcomes of safety are reported in the results but not defined a priori. DFS is also
"",evaluated but not defined as outcome a priori
FinHer,,,
Methods,Accrual time: October 2000 to September 2003,,
"","Multicentre, national (Finland)",,
"",Baseline comparability: characteristics between trastuzumab,and,non-trastuzumab
"",groups were not completely balanced:,,
"",• tumours with diameter > 20 mm: were more common in the non-trastuzumab,,
"",group,,
"",• axillary nodal metastases: tended to be more frequent and more frequently,,
"",involving > three axillary lymph nodes in the trastuzumab group,,
"",• receptor for estrogens: positive status was more frequent in the trastuzumab group,,
"",• receptor for progesterone: positive status was more frequent in the trastuzumab,,
"",group,,
Participants,N = 1010 female. Number of patients HER2-positive: 232 female,,
"",Age: range from 25 to 64 years; median age 51.4 in trastuzumab arms and 49.9 in non-,,
"",trastuzumab arms,,
"","• Diagnosis: early invasive breast cancer, with at least one positive axillary node or",,
"",node-negative breast cancer with at least 20 mm in diameter,,
"","• Inclusion criteria: less than 66 years of age, WHO performance status of 0 or 1,",,
"",prior breast surgery with axillary-node dissection or sentinel-node biopsy for invasive,,
"","breast cancer, and a negative test for PRs. HER2-positive for randomisation to receive",,
"",or not receive trastuzumab,,
"","• Exclusion criteria: distant metastases, pregnancy, severe hypertension, cardiac",,
"","diseases, abnormal laboratory values for hepatic function, abnormal haemochrome",,
"",values
"",Note: 55% had a tumour diameter larger than two cms; 26% had more than three nodes
"",affected by the disease
"",HER2-positive: 100% among the patients randomised to receive or not receive
"",trastuzumab
Interventions,Adjuvant setting. Randomisation within 12 weeks after surgery
"","• Arm A (N = 58): docetaxel (100 mg/sm, every three weeks, three cycles) followed"
"","by FEC [fluorouracile, epirubicin and cyclophosphamide (600 mg/sm, 60 mg/sm, 600"
"","mg/sm every three weeks, three cycles)]"
"","• Arm B (N = 54): docetaxel (100 mg/sm, every three weeks, three cycles) plus"
"","trastuzumab (4 mg/kg loading dose and 2 mg/kg following, weekly, nine cycles)"
"","followed by FEC [fluorouracile, epirubicin and cyclophosphamide (600 mg/sm, 60"
"","mg/sm, 600 mg/sm every three weeks, three cycles)]. The first trastuzumab infusion"
"",was given on day 1 of the first docetaxel cycle
"","• Arm C (N = 58): vinorelbine (25 mg/sm, weekly, nine cycles) followed by FEC"
"","[fluorouracile, epirubicin and cyclophosphamide (600 mg/sm, 60 mg/sm, 600 mg/sm"
"","every three weeks, three cycles)]"
"","• Arm D (N = 62): vinorelbine (25 mg/sm, weekly, nine cycles) plus trastuzumab (4"
"","mg/kg loading dose and 2 mg/kg following, weekly, 9 cycles) followed by FEC"
"","[fluorouracile, epirubicin and cyclophosphamide (600 mg/sm, 60 mg/sm, 600 mg/sm"
"","every 3 weeks, 3 cycles)]. The first trastuzumab infusion was given on day 1 of the first"
"",vinorelbine cycle
"",• Other adjuvant therapies:
"","◦ radiotherapy (after the completion of chemotherapy, according to each"
"",institution’s guideline);
"","◦ tamoxifen 20 mg/day for five years in ER+ patients. (December 4, 2005 the"
"",protocol was amended to allow switching of tamoxifen to an aromatase inhibitor for
"",postmenopausal women after two to three years of use of tamoxifen to complete the
"",five-year administration of a hormonal agent and to allow administration of an
"",aromatase inhibitor for a further two to three years after completion of five-year
"",administration of tamoxifen)
"",• Other therapies: dexamethasone 7.5 mg in patients assigned to docetaxel at the
"",moment of docetaxel infusion
Outcomes,Primary: recurrence-free survival in the first interim analysis; DDFS in the final analysis
"",(see notes)
"","Secondary: OS, adverse effects, time to distant recurrence"
"",Outcomes for cardiac adverse effects not clearly defined
HERA,
Methods,Accrual time: December 2001 to June 2005
"","Multicentre, international."
"",Baseline comparability between trastuzumab and observation arm: balanced
Participants,N = 5102 females recruited
"",Age range: not available; median age: 49; 16% of patients were ≥ 60 years
"",• Diagnosis: node-positive or node-negative (if the pathological tumour size was
"","larger than 1 cm), histologically confirmed invasive breast cancer"
"",• Inclusion criteria: complete excision of the cancer and HER2 over expression or
"",HER2 amplification (immunohistochemistry score 3 or FISH positive) assessed in the
"",participating institution and verified in the central laboratory of the trial. Patient must
"",have received at least four cycles of an approved (neo-) adjuvant chemotherapy
"","regimen. In all cases, the maximum cumulative allowable dose of Doxorubicin was 360"
"","mg/m2 and of Epirubicin was 720 mg/m2. Adequate baseline hepatic, renal, and bone"
"","marrow function and use of adequate nonhormone-based contraceptive measures, if"
"","indicated, were required"
"",• Exclusion criteria: distant metastases; previous invasive breast carcinoma;
"",neoplasm not involving the breast (except for curatively treated basal-cell or squamous-
"",cell carcinoma of the skin or in situ of the cervix); clinical stage T4 tumours including
"",inflammatory breast cancer or involvement of supraclavicular nodes; suspicious internal
"",mammary nodes (unless subjected to radiotherapy); prior mediastinal irradiation
"",(except for internal mammary node irradiation for the present breast cancer); stem-cell
"",support for chemotherapy; LVEF of less than 55% after completion of all
"",chemotherapy and radiotherapy; history of documented CHF; coronary artery disease
"","with previous Q-wave myocardial infarction, angina pectoris requiring medication,"
"","uncontrolled hypertension, clinically significant valvular disease, unstable arrhythmias"
"",Note: 5% of patients had a tumour diameter larger than 5 cm; 28% had more than four
"",nodes affected by the disease
"",HER2-positive: 100%
Interventions,Trastuzumab is given in patients who completed a minimum of four courses of chemo-
"",therapy (administered as adjuvant treatment postoperatively or as neoadjuvant treatment
"","preoperatively or as both neoadjuvant and adjuvant). 89% of the participants, before re-"
"","ceiving trastuzumab, received adjuvant chemotherapy postoperatively; 5% of the women"
"",received neoadjuvant chemotherapy; 6% of the women received both neoadjuvant and
"",adjuvant chemotherapy. (Prior chemotherapy could be anthracyclines alone (68% of
"","patients in each group), anthracyclines plus taxanes (26% of patients in each group) or"
"","a regimen without anthracyclines, including (CMF) (6% of patients in each group))."
"",Taxanes could be given concurrently or sequentially to anthracyclines
"",• Observation group (N = 1698): observation alone
"","• One-year trastuzumab group (N = 1703): trastuzumab, initial dose 8 mg/kg,"
"",maintenance dose 6 mg/kg every three weeks for one year
"","• Two-years trastuzumab group (N = 1701): trastuzumab, initial dose 8 mg/kg,"
"",maintenance dose 6 mg/kg every three weeks for two years
"","• Other adjuvant treatments: endocrine therapy, primarily tamoxifen, was given"
"",after chemotherapy to women with hormone-receptor-positive disease unless
"","contraindicated; during the course of the trial, an amendment to the protocol allowed"
"","aromatase inhibitors to be used instead of, or in sequence with, tamoxifen"
Outcomes,Primary: DFS
"",Secondary: cardiac safety; OS; site of first DFS event; time to distant recurrence
N9831,
Methods,Accrual time: May 2000 to November 2004
"","Multicentre, national (US)"
"",Baseline comparability: balanced
Participants,"N = 2766 female enrolled. 1615 included in the analysis, i.e. those enrolled by November"
"","1, 2004, with follow-up as of March 15, 2005"
"","Age: range from 22 to 80; 67% of patients were 40 to 59 (67,5%); 17% of patients were"
"",60 years or older
"",• Diagnosis: adenocarcinoma of the breast initially with histologically proven node
"","positivity and, as of May 2003, with node negativity but at high risk of positivity"
"",(tumours with a diameter of more than 2 cm regardless of hormone-receptor status or
"",of more than 1 cm with hormone-receptor-negative disease)
"",• Inclusion criteria: complete resection of the primary tumour and axillary-node
"","dissection; adequate hematopoietic, hepatic and renal function. LVEF that met or"
"",exceeded the lower limit of normal. Tumours had to be strongly HER2-positive;
"",HER2-positivity had to be confirmed at central or reference laboratories
"","• Exclusion criteria: clinical or radiological evidence of metastatic disease, angina"
"","pectoris requiring anti-anginal medication, arrhythmia requiring medication, severe"
"","conduction abnormality, clinically significant valvular disease, cardiomegaly on chest"
"","radiography, poorly controlled hypertension, clinically significant pericardial effusion,"
"","history of myocardial infarction, CHF, cardiomyopathy"
"",Note: 13% of patients had a tumour diameter larger than 4 cm; 13% had more than ten
"",nodes affected by the disease
"",HER2-positive: 100%
Interventions,• Group A (randomised N = 819; with follow-up N = 807): doxorubicin plus
"","cyclophosphamide (60 mg/sm and 600 mg/sm, every 21 days, for four cycles) followed"
"","by paclitaxel (80 mg/sm, weekly, for 12 doses)"
"",• Group B (randomised N = 981; group excluded from the analysis): the same
"",chemotherapy regimen of the Group A followed by trastuzumab beginning with a
"",loading dose of 4 mg/kg of body weight followed by 51 further weekly doses of 2 mg/kg
"",• Group C (randomised N = 814; with follow-up N = 808): doxorubicin plus
"","cyclophosphamide (60 mg/sm and 600 mg/sm, every 21 days, for four cycles) followed"
"","by paclitaxel (80 mg/sm, weekly, for 12 doses) plus trastuzumab (first dose of 4 mg/kg"
"",given with the first dose of paclitaxel and 51 further weekly doses of 2 mg/kg)
"",• Other adjuvant treatments:
"",◦ radiotherapy in patients treated with lumpectomy (irradiation of the whole
"",breast with an optional boost to the tumour bed and without irradiation of the internal
"","mammary nodes), initiated after the completion of chemotherapy, without"
"",interruption of trastuzumab treatment;
"",◦ tamoxifene (20 mg/day for five years) in oestrogen-receptor positive and
"","progesterone-receptor positive patients, initiated on day 1 of the first cycle of"
"","doxorubicin and cyclophosphamide until an amendment on January 14, 2003,"
"",required hormonal therapy to be started after chemotherapy;
"",◦ anastrozole in postmenopausal patients with oestrogen-receptor positive
"","(ER+) or progesterone-receptor positive (PR+) tumours (permitted from January 14,"
"",2003)
"",It is not reported how many patients used these therapies in each arm of the trial
Outcomes,Primary: DFS
"",Secondary: OS; time to distant recurrence; death from breast cancer; contralateral breast
"",cancer; other second primary cancers; adverse effects
NOAH,
Methods,"Accrual time: June 20, 2002 to December 12, 2005. Multicentre, international"
"",Baseline comparability: balanced
Participants,N = 235 HER2-positive females were enrolled and randomised
"",Age: range not reported; 42.5% of patients were less than 50 years; 57.5% of patients
"",were ≥ 50 years
"","• Diagnosis: histologically proven locally advanced breast cancer, defined as T3N1"
"","or T4 (skin or nipple invasion, peau d’orange, extension into chest wall or"
"","inflammatory carcinoma), or any T plus N2 or N3, or any T plus involvement of"
"",ipsilateral supraclavicular nodes
"",• Inclusion criteria: all patients had to have tumour hormone-receptors assessed and
"",to have at least one measurable lesion according to response evaluation criteria in solid
"",tumours (with a minimum indicator lesion size of 20 mm when measured by
"","palpation) or inflammatory carcinoma, adequate hematopoietic, hepatic and renal"
"","function, an Eastern Cooperative Oncology Group performance status 1 or lower, and"
"",a LVEF of 55% or higher; women of childbearing potential had to use contraception.
"",Tumours had to be HER2-positive (defined as 3+ over expression by
"",immunohistochemical testing or HER2 amplification by fluorescent in-situ
"",hybridisation according to a central laboratory
"",• Exclusion criteria: bilateral breast cancer; metastases (other than in ipsilateral
"",supraclavicular nodes); previous treatment for invasive malignant disease; previous or
"",concurrent malignant disease other than basal-cell carcinoma of the skin or in-situ
"",cervical cancer; pregnancy or lactation; use of other investigational drugs within the
"",past 30 days; other serious illness or medical disorders including cardiac failure (New
"",York Heart Association class II or higher)
"",Note: all included patients with locally advanced breast cancer
"",HER2-positive: 100%
Interventions,Chemotherapy given just as neoadjuvant therapy; trastuzumab as neoadjuvant and ad-
"",juvant treatment
"",• Group 1 (randomised N = 117) doxorubicin 60 mg/sm plus paclitaxel 150 mg/
"","sm, every three weeks for three cycles, followed by paclitaxel 175 mg/sm administered"
"","every three weeks for four cycles followed by cyclophosphamide (600 mg/sm),"
"","methotrexate (40 mg/sm), and fluorouracil (600 mg/sm) given on days 1 and 8 every"
"",four weeks for three cycles
"",• Group 2 (randomised N = 118): the same chemotherapy of the first group plus
"","trastuzumab loading dose of 8 mg per kg, followed by ten cycles of 6 mg/kg every three"
"",weeks alongside chemotherapy
"","Trastuzumab could be given every 4 weeks during cyclophosphamide, methotrexate, and"
"","fluorouracil chemotherapy. After surgery (see below), additional cycles of trastuzumab"
"","were given, starting before or during radiotherapy (at the investigator’s discretion), to"
"",complete one year of trastuzumab treatment
"",• Other adjuvant treatments: surgery followed by radiotherapy was scheduled after
"",completion of chemotherapy in all patients; tamoxifen 20 mg per day for five years in
"",patients with oestrogen or PR-positive tumours
Outcomes,• Primary outcome: event-free survival (defined as time from randomisation to
"","disease recurrence or progression: local, regional, distant, or contralateral; or death"
"",from any cause)
"","• Secondary outcomes: pathological complete response in breast tissue, total"
"","pathological complete response (in breast and axilla), overall clinical response rates,"
"","cardiac safety, survival"
PACS-04,
Methods,Accrual time: February 2001 to August 2004
"",Multicentre: France and Belgium
"",Baseline comparability between the two groups from the second randomisation: in the
"",trastuzumab group there were more larger tumours (diameter > 20 mm) with less lymph
"",nodes involved (between 1 and 3)
Participants,Total number of participants in the first randomisation (FEC100 or ED75): 3010 female.
"",Number of participants who underwent the second randomisation (trastuzumab or
"",observation): 528
"",Age (second randomisation): range 22 to 65 years; median age 48 years
"","• Diagnosis: axillary node-positive, histologically confirmed, non-metastatic,"
"","unilateral breast adenocarcinoma, with axillary lymph node invasion (N1, N2, or N3)"
"",and HER2 over expression assessed by an immunohistochemistry score 3 or FISH
"",positivity
"","• Inclusion criteria: age between 18 and 65 years, breast cancer completely"
"","surgically removed, at least four weeks since prior chemotherapy, normally blood tests,"
"","normal lung functions, LVEF above 55% or between 50% and 55% if approved by"
"","cardiologists, normal blood tests"
"","• Exclusion criteria: women with T4 or greater disease, clinically or radiologically"
"","suspected metastases, deeply adherent or inflammatory disease, clinically or"
"","radiologically suspected contralateral lesion, prior breast cancer, LVEF of less than"
"","50%, clinical signs of CHF"
"",Note: 54% had a tumour diameter larger than 2 cm; 42% had more than four nodes
"",affected by the disease
"",HER2-positive: 100%
Interventions,Adjuvant setting. Trastuzumab sequential to chemiotherapy and radiotherapy
"",First randomisation [fluorouracil + epirubicine + cyclophosphamide (FE100C) vs epiru-
"",bicin + docetaxel (ED75)]:
"",• Arm FEC100 (N = 1515): fluorouracil plus epirubicin plus cyclophosphamide
"","(FE100C: F and C 500 mg/m2, E 100 mg/m2), every three weeks for six cycles"
"","• Arm ED75 (N = 1495): epirubicin plus docetaxel (both 75 mg/m2), every three"
"",weeks for six cycles
"",Second randomisation (trastuzumab vs observation):
"",• Observation arm (N = 268): observation only
"","• Trastuzumab arm (N = 260): one year of trastuzumab (8 mg/kg loading dose, 6"
"",mg/kg subsequent doses) every three weeks for one year
"",Other adjuvant,treatments:,radiotherapy,(administered,before,starting,"trastuzumab,"
"",within four weeks after chemotherapy completion) in all patients who underwent breast-,,,,,,
"",conserving surgery; endocrine therapy in patients with hormone-receptor-positive dis-,,,,,,
"","ease (tamoxifen 20 mg/day for five years and anastrozole or tamoxifen, at the discretion",,,,,,
"","of investigator, for postmenopausal women)",,,,,,
Outcomes,• Primary endpoint: DFS,,,,,,
"",• Secondary endpoints: adverse events; event-free survival OS,,,,,,
"",Outcomes for evaluating,cardiac,adverse,effect (not defined,with,precision):,LVEF
"",dropped below 45%; LVEF between 45% and 50% together with a relative decrease of,,,,,,
"",15% or more; heart failure; cardiac death,,,,,,
