All the patients were followed clinically with Harris hip score (HHS) for up to 10 years.,All patients clinically Harris hip score (HHS) 10 years.,G0000000|C0030705|G0000000|G0000000|C0019552|C0449820|G0000000|C0450371|C0439234
Cephalotin 2__ was given intravenously 20_30__inutes prior to surgery.,Cephalotin 2__ intravenously 20_30__inutes prior surgery.,C0007735|G0000000|G0000000|G0000000|C0332152|C0038894
"In both the surgical mechanical group and the surgical navigation group, the bone cuts to achieve correct alignment and soft tissue release for the correction of the initial deformity were performed.","In surgical mechanical surgical navigation group, bone cuts achieve correct alignment soft tissue release correction initial deformity performed.",G0000000|C0543467|C0443254|C0543467|C2827562|C0441833|C0262950|C0000925|G0000000|C2349182|C1706765|C0205358|C0040300|C0030685|C1705565|C0205265|C0000768|C0884358
"During the extension, all participants are scheduled to receive 60 mg denosumab subcutaneously every 6 months for 7 years with daily calcium and vitamin D (Fig. 1).","During extension, participants scheduled receive 60 denosumab subcutaneously 6 months 7 daily calcium vitamin D (Fig. 1).",G0000000|C0231448|C0679646|C0086960|C1514756|C0450371|C1690432|G0000000|G0000000|C0439231|G0000000|C0332173|C0006675|C0042890|C0073187|C0349966|G0000000
Patients were further stratified into two groups: no reoperation or reoperation.,Patients stratified groups: reoperation reoperation.,C0030705|C0205363|C0441833|C0035110|C0035110
The first 54 patients operated were marked with RSA markers.,The 54 patients operated marked RSA markers.,G0000000|C0450371|C0030705|C3242339|C0522501|G0000000|C0005516
Patients were randomized to either TKR with the conventional operation method (con- trol group) or to TKR with PSPG assistance (study group).,Patients randomized TKR conventional operation method (con- trol group) TKR PSPG assistance (study group).,C0030705|C0034656|C1420751|C0439858|C0543467|C0025663|G0000000|G0000000|C0441833|C1420751|G0000000|C0018896|C0557651|C0441833
"For the first series, 40 TKAs of the same model were implanted by the same surgical team.","For series, 40 TKAs model implanted surgical team.",G0000000|C0205549|C0450371|G0000000|C3161035|C0021102|C0543467|C0871489
"For the control group, standard intramedullary instrumentation was used for the femoral component.","For control group, standard intramedullary instrumentation femoral component.",G0000000|C0243148|C0441833|C1442989|C1512957|C0021632|C0015811|C0449432
We randomized 60 patients to receive either PAI or femoral nerve block.,We randomized 60 patients receive PAI femoral nerve block.,G0000000|C0034656|C0450371|C0030705|C1514756|C1620101|C0015811|C0027740|C0028778
"During surgery, all patients received standardized pain treatment with LIA.","During surgery, patients received standardized pain treatment LIA.",G0000000|C0038894|C0030705|C1514756|G0000000|C0030193|C0039798|C1203066
All patients were operated in a theater with laminar air flow.,All patients operated theater laminar air flow.,G0000000|C0030705|C3242339|C0475307|C0205274|C0001861|C0806140
109 patients were randomized to either the conventional method or to the use of PSPGs.,109 patients randomized conventional method PSPGs.,C1442061|C0030705|C0034656|C0439858|C0025663|G0000000
We used a paravascular approach to achieve anesthesia in the femoral nerve block (control) group before spinal anesthesia was administered in the operating room.,We paravascular approach achieve anesthesia femoral nerve block (control) spinal anesthesia administered operating room.,G0000000|C0442149|C0449445|G0000000|C0002903|C0015811|C0027740|C0028778|C0243148|C0521329|C0002903|C1521801|C3242339|C1547703
A total of 60 patients were randomized to one of two treatment groups: PAI (N = 30) or continuous femoral nerve block (N = 30).,A total 60 patients randomized treatment groups: PAI (N = 30) continuous femoral nerve block (N = 30).,G0000000|C0439175|C0450371|C0030705|C0034656|C0039798|C0441833|C1620101|C0369718|G0000000|C0450371|C0549178|C0015811|C0027740|C0028778|C0369718|G0000000|C0450371
25 patients received a NexGen modular screw-fixed titanium fiber-mesh tibial component and 25 patients received a NexGen trabecular metal monobloc tibial component.,25 patients received NexGen modular screw-fixed titanium fiber-mesh tibial component 25 patients received NexGen trabecular metal monobloc tibial component.,C0450371|C0030705|C1514756|G0000000|C1031041|C0005975|C0040302|C0012173|C0040184|C0449432|C0450371|C0030705|C1514756|G0000000|C0222660|C0025552|G0000000|C0040184|C0449432
"In both groups, 5000 IE dalteparin was given subcutaneously on the day of surgery and daily for 2 weeks postoperatively.","In groups, 5000 IE dalteparin subcutaneously day surgery daily 2 weeks postoperatively.",G0000000|C0441833|G0000000|G0000000|C0206461|G0000000|C0332173|C0038894|C0332173|G0000000|C0439230|G0000000
"All patients received the same liner material, but the liner thickness varied with the shell size.","All patients received liner material, liner thickness varied shell size.",G0000000|C0030705|C1514756|C0181663|C0520510|C0181663|C1280412|G0000000|C0222041|C0456389
All patients received spinal anesthesia with 2 to 3 mL bupivacaine 0.5% without narcotics.,All patients received spinal anesthesia 2 3 mL bupivacaine 0.5% narcotics.,G0000000|C0030705|C1514756|C0521329|C0002903|G0000000|G0000000|C0439526|C0006400|G0000000|C0027415
Tranexamic acid (10__g/kg) was administered intravenously 10__in before surgery and repeated 10__in before release of the tourniquet.,Tranexamic acid (10__g/kg) administered intravenously 10__in surgery repeated 10__in release tourniquet.,G0000000|C0001128|G0000000|C1521801|G0000000|G0000000|C0038894|C0205341|G0000000|C0030685|C0040519
All of them received a Trilogy acetabular component.,All received Trilogy acetabular component.,G0000000|C1514756|G0000000|C0000962|C0449432
"We studied the associations between the genetic risk scores and validated incident fractures divided into three main groups: (1) all fractures, (2) non-vertebral osteoporosis fractures at the major osteoporosis-related locations (defined as hip, distal radius, proximal humerus and pelvis), and (3) hip fractures.","We studied associations genetic risk scores validated incident fractures divided main groups: (1) fractures, (2) non-vertebral osteoporosis fractures major osteoporosis-related locations (defined hip, distal radius, proximal humerus pelvis), (3) hip fractures.",G0000000|C0557651|C0004083|C0017296|C0035647|C0449820|G0000000|C1551358|C0016658|C0332849|C0205225|C0441833|G0000000|C0016658|G0000000|C1518422|C0029456|C0016658|C0205082|C0029456|C0450429|C1704788|C0019552|C0205108|C0034627|C0205107|C0020164|C0030797|G0000000|C0019552|C0016658
"Postoperatively, they were treated either with a solution of Ropivacain, Ketorolac, and Adrenaline (LINFA group) or placebo (placebo group) administered through a catheter to the hip 10 and 22 h after surgery.","Postoperatively, treated solution Ropivacain, Ketorolac, Adrenaline (LINFA group) placebo (placebo group) administered catheter hip 10 22 surgery.",G0000000|C1522326|C0037633|G0000000|C0073631|C0014563|G0000000|C0441833|C0032042|C0032042|C0441833|C1521801|C0085590|C0019552|C0450371|C0450371|C0038894
"In the PAI group, deep local anesthetic infiltration was prepared by adding 7.5 mL of 10.0 mg/mL Naropin® sterile pack (10 mL; AstraZeneca, Mississauga, Ontario, Canada), 30 mg ketorolac, and 0.5 mL adrenaline (1/1000) into a 100-mL sterile pack of 0.2 mg/mL Naropin®.","In PAI group, deep local anesthetic infiltration prepared adding 7.5 mL 10.0 mg/mL Naropin® sterile pack (10 mL; AstraZeneca, Mississauga, Ontario, Canada), 30 ketorolac, 0.5 mL adrenaline (1/1000) 100-mL sterile pack 0.2 mg/mL Naropin®.",G0000000|C1620101|C0441833|C0205125|C0205276|C0002932|C0332448|C4082130|C1883712|G0000000|C0439526|C0450371|C0439294|G0000000|C0021359|C1968515|C0450371|C0439526|G0000000|G0000000|C0029040|C0006823|C0450371|C0073631|G0000000|C0439526|C0014563|G0000000|C1442061|C0021359|C1968515|G0000000|C0439294|G0000000
"For the RSA analysis, 6 tantalum-sphere markers (diameter 0.8 and 1.0__m) were inserted at operation into the plastic component of the tibia.","For RSA analysis, 6 tantalum-sphere markers (diameter 0.8 1.0__m) inserted operation plastic component tibia.",G0000000|G0000000|C0002778|G0000000|C0039297|C0005516|C1301886|G0000000|G0000000|C0441587|C0543467|C0032167|C0449432|C0040184
Reductions in BTMs were maintained (long-term group) or occurred rapidly (cross-over group) following denosumab administration.,Reductions BTMs maintained (long-term group) occurred rapidly (cross-over group) denosumab administration.,C0301630|G0000000|C1314677|C0443252|C0441833|C1709305|C0456962|C0010366|C0441833|C1690432|C0001554
We used radiostereometric analysis (RSA) in a randomized controlled trial (RCT) to determine whether there are any differences in migration of the tibial component between CAS- and conventionally (CONV-) operated TKA.,We radiostereometric analysis (RSA) randomized controlled trial (RCT) determine differences migration tibial component CAS- conventionally (CONV-) operated TKA.,G0000000|C3178874|C0002778|G0000000|C0034656|C2587213|C0008976|G0000000|G0000000|C1705241|C0600210|C0040184|C0449432|G0000000|G0000000|G0000000|C3242339|G0000000
"They received either a distally tapered, extended coated stem or a straight, proximally coated stem.","They received distally tapered, extended coated stem straight, proximally coated stem.",G0000000|C1514756|G0000000|C0441640|C0231448|C1522408|C0242767|C0445291|G0000000|C1522408|C0242767
Each sample was run on an agarose gel to ensure that the DNA was intact and will not introduce bias into the pools.,Each sample agarose gel ensure DNA intact introduce bias pools.,G0000000|C0370003|C0036681|C0017243|C0218063|C0012854|C0205266|C1292748|C0242568|C0337051
All patients received a CD34+ selected graft as a means of T-cell depletion.,All patients received CD34+ selected graft T-cell depletion.,G0000000|C0030705|C1514756|G0000000|C1707391|C0181074|C0039194|C0333668
Biopsies were performed at baseline and at 1 or at 2 years of recombinant human PTH(1_84) [rhPTH(1_84)].,Biopsies performed baseline 1 2 recombinant human PTH(1_84) [rhPTH(1_84)].,C0005558|C0884358|C0168634|G0000000|G0000000|C1514798|C0086418|G0000000|G0000000
"All patients received a uniform RIC regimen of fludarabine (120 mg/m2) and busulfan (6.4 mg/kg), followed by infusion of T-cell replete, granulocyte colony-stimulating factor__obilized peripheral-blood stem cells from either a related or unrelated donor.","All patients received uniform RIC regimen fludarabine (120 mg/m2) busulfan (6.4 mg/kg), infusion T-cell replete, granulocyte colony-stimulating factor__obilized peripheral-blood stem cells unrelated donor.",G0000000|C0030705|C1514756|C0205375|G0000000|C0040808|C0059985|C1442061|C0026410|C0006463|G0000000|C0439272|C0574032|C0039194|G0000000|C0018183|C0439158|G0000000|C0229664|C0242767|C0007634|C0445356|C0013018
"For patients who were allocated to distraction with motion (hereafter denoted as the motion group), distraction rods with hinges were used, with an unhinged posterior rod being detached during motion therapy.","For patients allocated distraction motion (hereafter denoted motion group), distraction rods hinges used, unhinged posterior rod detached motion therapy.",G0000000|C0030705|G0000000|C0150189|C0026597|G0000000|G0000000|C0026597|C0441833|C0150189|C0206427|C0457406|C1273517|G0000000|C0205095|C0035086|C0687118|C0026597|C0039798
"Donors received G-CSF 16_24 μg/kg subcutaneously per day for 4 days, and PBPCs were collected using the CliniMACS system24 (Miltengi Biotec Inc, Auburn, CA, USA) and cryopreserved.","Donors received G-CSF 16_24 μg/kg subcutaneously day 4 days, PBPCs collected CliniMACS system24 (Miltengi Biotec Inc, Auburn, CA, USA) cryopreserved.",C0013018|C1514756|C0079459|G0000000|G0000000|G0000000|C0332173|G0000000|C0439228|G0000000|C1516695|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C3887642|C0041703|C0010405
"During surgery, tantalum markers were inserted into the greater and lesser trochanter.","During surgery, tantalum markers inserted lesser trochanter.",G0000000|C0038894|C0039297|C0005516|C0441587|C0547044|C0162370
"TKS was performed by a licensed massage therapist for 20 minutes twice daily, six days a week, for Study Days 1-15.","TKS performed licensed massage therapist 20 minutes daily, days week, Study Days 1-15.",G0000000|C0884358|C0023636|C0024875|C0871525|C0450371|C0439232|C0332173|C0439228|C0332174|C0557651|C0439228|C0450371
The patients were randomized to receive either 150 mL ropivacaine (2 mg/mL) and 0.5 mL epinephrine (1 mg/ mL) or 150 mL 0.9% saline.,The patients randomized receive 150 mL ropivacaine (2 mg/mL) 0.5 mL epinephrine (1 mg/ mL) 150 mL 0.9% saline.,G0000000|C0030705|C0034656|C1514756|C1442061|C0439526|C0073571|G0000000|C0439294|G0000000|C0439526|C0014563|G0000000|C0026410|C0439526|C1442061|C0439526|G0000000|C0036082
dGEMRIC of the injured knee was performed 2 years after surgery and radiographic examinations were performed 17 years after the operation.,dGEMRIC injured knee performed 2 surgery radiographic examinations performed 17 operation.,G0000000|C0332664|C0022742|C0884358|G0000000|C0038894|C0444708|C0031809|C0884358|C0450371|C0543467
"Hypoparathyroid subjects self-administered rhPTH(1_84), provided by NPS Pharmaceuticals (Bedminster, New Jersey), for 24 months at a subcutaneous dose of 100 μg every other day.","Hypoparathyroid subjects self-administered rhPTH(1_84), provided NPS Pharmaceuticals (Bedminster, New Jersey), 24 months subcutaneous dose 100 μg day.",C0020626|C0681850|C1519231|G0000000|C1999230|C0027341|C1135440|G0000000|C0205314|C0454673|C0450371|C0439231|C0443315|C0178602|C1442061|G0000000|C0332173
All the patients received antibiotic prophylaxis for the first 24 h and low-molecular-weight heparin for the first 14 days.,All patients received antibiotic prophylaxis 24 low-molecular-weight heparin 14 days.,G0000000|C0030705|C1514756|C0003232|C0033107|C0450371|C0041667|C0019134|C0450371|C0439228
All patients received standard prophylaxis with oral tacrolimus and intravenous methotrexate.,All patients received standard prophylaxis oral tacrolimus intravenous methotrexate.,G0000000|C0030705|C1514756|C1442989|C0033107|C0442027|C0085149|C0348016|C0025677
Patients who did not experience an event were censored at the time of last contact.,Patients experience event censored time contact.,C0030705|C0237607|C0441471|C3889990|C0040223|C0332158
"Preterm, AGA infants (29-32 wks) were randomly assigned to TKS (N=20) or Control (N=20).","Preterm, AGA infants (29-32 wks) randomly assigned TKS (N=20) Control (N=20).",C0151526|G0000000|C0021270|C0450371|G0000000|G0000000|C1516050|G0000000|C0369718|C0243148|C0369718
"Sixty-three single-nucleotide polymorphisms (SNPs) were genotyped, and the percentage of BMD-lowering alleles carried was calculated (overall adult GRS).","Sixty-three single-nucleotide polymorphisms (SNPs) genotyped, percentage BMD-lowering alleles carried calculated (overall adult GRS).",C3816724|C0037179|C0032529|C0752046|C0017431|C0439165|C0441994|C0002085|C0206243|C0444686|C0282416|C0001675|C1412761
Infant characteristics at birth and study entry as well as energy/nutrient intake were similar between TKS and Control.,Infant characteristics birth study entry energy/nutrient intake TKS Control.,C0021270|C1521970|C0005615|C0557651|C1705654|C0424589|C1512806|G0000000|C0243148
"Anthropometry, quantitative ultrasound (QUS) measurement of bone speed of sound (SOS), and urine and blood spot samples were collected at study start and at two weeks.","Anthropometry, quantitative ultrasound (QUS) measurement bone speed sound (SOS), urine blood spot samples collected study start weeks.",C0003188|C0392762|C0041618|G0000000|C0242485|C0262950|C0678536|C0037709|G0000000|C0042036|C0005767|C0329155|C0370003|C1516695|C0557651|C0439659|C0439230
"4 experienced surgeons performed all the operations, with the patient in lateral decubitus position and a direct lateral approach.","4 experienced surgeons performed operations, patient lateral decubitus position direct lateral approach.",G0000000|C0237607|C0582175|C0884358|C0038895|C0030705|C0205093|C0442303|C0733755|C0439851|C0205093|C0449445
"50 sealed, opaque envelopes contained one or other choice of implant to be inserted.","50 sealed, opaque envelopes contained choice implant inserted.",C0450371|C0036492|C0029053|C1622204|C0332256|C0008300|C0021102|C0441587
This 5  lateral wedge insole post from the heel to the fifth metatarsal head and did not have a medial arch support (see Fig. 1).,This 5 lateral wedge insole post heel metatarsal head medial arch support (see Fig. 1).,G0000000|G0000000|C0205093|C0439639|C3873740|C0687676|C0018870|C0025584|C0018670|C0205098|C0230467|C0183683|C0042789|C0349966|G0000000
Post-hoc analyses examined the relationship of specific sleep problems with cognitive problems.,Post-hoc analyses examined relationship specific sleep cognitive problems.,C0687676|C0002778|C0332128|C0439849|C0205369|C0037313|C1516691|C1546466
"R2, recipients with no acute GVHD;","R2, recipients acute GVHD;",C1425688|C1709854|C0205178|G0000000
"The envelopes were opened in the outpatient clinic after the patients had signed the informed consent document. 100 hips were randomized to receive either the Unique uncemented, customized femoral stem or the anatomical ABG-I stem (Stryker-Howmedica, Allendale, NJ).","The envelopes outpatient clinic patients signed informed consent document. 100 hips randomized receive Unique uncemented, customized femoral stem anatomical ABG-I stem (Stryker-Howmedica, Allendale, NJ).",G0000000|C1622204|C0029921|C0002424|C0030705|C1519316|C1522154|C1511481|C1301746|C1442061|C0019552|C0034656|C1514756|C1710548|G0000000|C1880202|C0015811|C0242767|C0220784|C0150411|C0242767|G0000000|G0000000|C0027971
"The order of control vs lateral wedge insole was randomised using computer-generated permutations, concealed in pre-sealed sequentially-numbered envelopes that were generated by the trial statistician, prior to participants' enrolment in the study, who was not present during recruitment or testing.","The control lateral wedge insole randomised computer-generated permutations, concealed pre-sealed sequentially-numbered envelopes generated trial statistician, prior participants' enrolment study, recruitment testing.",G0000000|C0243148|C0205093|C0439639|C3873740|G0000000|C0009622|C1882348|C0443189|C0332152|C0449788|C1622204|C3146294|C0008976|C0334957|C0332152|C0679646|C1516879|C0557651|C2949735|C0039593
"At the final study visit, the participants were invited to provide a blood or saliva sample to allow for the extraction of DNA.","At final study visit, participants invited provide blood saliva sample extraction DNA.",G0000000|C0205088|C0557651|C0545082|C0679646|G0000000|C1999230|C0005767|C0036087|C0370003|C0185115|C0012854
"For patients who were allocated to fixed distraction without motion (hereafter denoted as the fixed group), distraction rods without hinges were used (Fig. 1-A).","For patients allocated fixed distraction motion (hereafter denoted fixed group), distraction rods hinges (Fig. 1-A).",G0000000|C0030705|G0000000|C0443218|C0150189|C0026597|G0000000|G0000000|C0443218|C0441833|C0150189|C0206427|C0457406|C0349966|G0000000
"Subtype GRS that include SNPs associated with fracture risk, pediatric BMD, WNT signaling, RANK-RANKL-OPG, and mesenchymal stem cell differentiation were also calculated.","Subtype GRS SNPs fracture risk, pediatric BMD, WNT signaling, RANK-RANKL-OPG, mesenchymal stem cell differentiation calculated.",C0449560|C1412761|C0752046|C0016658|C0035647|C0030755|G0000000|G0000000|C0037083|C0699794|C1513143|C0242767|C0007634|C0007589|C0444686
"Implant migration was evaluated at 3, 12, and 24 months postoperatively by radiostereometric analysis.","Implant migration evaluated 3, 12, 24 months postoperatively radiostereometric analysis.",C0021102|C0600210|C0220825|G0000000|C0450371|C0450371|C0439231|G0000000|C3178874|C0002778
"Patients were randomized to receive a distally tapered, extended coated stem (VerSys Fiber Metal Taper Hip Prosthesis (FMT);","Patients randomized receive distally tapered, extended coated stem (VerSys Fiber Metal Taper Hip Prosthesis (FMT);",C0030705|C0034656|C1514756|G0000000|C0441640|C0231448|C1522408|C0242767|G0000000|C0012173|C0025552|C0441640|C0019552|C0175649|C2242628
2) paired biopsies with tetracycline double-labeling obtained at baseline and after 24 months of rhPTH(1_84) treatment;,2) paired biopsies tetracycline double-labeling baseline 24 months rhPTH(1_84) treatment;,G0000000|C1709450|C0005558|C0039644|C0205173|C0168634|C0450371|C0439231|G0000000|C0039798
The __ypical_ lateral wedge was comprised of ethylene-vinyl acetate with a Shore A density of 60.,The __ypical_ lateral wedge comprised ethylene-vinyl acetate Shore A density 60.,G0000000|G0000000|C0205093|C0439639|C2700400|C0015075|C0000975|G0000000|G0000000|C0178587|C0450371
"All patients received standard GVHD prophylaxis with oral TAC (0.06 mg/kg/day) in two divided doses starting 3 days before HSCT and intravenous methotrexate (MTX) at a dose of 15 mg/m2 on day 1 and 10 mg/m2 on days 3, 6, and 11.","All patients received standard GVHD prophylaxis oral TAC (0.06 mg/kg/day) divided doses starting 3 days HSCT intravenous methotrexate (MTX) dose 15 mg/m2 day 1 10 mg/m2 days 3, 6, 11.",G0000000|C0030705|C1514756|C1442989|G0000000|C0033107|C0442027|C1883257|C0450371|C3665414|C0332849|C0178602|C0439659|G0000000|C0439228|C0472699|C0348016|C0025677|C0025677|C0178602|C0450371|C0026410|C0332173|G0000000|C0450371|C0026410|C0439228|G0000000|G0000000|C0450371
"The measure is divided into six dimensions evaluating sleep disturbance, snoring, shortness of breath, perceived adequacy, somnolence, and quantity.","The measure divided dimensions evaluating sleep disturbance, snoring, shortness breath, perceived adequacy, somnolence, quantity.",G0000000|C0079809|C0332849|C0439534|C0220825|C0037313|C2699787|C0037384|C1282927|C0225386|C0030971|C0205410|C0013144|C1265611
"Participants had up to 6 annual dual energy X-ray scans, from which areal BMD (aBMD) Z-scores for the spine, total hip, and femoral neck were estimated, as well as total body less head bone mineral content (TBLH-BMC) Z-scores.","Participants 6 annual dual energy X-ray scans, areal BMD (aBMD) Z-scores spine, total hip, femoral neck estimated, total body head bone mineral content (TBLH-BMC) Z-scores.",C0679646|G0000000|C0332181|C1554184|C0424589|C0034571|C0034606|C0017446|G0000000|G0000000|C0871421|C0037949|C0439175|C0019552|C0015811|C0027530|C0750572|C0439175|C0242821|C0018670|C0262950|C0006660|C0423896|C0065839|C0871421
3) one biopsy with a quadruple-label protocol after 3 months of rhPTH(1_84).,3) biopsy quadruple-label protocol 3 months rhPTH(1_84).,G0000000|C0005558|C0205175|C0442711|G0000000|C0439231|G0000000
"Patients rated the degree and impact of cognitive difficulties over the past seven days including mental acuity, concentration, memory, verbal fluency, multi-tasking, interference, and functional change.","Patients rated degree impact cognitive difficulties days including mental acuity, concentration, memory, verbal fluency, multi-tasking, interference, functional change.",C0030705|C0871208|C0441889|C1825598|C1516691|C1299586|C0439228|C0332257|C0229992|C0750509|C0004268|C0025260|C0439824|C0870569|C0439064|C0521102|C0205245|C0392747
"D1, donors of patients with grade III-IV acute GVHD, and D2, donors of patients without acute GVHD.","D1, donors patients grade III-IV acute GVHD, D2, donors patients acute GVHD.",C3538936|C0013018|C0030705|C0441800|C0439070|C0205178|G0000000|C3538936|C0013018|C0030705|C0205178|G0000000
"All patients received anti-bacterial, anti-viral and anti-fungal prophylaxis with pentamidine or atovaquone, foscarnet, followed by gancyclovir or valacyclovir, and voriconazole or caspofungin,","All patients received anti-bacterial, anti-viral anti-fungal prophylaxis pentamidine atovaquone, foscarnet, gancyclovir valacyclovir, voriconazole caspofungin,",G0000000|C0030705|C1514756|C0521009|C0003451|C0718566|C0033107|C0030863|C0165603|C0070895|C0017066|C0249458|C0393080|C0537894
Control infants received the same care without TKS treatment.,Control infants received care TKS treatment.,C0243148|C0021270|C1514756|C1947933|G0000000|C0039798
"Full weight bearing was allowed immediately after the surgery, using 2 crutches for the first 2 weeks and a single crutch over the next 6 weeks.","Full weight bearing allowed surgery, 2 crutches 2 weeks single crutch 6 weeks.",C0443225|C0005910|C1704689|C0683607|C0038894|G0000000|C0010397|G0000000|C0439230|C0037179|C0010397|G0000000|C0439230
The patients were followed for twenty-four months after frame removal.,The patients twenty-four months frame removal.,G0000000|C0030705|C3715070|C0439231|C0080089|C0015252
"The conditioning regimen consisted of melphalan 140 mg/m2 on day _8, thiotepa 10 mg/m2 on day 7, fludarabine 160 mg/m2 in divided doses given on days _6, _5, _4 and _3 and 1.5 mg/kg/day of rabbit ATG on days _6, _5, _4 and _3.","The conditioning regimen consisted melphalan 140 mg/m2 day _8, thiotepa 10 mg/m2 day 7, fludarabine 160 mg/m2 divided doses days _6, _5, _4 _3 1.5 mg/kg/day rabbit ATG days _6, _5, _4 _3.",G0000000|C0009647|C0040808|C0332529|C0025241|C1442061|C0026410|C0332173|G0000000|C0039871|C0450371|C0026410|C0332173|G0000000|C0059985|C1442061|C0026410|C0332849|C0178602|C0439228|G0000000|G0000000|G0000000|G0000000|G0000000|C3665414|C3887509|G0000000|C0439228|G0000000|G0000000|G0000000|G0000000
