measures of symptoms,measures symptoms,C0079809|C0683368
prolonged time of surgery,prolonged time surgery,C0439590|C0040223|C0038894
Autism Behavior Checklist,autism behavior checklist,C0004352|C0004927|C1707357
distribution over contiguous transverse images,distribution contiguous transverse images,C0520511|C0205283|C0205106|C1704254
changes in lipid concentrations,lipid concentrations,C0023779|C0086045
complete remission rate of nasopharyngeal primary lesions,complete remission rate nasopharyngeal primary lesions,C0205197|C0544452|C0871208|C0027442|C0205225|C0221198
twin pregnancy,twin pregnancy,C0041427|C0032961
per-sample mean intensity score ( MIS ),per-sample intensity score mis,C0370003|C0522510|C0449820|C0687670
reaction time,reaction time,C0443286|C0040223
protective,protective,G0000000
incidence of related adverse events,incidence adverse events,C0021149|G0000000|C0441471
cognitive impairments,cognitive impairments,C1516691|C0684336
temporary numbness/paresthesia of the incisive papilla,temporary numbness/paresthesia incisive papilla,C0205374|C0020580|G0000000|C0226964
face inversion effect behaviorally and electrophysiological changes to faces,inversion behaviorally electrophysiological,C0021943|G0000000|C0013865
abstinent after a year .,abstinent,C0457801
role,role,C0035820
learning and behavior,learning behavior,C0013621|C0004927
mild-to-moderate constitutional symptoms,mild-to-moderate constitutional symptoms,C1299392|C1511487|C0683368
reocclusion rates,reocclusion rates,C0854571|C0871208
less activity,activity,C0205177
cerebral depression,cerebral depression,G0000000|C0011570
improvement of FMA score,improvement fma score,C2986411|C2332774|C0449820
tendon thickness,tendon thickness,C0039508|C1280412
renal variables,renal variables,C0022646|C0439828
recurrence of AF,recurrence af,C0034897|C0344434
inflammatory biomarkers favored,inflammatory biomarkers favored,C0333348|C0005516|C0309049
gastrocnemius strength :,gastrocnemius strength,C0242691|C0237897
refractive change,refractive change,C0429585|C0392747
Recatheterization,recatheterization,G0000000
uncontrolled crying,uncontrolled crying,C0205318|C0010399
procedures,procedures,C0025664
in-hospital analgesia,in-hospital analgesia,C0019994|C0002766
peak VO ( 2 ),peak vo 2,C0444505|G0000000|G0000000
twins and one a triplet,twins triplet,C0041427|C0041095
brainstorming and student presentations/role plays,brainstorming student presentations/role plays,G0000000|C0038492|C0449450|C0032214
Resource use,resource,C0035201
anaerobic bacterial counts,anaerobic bacterial counts,C3641081|C0521009|C0439157
Effectiveness,effectiveness,C1280519
frequency of thromboembolic and other cardiovascular complications,frequency thromboembolic cardiovascular complications,C0376249|C0333214|C0007226|C0009566
OS rates,os rates,C0229090|C0871208
percentage of infants who avoided transfusions altogether,percentage infants avoided transfusions altogether,C0439165|C0021270|G0000000|C0005841|G0000000
ventricular proarrhythmic event,ventricular proarrhythmic event,C0018827|G0000000|C0441471
f,NULL,NULL
histiocytic lymphoma .,histiocytic lymphoma,C0334122|C0024299
mobilization and collection of peripheral blood stem cells ( PBSC ),mobilization collection peripheral blood stem cells pbsc,C0185112|C1516698|C0205100|C0005767|C0242767|C0007634|C1518999
RDAI score,rdai score,G0000000|C0449820
ileal digestibility values,ileal digestibility values,C0020885|G0000000|C0042295
hematopoietic recovery,hematopoietic recovery,C0018957|C0237820
blood,blood,C0005767
heavier at slaughter,heavier slaughter,C0439539|G0000000
renal safety,renal safety,C0022646|C0036043
Km values for,values,C0042295
"testosterone ( total and free ) , dihydrotestosterone",testosterone total free dihydrotestosterone,C0039601|C0439175|C0332296|C0038148
Clinical scores,clinical scores,C0205210|C0449820
"emotion recognition , social interaction skills , or general behavioral adjustment",emotion recognition social interaction skills behavioral adjustment,C0013987|C0524637|C0728831|C1704675|C0678856|C0004927|C0376209
scabbing,scabbing,C0205204
Failure criteria,failure criteria,C0231174|C0243161
information,NULL,NULL
plasma,plasma,C0032105
average body mass index,average body mass,C1510992|C0242821|C0577559
AUC and Cmax of,auc cmax,C0376690|C2347813
mucosal candidal infections,mucosal candidal infections,C0026724|C0006836|C3714514
skin contents of both selenium,skin contents selenium,C0444099|C0456205|C0036581
Injury Severity Score and degree of contamination,injury severity score degree contamination,C3263722|C0439793|C0449820|C0441889|C0259846
AUC- and Cmax-ratios,auc- cmax-ratios,C0376690|C2347813
ABC-C Rating Scale scores,abc-c rating scale scores,C1412062|C0871208|C0175659|C0449820
predictors of arterial spasm,predictors arterial spasm,C2698872|C0003842|C0026821
Mean change in CD4 cell count,change cd4 cell count,C0392747|C0285590|C0007634|C0750480
bronchoconstrictions,bronchoconstrictions,C0079043
onset time,onset time,C0206132|C0040223
casual blood pressure,casual blood pressure,G0000000|C0005767|C0033095
Twenty-four hour ambulatory blood pressure,twenty-four hour ambulatory blood pressure,C3715070|C0439227|C0439841|C0005767|C0033095
procedural and declarative knowledge of DTT,procedural declarative knowledge dtt,C0025664|G0000000|C0376554|C0012789
peripheral blast cell counts,peripheral blast cell counts,C0205100|C0337026|C0007634|C0439157
Family Received Index,family received,C0015576|C1514756
level of coma,level coma,C0441889|C0009421
gastric tissue,gastric tissue,C0038351|C0040300
healing rates,healing rates,C0043240|C0871208
blood pressures,blood pressures,C0005767|C0033095
Inversion ankle sprains,inversion ankle sprains,C0021943|C0003086|C0038045
survival rate,survival rate,C0038952|C0871208
higher knowledge levels,knowledge levels,C0376554|C0441889
language development and communication,language development communication,C0023008|C0243107|C0009452
serum NTx,serum ntx,C0229671|C0285526
airway protective reflexes,airway protective reflexes,C0178987|G0000000|C0034929
cumulative lesion area,cumulative lesion,C1511559|C0221198
renal clearance of 3-MX,renal clearance 3-mx,C0022646|C0449297|C0025885
mean duration of therapeutic response,duration therapeutic response,C0449238|C0087111|C0871261
extent of MO,extent mo,C0439792|C0026544
"Heart rate , stroke index , and cardiac index",heart rate stroke cardiac,C0018787|C0871208|C0038454|C0018787
increase in the hematocrit,increase hematocrit,C0442805|C0018935
values for plasma RTV AUC ( 0-tau ),values plasma rtv auc 0-tau,C0042295|C0032105|C0292818|C0376690|C1720655
need of,NULL,NULL
change of the osteosynthesis implant,change osteosynthesis implant,C0392747|C0016642|C0021102
maternal depressive symptoms,maternal depressive symptoms,C2347083|G0000000|C0683368
"substantial changes in visual acuity , pupil diameter , pulse rate , or blood pressure",substantial visual acuity pupil diameter pulse rate blood pressure,G0000000|C0234621|C0750509|C0034121|C1301886|C0232117|C0871208|C0005767|C0033095
hepatitis B virus DNA level,hepatitis virus dna level,C0019158|C0042776|C0012854|C0441889
localised or systemic side effects,localised systemic effects,C0392752|C0205373|C1280500
Sternberg Memory Scanning Tests,sternberg memory scanning tests,G0000000|C0025260|C0034606|C0022885
nocturnal sleep disruption :,nocturnal sleep disruption,C0240526|C0037313|C0332453
adrenocortical and sympathoadrenal reactivity,adrenocortical sympathoadrenal reactivity,C2986474|G0000000|C0443286
time required to locate the site,time required locate site,C0040223|C1514873|G0000000|C0205145
hepatic lipidosis,hepatic lipidosis,C0205054|C0023794
erosion,erosion,C0333307
analgesic intake,analgesic intake,C0002771|C1512806
perioperative mortality,perioperative mortality,C1518988|C0026565
hemodynamic measurements,hemodynamic measurements,C0019010|C0242485
scrambling of both pitch and rhythmic structure,scrambling pitch rhythmic structure,G0000000|C0137137|C0031084|C0678594
"time from ALL diagnosis to first episode of CNS leukemia , systemic therapy both before and after CNS relapse , and number of blasts in the spinal fluid at diagnosis of CNS leukemia .",time diagnosis episode cns leukemia systemic therapy cns relapse blasts spinal fluid diagnosis cns leukemia,C0040223|C0011900|C0332189|C3714787|C0023418|C0205373|C0039798|C3714787|C0035020|C0337026|C0521329|C0005889|C0011900|C3714787|C0023418
primary diagnoses,primary diagnoses,C0205225|C0011900
log of the dose,log dose,C1708728|C0178602
daily urinary sodium excretion,daily urinary sodium excretion,C0332173|C0042027|C0037473|C0221102
safety and tolerance,safety tolerance,C0036043|C0013220
speed of transection,speed transection,C0678536|C0152060
MVO ( 2 ),mvo 2,G0000000|G0000000
Clinical outcomes,clinical outcomes,C0205210|C1274040
severe disruptive behavior,severe disruptive behavior,C0205082|C0332453|C0004927
frequency of serious adverse events,frequency adverse events,C0376249|G0000000|C0441471
outpatient hysteroscopy .,outpatient hysteroscopy,C0029921|C0020710
recurrence rates,recurrence rates,C0034897|C0871208
Healing rates,healing rates,C0043240|C0871208
frequent capsular fibrosis,frequent capsular fibrosis,C0332183|C0205151|C0016059
recurrence of DU,recurrence du,C0034897|C0011535
drug-free,drug-free,C0678752
mean heart rate ( HR ),heart rate hr,C0018787|C0871208|G0000000
effectiveness,effectiveness,C1280519
mean diameter stenosis,diameter stenosis,C1301886|C0678234
lipid mobilization,lipid mobilization,C0023779|C0185112
lower GGT,lower ggt,C0441994|C1415053
intraoperative vital signs and postoperative emesis and opioid requirements,intraoperative vital signs postoperative emesis opioid requirements,C0456904|C0442732|C0220912|C0032790|C0042963|C0242402|C1514873
Actuarial relapse-free survival,actuarial relapse-free survival,C0334965|C0035020|C0038952
lens comfort,lens comfort,C0023317|C1331418
overall therapeutic response,therapeutic response,C0087111|C0871261
androgenic properties,androgenic properties,C0002844|C0871161
better,NULL,NULL
ITT clearance rate,itt clearance rate,G0000000|C0449297|C0871208
"Systemic hemodynamic , neurohormonal , and renal effects",systemic hemodynamic neurohormonal renal effects,C0205373|C0019010|G0000000|C0022646|C1280500
clinical remission,clinical remission,C0205210|C0544452
CRP-levels,crp-levels,C3890735
vasodilatory effects,vasodilatory effects,G0000000|C1280500
half-life ( T1/2 ),half-life t1/2,C0018517|C0041403
cancer,cancer,C0006826
corneal decompensation,corneal decompensation,C0010031|C0231187
concentration of prothrombin fragment 1 + 2,concentration prothrombin fragment 1 + 2,C0004268|C0033706|C0332255|G0000000|G0000000|G0000000
MEP recruitment curves,mep recruitment curves,C1707163|C2949735|C0205134
stroke work indexes,stroke indexes,C0038454|C0600653
antihistamine,antihistamine,C0003360
completeness and fidelity of implementation,completeness fidelity implementation,C0439812|C0680011|C1708476
catabolize tyrosine,catabolize tyrosine,G0000000|C0041485
advanced adenomas,advanced adenomas,C0205179|C0001430
rate of death from any cause,rate death,C0871208|C0011065
arms endurance,arms endurance,C0206655|C0518031
irregular bleeding .,irregular bleeding,C0205271|C0019080
speed of clenching,speed clenching,C0678536|G0000000
menses,menses,C0025344
stereotypical behaviors,stereotypical behaviors,C0038271|C0004927
parental self-efficacy,parental self-efficacy,C0030551|C0600564
salivary cortisol,salivary cortisol,C0442040|C0020268
time to first and sustained resolution of heartburn,time sustained resolution heartburn,C0040223|C0443318|C1514893|C0018834
systemic reactions,systemic reactions,C0205373|C0443286
"assessments of language , behavior , and autism symptomatology",assessments language behavior autism symptomatology,C1261322|C0023008|C0004927|C0004352|G0000000
egg reduction rates of hookworm,egg reduction rates hookworm,C0013710|C0301630|C0871208|C0002830
"platelets ( PLT ) ,",platelets plt,C0005821|C0201617
genetic profiles,genetic profiles,C0017296|C1979963
pressor response the cold .,pressor response cold,C0237795|C0871261|C0009264
Tensile bond strength,tensile bond strength,G0000000|G0000000|C0237897
tests of full-scale intelligence quotient,tests full-scale intelligence quotient,C0022885|C0443225|C0021704|C2347741
"HIV-RNA , CD4 cells , and blood chemistry profiles",hiv-rna cd4 cells blood chemistry profiles,C0019682|C0285590|C0007634|C0005767|C0007996|C1979963
bleeding esophageal varices,bleeding esophageal varices,C0019080|C1522619|C0042345
accuracy of TCT registration,accuracy tct registration,C0443131|C0677634|C1514821
body dissatisfaction,body dissatisfaction,C0242821|C0870433
morphology,morphology,C0332437
more worried or depressed,worried depressed,C0233481|C0344315
magnitude of the reduction in the intrinsic clearance of caffeine,magnitude reduction intrinsic clearance caffeine,C0449286|C0301630|C0205102|C0449297|C0006644
identical analgetic efficiency,identical analgetic efficiency,C0205280|G0000000|C0013682
PCR viremia and PCR viruria,pcr viremia pcr viruria,C0032520|C0042749|C0032520|C0042766
mean score values,score values,C0449820|C0042295
Pulmonary function and exhaled NO,pulmonary function exhaled,C0024109|C0031843|C0231800
lasting benefits .,lasting benefits,C1517741|C0814225
Rectal pain thresholds,rectal pain thresholds,C0205052|C0030193|C0449864
effective and safe,effective safe,C1280519|G0000000
Grade 3 hypertension,grade 3 hypertension,C0441800|G0000000|C0020538
RQLQ ( S ),rqlq,G0000000
resting blood pressure,resting blood pressure,C0035253|C0005767|C0033095
gastrointestinal cancer,gastrointestinal cancer,C0521362|C0006826
"hyperemia in conjunctival , ciliary , and episcleral vessel beds .",hyperemia conjunctival ciliary episcleral vessel beds,C0020452|C0009758|C0015422|C0229109|C0005847|C0004916
proportion of patients who achieved hemostasis,proportion patients achieved hemostasis,C1709707|C0030705|G0000000|C0019116
odds of response,odds response,G0000000|C0871261
occlusions,occlusions,C0028778
survival and time to treatment failure ( TTF ) .,survival time treatment failure ttf,C0038952|C0040223|C0039798|C0231174|C1332112
toxicity of,toxicity,C0040539
urinary levels of 8-epi-PGF2 alpha,urinary levels 8-epi-pgf2 alpha,C0042027|C0441889|G0000000|C0439095
fewer ( P = 0.06 ) worm eggs per fecal sample,fewer = 0 06 worm eggs fecal sample,C0205388|G0000000|G0000000|C0450371|C0018889|C0013710|C0015733|C0370003
spatial orientation,spatial orientation,C1428114|C0029266
normal sinus rhythm,normal sinus rhythm,C0205307|C0016169|C0871269
Increased conduit vessel stiffness,increased conduit vessel stiffness,C0205217|C0441247|C0005847|C0427008
oral intake,oral intake,C0442027|C1512806
indecision,indecision,C0423908
use of pain relief,pain relief,C0030193|C0564405
ulcerative HSL lesions .,ulcerative hsl lesions,C0041582|C1416868|C0221198
overall benefit,benefit,C0814225
"ambiguous genitalia , impaired prostate differentiation and development",ambiguous genitalia impaired prostate differentiation development,C1549102|C0017420|C0221099|C0033572|C0007589|C0243107
time taken to climb two flights of stairs ;,time climb flights stairs,C0040223|C0561942|C1554559|C1710179
reduction of fear of progression,reduction fear progression,C0301630|C0015726|C0242656
septic complication,septic complication,C0333534|C0009566
left ventricular volumes at S1,left ventricular volumes s1,C0205091|C0018827|C0449468|C1519428
response or remission,response remission,C0871261|C0544452
species number,species,C1705920
"demographic features , atherosclerosis risk factors , and",demographic features atherosclerosis risk factors,C0011298|C1521970|C0003850|C0035647|C1521761
frequently successful,frequently successful,C0332183|C0597535
rate of clinical failure -- defined,rate clinical failure -- defined,C0871208|C0205210|C0231174|G0000000|C1704788
significant quantitative diminished growth,quantitative diminished growth,C0392762|C0205216|C0018270
problem behavior,behavior,C0004927
syndrome,syndrome,C0039082
Peak oxygen uptake,peak oxygen uptake,C0444505|C0030054|C0243144
BMD,bmd,G0000000
insulin levels,insulin levels,C0021641|C0441889
soleus H/M ratios,soleus h/m ratios,C0242694|C2348952|C0456603
regression of LV mass,regression lv mass,C0684320|C0023128|C0577559
serum parameters,serum parameters,C0229671|C0449381
BMI,bmi,G0000000
target serum phosphorous concentration,target serum phosphorous concentration,C1521840|C0229671|C0031705|C0004268
delayed union,delayed union,C0205421|C2825217
incidence of manual lysis of the placenta,incidence manual lysis placenta,C0021149|C0024763|C0024348|C0032043
emotional burden,emotional burden,C0013987|C2828008
recurrent myocardial ischemia,recurrent myocardial ischemia,C2945760|C0027061|C0022116
serious adverse events .,adverse events,G0000000|C0441471
"nighttime symptoms and daytime eye symptoms , patient and physician global evaluations of allergic rhinitis , and rhinoconjunctivitis quality of life",nighttime symptoms daytime eye symptoms patient physician global evaluations allergic rhinitis rhinoconjunctivitis quality life,C0240526|C0683368|C0332169|C0015392|C0683368|C0030705|C0031831|C0205246|C0220825|C0700624|C0035455|G0000000|C0332306|C0376558
costs to the National Health Service over the one year follow up,costs national health service follow,C0010186|C3245503|C0018684|C0557854|C0332283
mean weight loss,weight loss,C0005910|C1517945
folate concentrations,folate concentrations,C0178638|C0086045
extrapyramidal side effects,extrapyramidal effects,G0000000|C1280500
LDL-cholesterol and triglycerides,ldl-cholesterol triglycerides,C0023824|C0041004
severe respiratory failure,severe respiratory failure,C0205082|C0521346|C0231174
unaddressed abnormal test results,unaddressed abnormal test,G0000000|C0205161|C0022885
intent-to-treat response rate,intent-to-treat response rate,C0162425|C0871261|C0871208
30-day mortality,30-day mortality,C0450371|C0026565
apo A1 levels,apo a1 levels,G0000000|C0336669|C0441889
normothermia,normothermia,C0445103
hepatic venous oxygen saturation ( ShvO2 ) and splanchnic oxygen ( O2 ) extraction .,hepatic venous oxygen saturation shvo2 splanchnic oxygen o2 extraction,C0205054|C0042449|C0030054|C0522534|G0000000|G0000000|C0030054|C0300971|C0185115
length of stay .,length stay,C1444754|G0000000
markers,markers,C0005516
gains in social functioning,gains social functioning,C1517378|C0728831|C0205245
median interval until the first decrease in pain,median interval decrease pain,C0549183|C1272706|C0392756|C0030193
signs and symptoms of mild-to-moderately-active UC,signs symptoms mild-to-moderately-active uc,C0220912|C0683368|C2945599|G0000000
negative consequences of drinking,negative consequences drinking,C0205160|C0686907|C0001948
temporary numbness/paresthesia,temporary numbness/paresthesia,C0205374|C0020580
BNP,bnp,C1095989
Number of spontaneous play acts,spontaneous play acts,C0205359|C0032214|C0079613
chi-square test,chi-square test,C1552646|C0022885
severity and duration of rhinorrhea,severity duration rhinorrhea,C0439793|C0449238|C1260880
Cardiac output ( COe ),cardiac output coe,C0018787|C1709366|G0000000
functional and morphological parameters,functional morphological parameters,C0205245|C0543482|C0449381
excretion of toxic metals,excretion toxic metals,C0221102|C0600688|C0025552
depressive symptoms,depressive symptoms,G0000000|C0683368
SPL,spl,C0037982
Social Phobia Scale ( subscores anxiety and avoidance ),social phobia scale subscores anxiety avoidance,C0728831|C0349231|C0175659|G0000000|C0003467|C0870186
one negative and one missing test,negative missing test,C0205160|C1551393|C0022885
Temporal changes in plasma renin,temporal plasma renin,C0442043|C0032105|C0035094
behavioral control,behavioral control,C0004927|C0243148
Cost effectiveness,cost effectiveness,C0010186|C1280519
supplemental analgesic consumption,supplemental analgesic consumption,C2348609|C0002771|C0009830
SPT,spt,G0000000
modest gains in verbal memory and executive functioning,modest gains verbal memory executive functioning,C4054480|C1517378|C0439824|C0025260|C0871735|C0205245
histology of H & E staining-were,histology staining-were,C0019638|C0487602
ABC Stereotypic Behavior and Hyperactivity total subscale scores,abc stereotypic behavior hyperactivity total subscale scores,C0152244|C0038271|C0004927|C0424295|C0439175|G0000000|C0449820
Urinary aldosterone,urinary aldosterone,C0042027|C0002006
Medical Outcomes Study 36-Item Short Form Health Survey,medical outcomes study 36-item short form health survey,C0199168|C1274040|C0557651|C0450371|C1282927|C0348078|C0018684|C0038951
Ventricular tachycardia responsive to amiodarone,ventricular tachycardia responsive amiodarone,C0018827|C0039231|C0205342|C0002598
Brief Pain Inventory-Short Form average pain item,pain inventory-short form average pain item,C0030193|C0021941|C0348078|C1510992|C0030193|C1551338
Lethality was 56 % in the sepsis group,lethality 56 % sepsis,C3899953|C0450371|G0000000|C0036690
temperature reductions,temperature reductions,C0005903|C0301630
typical pharmacokinetic profile,typical pharmacokinetic profile,C3538928|C0201734|C1979963
post-ERCP pancreatitis,post-ercp pancreatitis,C0687676|C0030305
baseline % diameter stenosis,baseline % diameter stenosis,C0168634|G0000000|C1301886|C0678234
self-rated sedation,self-rated sedation,C0036588|C0235195
BOP,bop,G0000000
"efficiency , i.e .",efficiency,C0013682
brain infarcts,brain infarcts,C0006104|C0021308
FH SD score,fh sd score,G0000000|C2699239|C0449820
Pharmacokinetic data,pharmacokinetic data,C0201734|C1511726
"platelet functions , coagulation and fibrinolysis tests",platelet functions coagulation fibrinolysis tests,C0005821|C0542341|C0005778|C0016017|C0022885
Raters ' assessments of severity of autistic symptoms,raters assessments severity autistic symptoms,G0000000|C1261322|C0439793|C0004352|C0683368
autonomic nervous system function,autonomic nervous system function,C0004388|C0027769|C0449913|C0031843
Migraine-Specific Quality of Life,migraine-specific quality life,C0149931|C0332306|C0376558
"eliciting , generalizing and maintaining the targeted social skills",eliciting generalizing maintaining targeted social skills,C0449265|G0000000|C0024501|C1521840|C0728831|C0678856
dye was present in the trachea and bronchi,dye trachea bronchi,C0013343|C0040578|C0006255
Measures of adherence,measures adherence,C0079809|C1510802
cardiovascular reflex tests,cardiovascular reflex tests,C0007226|C0034929|C0022885
hemodynamic and immunologic rebound effects .,hemodynamic immunologic rebound effects,C0019010|C0152036|G0000000|C1280500
Subject-reported adverse events ( AEs ),subject-reported adverse events aes,C0681850|G0000000|C0441471|C1412268
"no added complications , no increase in hospital stay",complications increase hospital stay,C0009566|C0442805|C0019994|G0000000
myocyte injury,myocyte injury,C0596981|C3263722
patients discontinuing medication,patients discontinuing medication,C0030705|C1444662|C0013227
haptic feedback,haptic feedback,C1708324|C0015744
internal consistency,internal consistency,C0205102|C0332529
abnormal laboratory values,abnormal laboratory values,C0205161|C0022877|C0042295
level of satisfaction,level satisfaction,C0441889|C0242428
serial change in perfusion,serial change perfusion,C0031082|C0392747|C0031001
metabolism,metabolism,C0025519
frequency and severity,frequency severity,C0376249|C0439793
peak urine flow rate,peak urine flow rate,C0444505|C0042036|C0806140|C0871208
plasma PAI-1,plasma pai-1,C0032105|C1620101
assess and compare the effectiveness,assess compare effectiveness,C1516048|C1707455|C1280519
hospital-acquired infections,hospital-acquired infections,C0456393|C3714514
reduced significantly,reduced,C0392756
Subjective cure rates,subjective cure rates,C0439655|C1880198|C0871208
cerebral blood flow velocity,cerebral blood flow velocity,G0000000|C0005767|C0806140|C0439830
Total costs,total costs,C0439175|C0010186
effective,effective,C1280519
significantly more effective verbal content skills,effective verbal content skills,C1280519|C0439824|C0423896|C0678856
survival at 12 months,survival 12 months,C0038952|C0450371|C0439231
degree of postoperative liver injury and morbidity,degree postoperative liver injury morbidity,C0441889|C0032790|C0023884|C3263722|C0026538
Clinical equivalence ( noninferiority ),clinical equivalence noninferiority,C0205210|C0205163|G0000000
flux,flux,C2348693
changes were not correlated,correlated,C1707520
( rEI ),rei,G0000000
sedentary behavior,sedentary behavior,C0205254|C0004927
"Incidence of major infection , death related to infection , and death .",incidence major infection death infection death,C0021149|C0205082|C0009450|C0011065|C0009450|C0011065
LC coronary artery lesions,lc coronary artery lesions,G0000000|C0018787|C0003842|C0221198
residual urine and size of the prostate,residual urine size prostate,C1609982|C0042036|C0456389|C0033572
duration of neutropenia,duration neutropenia,C0449238|C0023530
mean intraabdominal pressure,intraabdominal pressure,C0230168|C0033095
clinically relevant effect,clinically relevant,G0000000|C2347946
predialysis anti-Xa levels 20 to 24 hours after the third LMWH dose,predialysis anti-xa levels 20 24 hours lmwh dose,C1264634|C0019139|C0441889|C0450371|C0450371|C0439227|C0019139|C0178602
myoclonic movements,myoclonic movements,G0000000|C0026649
direction of puncture,direction puncture,C0449738|C0033119
hatching,hatching,C0598016
successfully reached,reached,C2584321
severity and frequency of narcolepsy symptoms .,severity frequency narcolepsy symptoms,C0439793|C0376249|C0027404|C0683368
determinant of motor block,determinant motor block,C1521761|C1513492|C0028778
tooth-size,tooth-size,C1839140
stable,stable,C0205360
QoL assessment,qol assessment,C0518214|C1261322
baseline GHBP level,baseline ghbp level,C0168634|C1415063|C0441889
testicular functions,testicular functions,C0205070|C0542341
Hand Apraxia Scale,hand apraxia scale,C0018563|C0003635|C0175659
insomnia subscales on the Children 's Sleep Habits Questionnaire,insomnia subscales children sleep habits questionnaire,C0917801|G0000000|C0008059|C0037313|C0018464|C0034394
MSNA,msna,G0000000
side-effect profile,side-effect profile,C0879626|C1979963
Children 's IQs and language comprehension did not increase,children iqs language comprehension increase,C0008059|G0000000|C0023008|C0162340|C0442805
IOP values,iop values,C0595921|C0042295
catheter-related infection,catheter-related infection,C0085590|C0009450
residual periodontal pathogens .,residual periodontal pathogens,C1609982|C2960678|C0450254
teacher-rated hyperactivity subscale of the Aberrant Behavior Checklist,teacher-rated hyperactivity subscale aberrant behavior checklist,C0221457|C0424295|G0000000|C0443127|C0004927|C1707357
the examination time,examination time,G0000000|C0040223
toxin accumulation syndrome,toxin accumulation syndrome,C0040549|C4055506|C0039082
safety and tolerability of,safety tolerability,C0036043|C3274448
number of preemptively treated children,preemptively treated children,G0000000|C1522326|C0008059
neutrophil recovery,neutrophil recovery,C0027950|C0237820
infant weight and length-for-age z-scores,infant weight length-for-age z-scores,C0021270|C0005910|C1444754|C0871421
number of deaths related to infections,deaths infections,C0011065|C3714514
"( 9-hole Peg Test [ 9HPT ] , Jebsen Taylor Test [ JTT ] , and grip and pinch-grip dynamometry ) were assessed",9-hole peg test 9hpt jebsen taylor test jtt grip pinch-grip dynamometry assessed,C0544726|G0000000|C0022885|G0000000|G0000000|G0000000|C0022885|G0000000|C0021400|C0418416|G0000000|C1516048
progression-free survival ( PFS ) rate,progression-free survival pfs rate,C0242656|C0038952|C0242792|C0871208
3 year disease free survival rates,3 disease free survival rates,G0000000|C0012634|C0332296|C0038952|C0871208
norepinephrine ( NE ) and 3-methoxy-4-hydroxy-phenyl glycol ( MHPG ) .,norepinephrine ne 3-methoxy-4-hydroxy-phenyl glycol mhpg,C0028351|C0028219|C0700307|C0017945|C0025691
Mean change in A1C level,change a1c level,C0392747|G0000000|C0441889
addictive Internet use,addictive internet,C0085281|C0282111
plaque levels,plaque levels,C0011389|C0441889
CR rates,cr rates,C0201975|C0871208
SDAI,sdai,C3871128
soreness,soreness,C0234233
dynamic and isometric back extension and flexion strength,dynamic isometric extension flexion strength,C0729333|G0000000|C0231448|C0231452|C0237897
Median cumulative,median cumulative,C0549183|C1511559
knee swelling and pain,knee swelling pain,C0022742|C0013604|C0030193
compliance .,compliance,C0009563
"Post-void residual volumes , transrectal ultrasound ( TRUS ) volumes , and pressure flow studies",post-void residual volumes transrectal ultrasound trus volumes pressure flow studies,C1439885|C1609982|C0449468|C0205518|C0041618|C0373345|C0449468|C0033095|C0806140|C0947630
total frustration with caregiving,total frustration caregiving,C0439175|C0016770|G0000000
YAP1 protein intensity,yap1 protein intensity,G0000000|C0033684|C0522510
