id,sentences,label,sentences_tokens,cuis
13,86 ||| Limitations ||| 4.2 ||| Two baseline criteria (lesion length and restenotic lesions) were not well matched.,P,baseline criteria lesion length restenotic lesions matched,C0168634|C0243161|C0221198|C1444754|C0333186|C0221198|C0150103
14,"6 |||  ||| 0.6 ||| After stopping clopidogrel/placebo after 6 months, there was no significant difference in TLR at 12 months after treatment [9 (25%) clopidogrel vs. 12 (32.4%) placebo, p¼0.35].",I,stopping clopidogrel/placebo 6 months difference tlr 12 months treatment 9 25% clopidogrel 12 32 4% placebo p0 35,C0723457|C0070166|G0000000|C0439231|C1705241|G0000000|C0450371|C0439231|C0039798|G0000000|C0450371|C0070166|C0450371|C0450371|G0000000|C0032042|C0332132|C0450371
15,"46 ||| RESULTS ||| 3.2 ||| Among the lesion characteristics, however, the clopidogrel group had a signif- icantly longer mean length (p¼0.011) and more restenotic lesions (p¼0.01).",I,lesion characteristics clopidogrel signif- icantly length p0 011 restenotic lesions p0 01,C0221198|C1521970|C0070166|G0000000|G0000000|C1444754|C0332132|C1442061|C0333186|C0221198|C0332132|C0450371
16,60 ||| RESULTS ||| 3.16 ||| All revascularizations were owing to clinical deterioration and angiographically confirmed restenosis.,N,revascularizations clinical deterioration angiographically confirmed restenosis,C0581603|C0205210|C0868945|G0000000|C0521093|C0333186
17,21 ||| METHODS ||| 1.7 ||| Forty patients were randomized to the clopidogrel arm and 40 to the placebo arm according to a lot-generated random list (Fig.,I,forty patients randomized clopidogrel arm 40 placebo arm lot-generated random list fig,C3816449|C0030705|C0034656|C0070166|C0446516|C0450371|C0032042|C0446516|C1115660|C0034656|C0745732|C0349966
18,37 ||| METHODS ||| 1.23 ||| Patients were contacted either during a hospital stay or interviewed by telephone.,I,patients contacted hospital stay interviewed telephone,C0030705|C0332158|C0019994|G0000000|C0021822|C0039457
19,40 ||| Statistical Analysis ||| 2.1 ||| All data were analyzed according to the intention-to-treat principle.,N,data analyzed intention-to-treat principle,C1511726|C0936012|C0162425|G0000000
20,85 ||| Limitations ||| 4.1 ||| This was a study with a small sample size.,N,study sample size,C0557651|C0370003|C0456389
21,"4 |||  ||| 0.4 ||| At 12 months after the intervention, 36 clopidogrel patients and 37 placebo patients were reevaluated.",I,12 months intervention 36 clopidogrel patients 37 placebo patients reevaluated,C0450371|C0439231|C0886296|C0450371|C0070166|C0030705|C0450371|C0032042|C0030705|G0000000
22,"35 ||| METHODS ||| 1.21 ||| TLR was carried out if clinical claudication symptoms, as well as angiographically confirmed restenosis, were present.",P,tlr carried clinical claudication symptoms angiographically confirmed restenosis,G0000000|C0206243|C0205210|C0311395|C0683368|G0000000|C0521093|C0333186
23,"51 ||| RESULTS ||| 3.7 ||| After stopping clopidogrel/placebo, the significant difference in TLR disappeared [9 (25%) clopidogrel vs. 12 (32.4%) placebo (p¼0.35)].",I,stopping clopidogrel/placebo difference tlr disappeared 9 25% clopidogrel 12 32 4% placebo p0 35,C0723457|C0070166|C1705241|G0000000|G0000000|G0000000|C0450371|C0070166|C0450371|C0450371|G0000000|C0032042|C0332132|C0450371
24,"76 ||| RESULTS ||| 3.32 ||| Furthermore, our results support the conclusion that a premature cessation of dual antiplatelet therapy should be avoided, except under circumstances in which it would be clinically unsafe to do so, such as allergic reactions or for patients requiring surgery.",O,support conclusion premature cessation dual antiplatelet therapy avoided circumstances clinically unsafe allergic reactions patients requiring surgery,C0183683|C1707478|C0151526|C1880019|C1554184|G0000000|C0039798|G0000000|G0000000|G0000000|G0000000|C0700624|C0443286|C0030705|G0000000|C0038894
25,7 |||  ||| 0.7 ||| Mortality was 0 vs. 1 in the placebo group at 6 months (p¼0.32) and 0 vs. 3 at 12 months (p¼0.08).,O,mortality 0 1 placebo 6 months p0 32 0 3 12 months p0 08,C0026565|G0000000|G0000000|C0032042|G0000000|C0439231|C0332132|C0450371|G0000000|G0000000|C0450371|C0439231|C0332132|C0450371
26,42 ||| Statistical Analysis ||| 2.3 ||| Categorical variables were compared using a chi-square test.,N,categorical variables compared chi-square test,C0683312|C0439828|C1707455|C1552646|C0022885
27,64 ||| RESULTS ||| 3.20 ||| This effect has been described as a transient increased risk of adverse cardiovascular events after discontinuation of clopidogrel in patients treated with PCI.,I,transient increased risk adverse cardiovascular events discontinuation clopidogrel patients treated pci,C0040704|C0205217|C0035647|G0000000|C0007226|C0441471|C0457454|C0070166|C0030705|C1522326|C4049621
28,91 ||| Conclusion ||| 5.2 ||| A prolonged dual therapy (.6 months) should be considered in patients who are at high risk for restenosis and TLR.,P,prolonged dual therapy 6 months considered patients risk restenosis tlr,C0439590|C1554184|C0039798|G0000000|C0439231|C0750591|C0030705|C0035647|C0333186|G0000000
29,"3 |||  ||| 0.3 ||| Clopidogrel and placebo were stopped after 6 months, and patients remained on aspirin only.",I,clopidogrel placebo stopped 6 months patients remained aspirin,C0070166|C0032042|C1272691|G0000000|C0439231|C0030705|G0000000|C0004057
30,45 ||| RESULTS ||| 3.1 ||| All baseline demographic characteristics were balanced between the two treatment groups (Table 2).,N,baseline demographic characteristics balanced treatment table 2,C0168634|C0011298|C1521970|C0205415|C0039798|C0039224|G0000000
31,"74 ||| RESULTS ||| 3.30 ||| Coronary drug-eluting stents are associated with delayed endothelialization, which might result in late stent thrombosis when dual antiplatelet therapy is stopped.",O,coronary drug-eluting stents delayed endothelialization result late stent thrombosis dual antiplatelet therapy stopped,C0018787|C0013227|C0038257|C0205421|G0000000|C1274040|C0205087|C0038257|C0040053|C1554184|G0000000|C0039798|C1272691
32,"73 ||| RESULTS ||| 3.29 ||| Nevertheless, coronary interventions cannot really be compared to peripheral interventions.",N,coronary interventions compared peripheral interventions,C0018787|C0886296|C1707455|C0205100|C0886296
33,"39 ||| METHODS ||| 1.25 ||| If TLR and reintervention had been performed outside our department, the interventionist was contacted to obtain angiographic images of the intervention, which were reviewed to confirm TLR.",N,tlr reintervention performed department interventionist contacted angiographic images intervention reviewed confirm tlr,G0000000|G0000000|C0884358|C1704729|G0000000|C0332158|C0002978|C1704254|C0886296|C0282443|C0521093|G0000000
34,67 ||| RESULTS ||| 3.23 ||| Ho et al.,N,ho al,C0019905|C0202311
35,"90 ||| Conclusion ||| 5.1 ||| In contrast to the predictions from studies with limited follow-up that investigated the role of dual antiplatelet therapy in minimizing TLR, the advantage of dual antiplatelet therapy does not persist after stopping clopidogrel.",O,contrast predictions studies limited follow-up investigated role dual antiplatelet therapy minimizing tlr advantage dual antiplatelet therapy persist stopping clopidogrel,C0009924|C0681842|C0947630|C0439801|C0589120|C1292732|C0035820|C1554184|G0000000|C0039798|G0000000|G0000000|G0000000|C1554184|G0000000|C0039798|G0000000|C0723457|C0070166
36,"24 ||| METHODS ||| 1.10 ||| Stents employed were Xpert (Abbott Vascular, Redwood City, CA, USA); S.M.A.R.T (Cordis Corporation, a Johnson & Johnson company, Bridgewater, NJ, USA); Complete (Medtronic Vascular, Santa Rosa, CA, USA); and Zilver (Cook Medical Inc, Bloomington, IN, USA).",O,stents employed xpert abbott vascular redwood city usa cordis corporation johnson johnson company bridgewater nj usa complete medtronic vascular santa rosa usa zilver cook medical bloomington usa,C0038257|C0014003|G0000000|C0331761|C0005847|C1002377|C0008848|C0041703|G0000000|C0683758|G0000000|G0000000|C0683757|G0000000|C0027971|C0041703|C0205197|G0000000|C0005847|G0000000|C0035853|C0041703|G0000000|C0335326|C0199168|G0000000|C0041703
37,"62 ||| RESULTS ||| 3.18 ||| Clopidogrel seems to reduce claudication symptoms even in patients with angiographically confirmed restenosis, although we can only assume what the effect would have been if clopidogrel had been continued.",I,clopidogrel reduce claudication symptoms patients angiographically confirmed restenosis assume clopidogrel continued,C0070166|G0000000|C0311395|C0683368|C0030705|G0000000|C0521093|C0333186|G0000000|C0070166|C0549178
38,"66 ||| RESULTS ||| 3.22 ||| In coronary interventions, conflicting results have been published on the rebound phenomenon.",N,coronary interventions conflicting published rebound phenomenon,C0018787|C0886296|C0009671|C0034037|G0000000|C1882365
39,9 |||  ||| 0.9 ||| Prolonged dual therapy (.6 months) should be considered in patients who are at high risk for restenosis.,P,prolonged dual therapy 6 months considered patients risk restenosis,C0439590|C1554184|C0039798|G0000000|C0439231|C0750591|C0030705|C0035647|C0333186
40,43 ||| Statistical Analysis ||| 2.4 ||| Eventfree survival was estimated using the KaplanMeier method; the curves were compared with the log-rank test.,N,eventfree survival estimated kaplanmeier method curves compared log-rank test,G0000000|C0038952|C0750572|G0000000|C0025663|C0205134|C1707455|C1708728|C0022885
41,"84 ||| RESULTS ||| 3.40 ||| Although the bleeding risk and the costeffectiveness of this strategy have yet to be comprehensively evaluated, our results were encouraging in that there was no increased bleeding risk linked with dual antiplatelet therapy.",O,bleeding risk costeffectiveness strategy comprehensively evaluated encouraging increased bleeding risk linked dual antiplatelet therapy,C0019080|C0035647|C0010181|C0679199|G0000000|C0220825|G0000000|C0205217|C0019080|C0035647|C1517892|C1554184|G0000000|C0039798
42,"8 |||  ||| 0.8 ||| Conclusion: In contrast to the first report of a reduction in the TLR at 6 months, this advantage of dual antiplatelet therapy does not persist after stopping clopidogrel.",O,conclusion contrast report reduction tlr 6 months advantage dual antiplatelet therapy persist stopping clopidogrel,C1707478|C0009924|C0684224|C0301630|G0000000|G0000000|C0439231|G0000000|C1554184|G0000000|C0039798|G0000000|C0723457|C0070166
43,"48 ||| RESULTS ||| 3.4 ||| At 6 months, clopidogrel patients had significantly lower rates of TLR compared to placebo patients [2 (5%) vs. 8 (20%), p¼0.04].",I,6 months clopidogrel patients lower rates tlr compared placebo patients 2 5% 8 20% p0 04,G0000000|C0439231|C0070166|C0030705|C0441994|C0871208|G0000000|C1707455|C0032042|C0030705|G0000000|G0000000|G0000000|C0450371|C0332132|C0450371
44,70 ||| RESULTS ||| 3.26 ||| CLOPIDOGREL þ ASA VS. ASA ALONE IN PAD J ENDOVASC THER Strobl et al.,I,clopidogrel asa asa pad endovasc ther strobl al,C0070166|C0004057|C0004057|C0182158|G0000000|G0000000|G0000000|C0202311
45,"57 ||| RESULTS ||| 3.13 ||| Subsequently, study participants remained on an indefinite regimen of aspirin monotherapy.",N,subsequently study participants remained indefinite regimen aspirin monotherapy,G0000000|C0557651|C0679646|G0000000|C3640032|C0040808|C0004057|G0000000
46,"77 ||| RESULTS ||| 3.33 ||| Therefore, the treating physician should discuss the importance of dual antiplatelet therapy with the patient before the intervention.",I,treating physician dual antiplatelet therapy patient intervention,C1522326|C0031831|C1554184|G0000000|C0039798|C0030705|C0886296
47,28 ||| METHODS ||| 1.14 ||| Medication was given in the form of blister packs to the patients; placebo and verum medications were indistinguishable.,N,medication form blister packs patients placebo verum medications indistinguishable,C0013227|C0348078|C0005758|C1968515|C0030705|C0032042|G0000000|C0013227|G0000000
48,"82 ||| RESULTS ||| 3.38 ||| This is especially true considering our results, which demonstrated that ongoing dual antiplatelet therapy, when compared to aspirin monotherapy, appears to reduce the claudication symptoms of patients with similar restenosis rates.",O,true demonstrated ongoing dual antiplatelet therapy compared aspirin monotherapy appears reduce claudication symptoms patients restenosis rates,C0205238|G0000000|C0549178|C1554184|G0000000|C0039798|C1707455|C0004057|G0000000|C0700364|G0000000|C0311395|C0683368|C0030705|C0333186|C0871208
49,"26 ||| METHODS ||| 1.12 ||| The clopidogrel group received 300 mg of clopidogrel (Plavix, Sanofi-Aventis S.A.) and 500 mg of aspirin (Bayer AG, Leverkusen, Germany) 6 to 12 hours before the intervention as a bolus, with a daily dose of 75 mg of clopidogrel and 100 mg of aspirin for 6 months following the intervention.",I,clopidogrel received 300 clopidogrel plavix sanofi-aventis 500 aspirin bayer ag leverkusen germany 6 12 hours intervention bolus daily dose 75 clopidogrel 100 aspirin 6 months intervention,C0070166|C1514756|C1442061|C0070166|C0633084|C0331980|C1442061|C0004057|G0000000|C0002037|G0000000|C0017480|G0000000|C0450371|C0439227|C0886296|C1511237|C0332173|C0178602|C0450371|C0070166|C1442061|C0004057|G0000000|C0439231|C0886296
50,49 ||| RESULTS ||| 3.5 ||| None of the TLR was due to thrombotic occlusion of previously recanalized arteries.,I,tlr thrombotic occlusion recanalized arteries,G0000000|C0087086|C0011382|C0333328|C0003842
51,"20 ||| METHODS ||| 1.6 ||| In brief, 80 patients (42 men; mean age 70 years) gave written informed consent and were enrolled in the trial according to the inclusion/exclusion criteria (Table 1).",P,80 patients 42 age 70 written informed consent enrolled trial inclusion/exclusion criteria table 1,C0450371|C0030705|C0450371|C0001779|C0450371|C0043266|C1522154|C1511481|G0000000|C0008976|C0680252|C0243161|C0039224|G0000000
52,54 ||| RESULTS ||| 3.10 ||| Mortality (Fig.,N,mortality fig,C0026565|C0349966
53,"1 |||  ||| 0.1 ||| Methods: A prospective, randomized, single-center, double-blinded and placebo-controlled clinical trial randomly assigned 40 patients to receive pre-and postinterventional therapy with aspirin and clopidogrel.",I,methods prospective randomized single-center double-blinded placebo-controlled clinical trial randomly assigned 40 patients receive pre-and postinterventional therapy aspirin clopidogrel,C0025663|C0023981|C0034656|C0037179|C0205173|C1706408|C0205210|C0008976|G0000000|C1516050|C0450371|C0030705|C1514756|C0332152|G0000000|C0039798|C0004057|C0070166
54,81 ||| RESULTS ||| 3.37 ||| It is a reasonable clinical recommendation that prolonged dual antiplatelet therapy (.6 months) should be considered in patients who are at high risk for restenosis.,P,reasonable clinical recommendation prolonged dual antiplatelet therapy 6 months considered patients risk restenosis,G0000000|C0205210|C0034866|C0439590|C1554184|G0000000|C0039798|G0000000|C0439231|C0750591|C0030705|C0035647|C0333186
55,19 ||| METHODS ||| 1.5 ||| The study began in September 2005 and completed in April 2011.,P,study september 2005 completed april 2011,C0557651|C3828193|G0000000|C0205197|C3715024|G0000000
56,"71 ||| RESULTS ||| 3.27 ||| Some studies showed a potential benefit of prolonged (.12 months) dual antiplatelet therapy, 11,28 whereas others did not.",N,studies potential benefit prolonged 12 months dual antiplatelet therapy 11 28,C0947630|C3245505|C0814225|C0439590|C0450371|C0439231|C1554184|G0000000|C0039798|C0450371|C0450371
57,"89 ||| Limitations ||| 4.5 ||| Until further evidence is collected, an individually tailored dual antiplatelet therapy seems J ENDOVASC THER CLOPIDOGREL þ ASA VS. ASA ALONE IN PAD 705 2013;20:699-706 Strobl et al.",I,evidence collected individually tailored dual antiplatelet therapy endovasc ther clopidogrel asa asa pad 705 2013 20 699-706 strobl al,C3887511|C1516695|G0000000|C0402883|C1554184|G0000000|C0039798|G0000000|G0000000|C0070166|C0004057|C0004057|C0182158|C1442061|G0000000|C0450371|C1442061|G0000000|C0202311
58,15 ||| METHODS ||| 1.1 ||| Study Design and Patients,N,study design patients,C0557651|C1707689|C0030705
59,"55 ||| RESULTS ||| 3.11 ||| At 12 months, no clopidogrel patient had died vs. 3 placebo patients (p¼0.08).",I,12 months clopidogrel patient died 3 placebo patients p0 08,C0450371|C0439231|C0070166|C0030705|C0011065|G0000000|C0032042|C0030705|C0332132|C0450371
60,"5 |||  ||| 0.5 ||| Results: At 6 months, clopidogrel patients had significantly lower rates of TLR compared to placebo patients [2 (5%) vs. 8 (20%), p¼0.04].",I,6 months clopidogrel patients lower rates tlr compared placebo patients 2 5% 8 20% p0 04,G0000000|C0439231|C0070166|C0030705|C0441994|C0871208|G0000000|C1707455|C0032042|C0030705|G0000000|G0000000|G0000000|C0450371|C0332132|C0450371
61,"17 ||| METHODS ||| 1.3 ||| The study was listed on clinicaltrials.gov (identifier NCT00163267) and supported by Sanofi-Aventis S.A (Paris, France).",N,study listed clinicaltrials gov identifier nct00163267 supported sanofi-aventis paris france,C0557651|C0745732|G0000000|C1419208|C0600091|G0000000|C1521721|C0331980|C0030561|C0016674
62,61 ||| RESULTS ||| 3.17 ||| These results could reflect the equal restenosis rates in both groups.,O,reflect equal restenosis rates,C0558058|C0205163|C0333186|C0871208
63,"80 ||| RESULTS ||| 3.36 ||| Given the fact that most patients with peripheral artery disease suffer from systemic atherosclerosis, 36 patients with systemic cardiovascular disease might profit both locally and systemically from dual antiplatelet therapy, particularly as regards a reduction in death, stroke, or myocardial infarction, as reported in the CHARISMA trial.",O,patients peripheral artery disease suffer systemic atherosclerosis 36 patients systemic cardiovascular disease profit locally systemically dual antiplatelet therapy reduction death stroke myocardial infarction reported charisma trial,C0030705|C0205100|C0003842|C0012634|C0683278|C0205373|C0003850|C0450371|C0030705|C0205373|C0007226|C0012634|C0680880|C1517927|G0000000|C1554184|G0000000|C0039798|C0301630|C0011065|C0038454|C0027061|C0021308|C0684224|C0248593|C0008976
64,"12 |||  ||| 0.12 ||| Thus, based on the results of randomized clinical trials, current guidelines recommend dual antiplatelet therapy consisting of clopidogrel and aspirin for 12 months after percutaneous coronary intervention (PCI) due to acute myocardial infarction and/ or coronary artery disease.",I,based randomized clinical trials current guidelines recommend dual antiplatelet therapy consisting clopidogrel aspirin 12 months percutaneous coronary intervention pci acute myocardial infarction and/ coronary artery disease,C1527178|C0034656|C0205210|C0008976|C0521116|C0162791|C0034866|C1554184|G0000000|C0039798|C0332529|C0070166|C0004057|C0450371|C0439231|C0522523|C0018787|C0886296|C4049621|C0205178|C0027061|C0021308|G0000000|C0018787|C0003842|C0012634
65,"69 ||| RESULTS ||| 3.25 ||| The log-rank test shows a significant difference between the treatment groups at 6 months (p¼0.04) but at 12 months, there is no difference (p¼0.35).",N,log-rank test difference treatment 6 months p0 04 12 months difference p0 35,C1708728|C0022885|C1705241|C0039798|G0000000|C0439231|C0332132|C0450371|C0450371|C0439231|C1705241|C0332132|C0450371
66,47 ||| RESULTS ||| 3.3 ||| No other lesion or intervention characteristic differed between the treatment groups.,O,lesion intervention characteristic differed treatment,C0221198|C0886296|C1521970|G0000000|C0039798
67,72 ||| RESULTS ||| 3.28 ||| The current recommendations include 12 months of dual antiplatelet therapy after PCI based on the results of large studies.,I,current recommendations 12 months dual antiplatelet therapy pci based studies,C0521116|C0034866|C0450371|C0439231|C1554184|G0000000|C0039798|C4049621|C1527178|C0947630
68,"79 ||| RESULTS ||| 3.35 ||| In addition, there was an indication of lower mortality in the clopidogrel group.",O,addition indication lower mortality clopidogrel,C0332287|C0392360|C0441994|C0026565|C0070166
69,22 ||| METHODS ||| 1.8 ||| They all underwent balloon angioplasty alone or with additional stenting of the femoropopliteal lesion if required (Table 2).,I,underwent balloon angioplasty additional stenting femoropopliteal lesion required table 2,G0000000|C0336867|C0162577|C1524062|C0038257|C0545765|C0221198|C1514873|C0039224|G0000000
70,"38 ||| METHODS ||| 1.24 ||| At 12 months, 36 clopidogrel patients and 37 placebo patients were re-evaluated; 3 clopidogrel and 4 placebo patients could not be contacted and where lost to follow-up.",I,12 months 36 clopidogrel patients 37 placebo patients re-evaluated 3 clopidogrel 4 placebo patients contacted lost follow-up,C0450371|C0439231|C0450371|C0070166|C0030705|C0450371|C0032042|C0030705|C0556581|G0000000|C0070166|G0000000|C0032042|C0030705|C0332158|C0745777|C0589120
71,30 ||| METHODS ||| 1.16 ||| The patients and investigators were not informed about the assigned study medication.,N,patients investigators informed assigned study medication,C0030705|C0035173|C1522154|C1516050|C0557651|C0013227
72,"44 ||| Statistical Analysis ||| 2.5 ||| Calculations were performed with SPSS software (version 17; IBM Corporation, Somers, NY, USA).",N,calculations performed spss software version 17 ibm corporation somers ny usa,C1441506|C0884358|C3813609|C0037585|C0333052|C0450371|C0238190|C0683758|G0000000|C0027976|C0041703
73,13 |||  ||| 0.13 ||| The results of the MIRROR study showed that patients treated with clopidogrel þ aspirin compared to aspirin alone had significantly lower target lesion revascularization (TLR) rates at 6 months.,I,mirror study patients treated clopidogrel aspirin compared aspirin lower target lesion revascularization tlr rates 6 months,C0181868|C0557651|C0030705|C1522326|C0070166|C0004057|C1707455|C0004057|C0441994|C1521840|C0221198|C0581603|G0000000|C0871208|G0000000|C0439231
74,"33 ||| METHODS ||| 1.19 ||| Secondary endpoints were the clinical development of the patients 6 months after the intervention as reflected by TLR, restenosis, ankle-brachial index (ABI), Rutherford class, serious adverse events (SAE), and days in hospital due to TLR.",O,secondary endpoints clinical development patients 6 months intervention reflected tlr restenosis ankle-brachial abi rutherford class adverse events sae days hospital tlr,C0027627|C2349179|C0205210|C0243107|C0030705|G0000000|C0439231|C0886296|C0558058|G0000000|C0333186|C0003086|C1328319|G0000000|C0456387|G0000000|C0441471|C1519255|C0439228|C0019994|G0000000
75,83 ||| RESULTS ||| 3.39 ||| One strategy may be to prolong dual antiplatelet therapy for an extended period or even indefinitely to avoid an increase in TLR.,O,strategy prolong dual antiplatelet therapy extended period indefinitely avoid increase tlr,C0679199|G0000000|C1554184|G0000000|C0039798|C0231448|C0439531|G0000000|G0000000|C0442805|G0000000
76,"36 ||| METHODS ||| 1.22 ||| After the first clinical follow-up, an additional follow-up of the patients was performed 12 months after the interventions.",N,clinical follow-up additional follow-up patients performed 12 months interventions,C0205210|C0589120|C1524062|C0589120|C0030705|C0884358|C0450371|C0439231|C0886296
77,"27 ||| METHODS ||| 1.13 ||| The placebo group received a 300-mg placebo and 500 mg of aspirin 6 to 12 hours before the intervention as a bolus, with a daily dose of 75 mg of placebo and 500 mg of aspirin for 6 months.",I,placebo received 300-mg placebo 500 aspirin 6 12 hours intervention bolus daily dose 75 placebo 500 aspirin 6 months,C0032042|C1514756|C1442061|C0032042|C1442061|C0004057|G0000000|C0450371|C0439227|C0886296|C1511237|C0332173|C0178602|C0450371|C0032042|C1442061|C0004057|G0000000|C0439231
78,25 ||| METHODS ||| 1.11 ||| All patients were administered an intra-arterial 5000-unit heparin bolus at the time of the procedure.,I,patients administered intra-arterial 5000-unit heparin bolus time procedure,C0030705|C1521801|C0694634|C0439148|C0019134|C1511237|C0040223|C0184661
79,14 |||  ||| 0.14 ||| We therefore conducted an additional clinical follow-up of MIRROR patients at 12 months to evaluate the persistence or extinction of the clinical advantage of dual antiplatelet therapy.,N,conducted additional clinical follow-up mirror patients 12 months evaluate persistence extinction clinical advantage dual antiplatelet therapy,C0004927|C1524062|C0205210|C0589120|C0181868|C0030705|C0450371|C0439231|C0220825|C0546816|C0015347|C0205210|G0000000|C1554184|G0000000|C0039798
80,29 ||| METHODS ||| 1.15 ||| The patients were supplied with the blinded medication for 6 months.,I,patients supplied blinded medication 6 months,C0030705|C1999230|C0150108|C0013227|G0000000|C0439231
81,"68 ||| RESULTS ||| 3.24 ||| Early discontinuation (,6 months) Figure 2 ^ (A) Kaplan-Meier curve representing freedom from target lesion revascularization (TLR) at 12 months after the intervention.",N,discontinuation 6 months figure 2 ^ kaplan-meier curve representing freedom target lesion revascularization tlr 12 months intervention,C0457454|G0000000|C0439231|G0000000|G0000000|G0000000|G0000000|C0205134|C1882932|C0016694|C1521840|C0221198|C0581603|G0000000|C0450371|C0439231|C0886296
82,87 ||| Limitations ||| 4.3 ||| Future studies with larger sample sizes are required to identify in which patient population a prolonged or even indefinite dual antiplatelet therapy would be useful.,N,future studies larger sample sizes required identify patient population prolonged indefinite dual antiplatelet therapy,C0016884|C0947630|C0549177|C0370003|C0456389|C1514873|G0000000|C0030705|C0032659|C0439590|C3640032|C1554184|G0000000|C0039798
83,"88 ||| Limitations ||| 4.4 ||| Furthermore, new antiplatelet agents, such as ticagrelor or prasugrel, which are now used after coronary interventions, should be assessed in patients with peripheral vascular diseases as well.",I,antiplatelet agents ticagrelor prasugrel coronary interventions assessed patients peripheral vascular diseases,G0000000|C0450442|C1999375|C1620287|C0018787|C0886296|C1516048|C0030705|C0205100|C0005847|C0012634
84,50 ||| RESULTS ||| 3.6 ||| There were no significant differences in the rate of binary restenosis at 6 months.,O,differences rate binary restenosis 6 months,C1705241|C0871208|C1706942|C0333186|G0000000|C0439231
85,2 |||  ||| 0.2 ||| Another 40 patients received the same doses of aspirin and placebo instead of clopidogrel.,I,40 patients received doses aspirin placebo clopidogrel,C0450371|C0030705|C1514756|C0178602|C0004057|C0032042|C0070166
86,53 ||| RESULTS ||| 3.9 ||| Subgroup analyses of patients treated either with angioplasty alone or angioplasty þ stent showed no significant difference in TLR rates.,O,subgroup analyses patients treated angioplasty angioplasty stent difference tlr rates,C1079230|C0002778|C0030705|C1522326|C0162577|C0162577|C0038257|C1705241|G0000000|C0871208
87,41 ||| Statistical Analysis ||| 2.2 ||| Normally distributed descriptive variables are given as the mean 6 standard deviation and compared using a 2-sided t test.,N,distributed descriptive variables 6 standard deviation compared 2-sided test,C1704711|C0678257|C0439828|G0000000|C1442989|C0012727|C1707455|C0457012|C0022885
88,"58 ||| RESULTS ||| 3.14 ||| At 12 months after the primary intervention, the positive effect of dual antiplatelet therapy did not persist after discontinuation of clopidogrel.",I,12 months primary intervention positive dual antiplatelet therapy persist discontinuation clopidogrel,C0450371|C0439231|C0205225|C0886296|C0439178|C1554184|G0000000|C0039798|G0000000|C0457454|C0070166
