id,sentences,label,sentences_tokens,cuis
13,"66 ||| METHODS ||| 3.14 ||| If a woman failed to establish labour or the cervix was not favourable enough to permit artificial rupture of the membranes after five doses of misoprostol, she was categorized as having a failed induction.",I,woman failed establish labour cervix favourable permit artificial rupture membranes doses misoprostol categorized failed induction,C0043210|C0231175|C0443211|C0022864|C0007874|C3640814|C0023636|C2004457|C1881712|C0025255|C0178602|C0085174|C0871968|C0231175|C0205263
14,"86 ||| METHODS ||| 3.34 ||| In cases of means and standard deviation, the two groups were compared using unpaired t test, while in cases of difference of absolute numbers chi-square tests were used.",N,standard deviation compared unpaired test difference absolute chi-square tests,C1442989|C0012727|C1707455|C2700112|C0022885|C1705241|C0205344|C1552646|C0022885
15,"64 ||| METHODS ||| 3.12 ||| Labour was established when painful uterine contractions were accompanied by ruptured membranes, a bloody ""show,"" or cervical effacement and/or dilatation.",P,labour established painful uterine contractions accompanied ruptured membranes bloody cervical effacement and/or dilatation,C0022864|C0443211|C0030193|C0042149|C1140999|G0000000|C0443294|C0025255|C0333275|C0027530|C0552443|G0000000|C0012359
16,131 ||| DISCUSSION ||| 5.18 ||| Oral misoprostol in a dose of 50 µg has the potential to induce labour as safely and effectively as 25 µg vaginally administered misoprostol.,N,oral misoprostol dose 50 potential induce labour safely effectively 25 vaginally administered misoprostol,C0442027|C0085174|C0178602|C0450371|C3245505|C0205263|C0022864|G0000000|G0000000|C0450371|G0000000|C1521801|C0085174
17,75 ||| METHODS ||| 3.23 ||| In both groups the administration of the same dose of misoprostol was repeated every four hours until regular uterine contractions were achieved or the woman had received a total of five The primary outcomes used to evaluate efficacy were the induction-to-delivery interval in women who delivered vaginally and the rate of vaginal delivery within 24 hours.,I,administration dose misoprostol repeated hours regular uterine contractions achieved woman received total primary outcomes evaluate efficacy induction-to-delivery interval women delivered vaginally rate vaginal delivery 24 hours,C0001554|C0178602|C0085174|C0205341|C0439227|C0205272|C0042149|C1140999|G0000000|C0043210|C1514756|C0439175|C0205225|C1274040|C0220825|C1280519|C0205263|C1272706|C0043210|C1705822|G0000000|C0871208|C0042232|C0011209|C0450371|C0439227
18,"82 ||| METHODS ||| 3.30 ||| Non-progression of labour was diagnosed when there was no change or minimal change in cervical dilatation in a two-hour period during the latent or the active phase of labour, or no change or minimal change in descent of the presenting part over one hour during the second stage of labour in the presence of adequate uterine contractions.",O,non-progression labour diagnosed change minimal change cervical dilatation two-hour period latent active phase labour change minimal change descent hour stage labour presence adequate uterine contractions,C3839460|C0022864|C0011900|C0392747|C0547040|C0392747|C0027530|C0012359|C0205448|C0439531|C0205275|C0205177|C0205390|C0022864|C0392747|C0547040|C0392747|C0205386|C0439227|C0205390|C0022864|C0150312|C0205410|C0042149|C1140999
19,31 |||  ||| 0.31 ||| Méthodes : Cet essai clinique randomisé n'ayant pas été mené à l'insu portait sur 228 femmes enceintes à terme qui présentaient des indications obstétricales ou médicales en ce qui concerne le déclenchement du travail .,N,mthodes cet essai clinique randomis nayant pas linsu portait sur 228 femmes enceintes terme qui prsentaient des indications obsttricales ou mdicales en ce qui concerne le dclenchement du travail,G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C0030125|G0000000|G0000000|C0038880|C1442061|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C0392360|G0000000|C0229118|G0000000|C0014908|C0038088|G0000000|G0000000|C0023190|G0000000|C0011535|G0000000
20,111 ||| RESULTS ||| 4.22 ||| Both of these (nulliparous) women received tocolysis and underwent urgent delivery by CS.,I,nulliparous women received tocolysis underwent urgent delivery cs,C0425979|C0043210|C1514756|C0040348|G0000000|C0439609|C0011209|C0010182
21,"30 |||  ||| 0.30 ||| Uterine hyperstimulation occurred in two women who received misoprostol vaginally, but not in any of the women in the oral misoprostol group .",I,uterine hyperstimulation occurred women received misoprostol vaginally women oral misoprostol,C0042149|G0000000|C1709305|C0043210|C1514756|C0085174|G0000000|C0043210|C0442027|C0085174
22,134 ||| DISCUSSION ||| 5.21 ||| The,N,NULL,NULL
23,"19 |||  ||| 0.19 ||| Une hyperstimulation utérine s'est manifestée chez deux des femmes 408 l MAY JOGC MAI 2013 Comparative Evaluation of 50 Microgram Oral Misoprostol and 25 Microgram Intravaginal Misoprostol for Induction of Labour at Term qui avaient reçu du misoprostol par voie vaginale; toutefois, aucune des femmes ayant reçu du misoprostol par voie orale n'a été affectée par un tel phénomène .",N,une hyperstimulation utrine sest manifeste chez deux des femmes 408 jogc mai 2013 comparative evaluation 50 microgram oral misoprostol 25 microgram intravaginal misoprostol induction labour term qui avaient reu du misoprostol par voie vaginale toutefois aucune des femmes ayant reu du misoprostol par voie orale affecte par tel phnomne,G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C1442061|G0000000|C0026914|G0000000|G0000000|C0220825|C0450371|C0439211|C0442027|C0085174|C0450371|C0439211|C0442122|C0085174|C0205263|C0022864|C0233324|G0000000|G0000000|C0035373|C0011535|C0085174|C1417826|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C0035373|C0011535|C0085174|C1417826|G0000000|C2333746|G0000000|C1417826|C0254343|G0000000
24,"35 |||  ||| 0.35 ||| qui avaient reçu du misoprostol par voie vaginale; toutefois, aucune des femmes ayant reçu du misoprostol par voie orale n'a été affectée par un tel phénomène .",N,qui avaient reu du misoprostol par voie vaginale toutefois aucune des femmes ayant reu du misoprostol par voie orale affecte par tel phnomne,G0000000|G0000000|C0035373|C0011535|C0085174|C1417826|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C0035373|C0011535|C0085174|C1417826|G0000000|C2333746|G0000000|C1417826|C0254343|G0000000
25,"41 ||| INTRODUCTION ||| 1.4 ||| However, it has several disadvantages: it is expensive, it requires continuous refrigeration, and it is not widely available.",I,disadvantages expensive requires continuous refrigeration,G0000000|C0680864|G0000000|C0549178|C0034957
26,141 ||| ACKNOWLEDGEMENTS ||| 6.4 ||| The authors would like to thank Professor (Dr) B.K.,N,authors professor dr,C3812881|C0599518|C0013014
27,136 ||| DISCUSSION ||| 5.23 ||| Comparison of labour outcomes,N,comparison labour outcomes,C1707455|C0022864|C1274040
28,"71 ||| METHODS ||| 3.19 ||| Once a woman consented to participate in the trial, the next sealed envelope was opened, irreversibly randomizing her group allocation.",I,woman consented participate trial sealed envelope irreversibly randomizing allocation,C0043210|C2711213|G0000000|C0008976|C0036492|C1622204|G0000000|G0000000|C1706778
29,"144 ||| ACKNOWLEDGEMENTS ||| 6.7 ||| None of the women in the oral misoprostol group developed hyperstimulation syndrome, but two women in the vaginal misoprostol group did so.",N,women oral misoprostol developed hyperstimulation syndrome women vaginal misoprostol,C0043210|C0442027|C0085174|G0000000|G0000000|C0039082|C0043210|C0042232|C0085174
30,"65 ||| METHODS ||| 3.13 ||| In women in either study group with inadequate uterine contractions, oxytocin was used for augmentation of labour according to our departmental protocol.",O,women study inadequate uterine contractions oxytocin augmentation labour departmental protocol,C0043210|C0557651|C0205412|C0042149|C1140999|C0030095|C1293122|C0022864|C1704729|C0442711
31,"33 |||  ||| 0.33 ||| Dans chacun de ces groupes, l'administration de la même dose de misoprostol a été répétée toutes les quatre heures jusqu'à ce que des contractions utérines régulières aient",N,dans chacun de ces groupes ladministration de la mme dose de misoprostol rpte toutes les quatre heures jusqu ce des contractions utrines rgulires aient,G0000000|G0000000|C0011198|C0265493|G0000000|G0000000|C0011198|C0023031|C3887624|C0178602|C0011198|C0085174|C3826877|G0000000|C0227192|G0000000|G0000000|G0000000|C0038088|G0000000|C1140999|G0000000|G0000000|G0000000
32,"105 ||| RESULTS ||| 4.16 ||| In the vaginal misoprostol group, three babies were admitted to NICU with suspected neonatal sepsis, two with hypoglycemia, two with jaundice, one with feeding difficulties, and one having had a seizure.",P,vaginal misoprostol babies admitted nicu suspected neonatal sepsis hypoglycemia jaundice feeding difficulties seizure,C0042232|C0085174|C0021270|C0184666|C0021709|C0332147|C1552240|C0036690|C0020615|C0022346|C0204695|C1299586|C0036572
33,52 ||| INTRODUCTION ||| 1.15 ||| We chose the oral dose of 50 µg because of our experience with this dose and the experience of other investigators with oral doses up to 200 µg.,N,chose oral dose 50 experience dose experience investigators oral doses 200,C1707391|C0442027|C0178602|C0450371|C0237607|C0178602|C0237607|C0035173|C0442027|C0178602|C1442061
34,73 ||| METHODS ||| 3.21 ||| This study was not placebo controlled.,N,study placebo controlled,C0557651|C0032042|C2587213
35,118 ||| DISCUSSION ||| 5.5 ||| In both groups the majority of the women who had failed induction were nulliparous.,I,majority women failed induction nulliparous,C0680220|C0043210|C0231175|C0205263|C0425979
36,"5 |||  ||| 0.5 ||| In each group, misoprostol administration was repeated every four hours in the same dose until regular uterine contractions were established or to a maximum of five doses.",I,misoprostol administration repeated hours dose regular uterine contractions established maximum doses,C0085174|C0001554|C0205341|C0439227|C0178602|C0205272|C0042149|C1140999|C0443211|C0806909|C0178602
37,"51 ||| INTRODUCTION ||| 1.14 ||| In view of the uncertainty regarding the preferred dose and route of administration of misoprostol for induction of labour, we designed this study to assess and compare the efficacy and safety of 50 µg oral misoprostol with 25 µg intravaginal misoprostol for induction of labour at term.",P,view uncertainty preferred dose route administration misoprostol induction labour designed study assess compare efficacy safety 50 oral misoprostol 25 intravaginal misoprostol induction labour term,C0449911|C0087130|C0558295|C0178602|C0013153|C0001554|C0085174|C0205263|C0022864|C1707689|C0557651|C1516048|C1707455|C1280519|C0036043|C0450371|C0442027|C0085174|C0450371|C0442122|C0085174|C0205263|C0022864|C0233324
38,"37 |||  ||| 0.37 ||| The most common vaginal dose used has been 50 µg, inserted once or administered every four to six hours; inserting 25 µg every six hours intravaginally has been associated with the fewest side effects.",I,common vaginal dose 50 inserted administered hours inserting 25 hours intravaginally fewest effects,C0205214|C0042232|C0178602|C0450371|C0441587|C1521801|C0439227|C0441587|C0450371|C0439227|G0000000|C0205388|C1280500
39,"59 ||| METHODS ||| 3.7 ||| Women were excluded from the study if they had a malpresentation, uterine contractions, suspected cephalo-pelvic disproportion, an estimated fetal weight > 4000 g (by clinical assessment and ultrasonography), maternal age < 18 years, parity of ≥ 5, a favourable cervix (Bishop score > 6), a previous Caesarean section or uterine scar, multiple gestation, undiagnosed vaginal bleeding, fetal distress, suspected chorioamnionitis, or a contraindication to vaginal delivery or to administration of prostaglandins .",P,women excluded study malpresentation uterine contractions suspected cephalo-pelvic disproportion estimated fetal weight 4000 clinical assessment ultrasonography maternal age < 18 parity 5 favourable cervix bishop score 6 previous caesarean uterine scar multiple gestation undiagnosed vaginal bleeding fetal distress suspected chorioamnionitis contraindication vaginal delivery administration prostaglandins,C0043210|C1554077|C0557651|C0233256|C0042149|C1140999|C0332147|C0030797|C0341906|C0750572|C0015965|C0005910|G0000000|C0205210|C1261322|C0041618|C2347083|C0001779|G0000000|C0450371|C0030563|G0000000|C3640814|C0007874|C1551458|C0449820|G0000000|C0205156|C3841297|C0042149|C0241158|C0439064|C0032961|C1408353|C0042232|C0019080|C0015965|C0231303|C0332147|C0008495|C0522473|C0042232|C0011209|C0001554|C0033554
40,"53 ||| METHODS ||| 3.1 ||| We conducted a prospective, non-blinded randomized trial in the Labour and Maternity Ward, Department of Obstetrics and Gynaecology at the Central Referral Hospital, Gangtok, India from August 1, 2010, to July 31, 2011.",P,conducted prospective non-blinded randomized trial labour maternity ward department obstetrics gynaecology central referral hospital gangtok india august 1 2010 july 31 2011,C0004927|C0023981|C1518422|C0034656|C0008976|C0022864|C0681108|C1305702|C1704729|C0028773|C0018417|C0205099|C0034927|C0019994|G0000000|C0021201|C3831448|G0000000|G0000000|C3829447|C0450371|G0000000
41,"18 |||  ||| 0.18 ||| Aucune différence significative n'a été constatée entre les deux groupes en ce qui concerne le nombre de femmes ayant accouché dans les 24 heures ou ayant nécessité une accélération du travail à l'oxytocine, le mode d'accouchement et les issues néonatales (P > 0,05).",N,aucune diffrence significative constate entre les deux groupes en ce qui concerne le nombre de femmes ayant accouch dans les 24 heures ou ayant ncessit une acclration du travail loxytocine le mode daccouchement les issues nonatales 0 05,G0000000|G0000000|G0000000|G0000000|G0000000|C0227192|G0000000|G0000000|C0014908|C0038088|G0000000|G0000000|C0023190|G0000000|C0011198|G0000000|G0000000|G0000000|G0000000|C0227192|C0450371|G0000000|C0229118|G0000000|G0000000|G0000000|G0000000|C0011535|G0000000|G0000000|C0023190|C1513371|G0000000|C0227192|C0033213|G0000000|G0000000|C0450371
42,80 ||| METHODS ||| 3.28 ||| Uterine hyperstimulation syndrome was defined as uterine tachysystole or a hypertonic uterus (single contraction lasting for at least 2 minutes) with the presence of an abnormal FHR pattern prompting intervention either with subcutaneous terbutaline or urgent delivery.,I,uterine hyperstimulation syndrome defined uterine tachysystole hypertonic uterus single contraction lasting 2 minutes presence abnormal fhr pattern prompting intervention subcutaneous terbutaline urgent delivery,C0042149|G0000000|C0039082|C1704788|C0042149|C2985339|G0000000|C0042149|C0037179|C1140999|C1517741|G0000000|C0439232|C0150312|C0205161|G0000000|C0449774|C0871157|C0886296|C0443315|C0039542|C0439609|C0011209
43,"2 |||  ||| 0.2 ||| Conclusion: Oral misoprostol in a dose of 50 µg every four hours, to a maximum of five doses, has the potential to induce labour as safely and effectively as 25 µg misoprostol administered vaginally every four hours.",O,conclusion oral misoprostol dose 50 hours maximum doses potential induce labour safely effectively 25 misoprostol administered vaginally hours,C1707478|C0442027|C0085174|C0178602|C0450371|C0439227|C0806909|C0178602|C3245505|C0205263|C0022864|G0000000|G0000000|C0450371|C0085174|C1521801|G0000000|C0439227
44,"83 ||| METHODS ||| 3.31 ||| Assuming the mean induction to vaginal delivery interval with the established dinoprostone protocol to be 24 hours, with a standard deviation of 12 hours, 10,25,26 and assuming that the use of oral misoprostol would be as effective as the established protocol, The data collected were thoroughly screened and entered into Microsoft Excel spread sheets (Microsoft Corp., Redmond, WA) for analysis.",P,assuming induction vaginal delivery interval established dinoprostone protocol 24 hours standard deviation 12 hours 10 25 26 assuming oral misoprostol effective established protocol data collected screened entered microsoft excel spread sheets microsoft corp redmond wa analysis,G0000000|C0205263|C0042232|C0011209|C1272706|C0443211|C0012472|C0442711|C0450371|C0439227|C1442989|C0012727|C0450371|C0439227|C0450371|C0450371|C0450371|G0000000|C0442027|C0085174|C1280519|C0443211|C0442711|C1511726|C1516695|C0220908|C1521975|G0000000|C2740529|C0332261|C0439643|G0000000|C0683758|G0000000|C0027366|C0002778
45,138 ||| ACKNOWLEDGEMENTS ||| 6.1 ||| 20,N,20,C0450371
46,21 |||  ||| 0.21 ||| 228 pregnant women at term with obstetric or medical indications for induction of labour .,P,228 pregnant women term obstetric medical indications induction labour,C1442061|C0549206|C0043210|C0233324|C0205484|C0199168|C0392360|C0205263|C0022864
47,"14 |||  ||| 0.14 ||| Dans chacun de ces groupes, l'administration de la même dose de misoprostol a été répétée toutes les quatre heures jusqu'à ce que des contractions utérines régulières aient été établies ou jusqu'à l'administration d'un maximum de cinq doses.",N,dans chacun de ces groupes ladministration de la mme dose de misoprostol rpte toutes les quatre heures jusqu ce des contractions utrines rgulires aient tablies ou jusqu ladministration dun maximum de cinq doses,G0000000|G0000000|C0011198|C0265493|G0000000|G0000000|C0011198|C0023031|C3887624|C0178602|C0011198|C0085174|C3826877|G0000000|C0227192|G0000000|G0000000|G0000000|C0038088|G0000000|C1140999|G0000000|G0000000|G0000000|G0000000|C0229118|G0000000|G0000000|G0000000|C0806909|C0011198|G0000000|C0178602
48,139 ||| ACKNOWLEDGEMENTS ||| 6.2 ||| more oxytocin augmentation was required in women using oral misoprostol (50 µg) than in women using vaginal misoprostol (50 µg).,I,oxytocin augmentation required women oral misoprostol 50 women vaginal misoprostol 50,C0030095|C1293122|C1514873|C0043210|C0442027|C0085174|C0450371|C0043210|C0042232|C0085174|C0450371
49,42 ||| INTRODUCTION ||| 1.5 ||| Oral misoprostol is well tolerated when used for the management of upper gastrointestinal tract dysfunction.,N,oral misoprostol tolerated management upper gastrointestinal tract dysfunction,C0442027|C0085174|G0000000|C0001554|C1282910|C0521362|C1185740|C0031847
50,88 ||| METHODS ||| 3.36 ||| With,N,NULL,NULL
51,"20 |||  ||| 0.20 ||| Methods: This non-blinded, randomized clinical trial included",I,methods non-blinded randomized clinical trial included,C0025663|C1518422|C0034656|C0205210|C0008976|C0332257
52,"67 ||| METHODS ||| 3.15 ||| The woman was then offered a different method of labour induction (e.g., with use of PGE 2 vaginal gel) after a rest period.",I,woman offered method labour induction pge 2 vaginal gel rest period,C0043210|C1444648|C0025663|C0022864|C0205263|C0033559|G0000000|C0042232|C0017243|C0035253|C0439531
53,127 ||| DISCUSSION ||| 5.14 ||| We acknowledge the likelihood that both staff and patients preferred use of oral misoprostol to vaginal misoprostol.,I,acknowledge likelihood staff patients preferred oral misoprostol vaginal misoprostol,G0000000|C0033204|C0851286|C0030705|C0558295|C0442027|C0085174|C0042232|C0085174
54,38 ||| INTRODUCTION ||| 1.1 ||| I nduction of labour is widely performed when continuation of pregnancy is hazardous to the mother or fetus.,P,nduction labour performed continuation pregnancy hazardous mother fetus,G0000000|C0022864|C0884358|G0000000|C0032961|C0598697|C0026591|C0015965
55,"47 ||| INTRODUCTION ||| 1.10 ||| However, although the efficacy was high at higher doses, there was a significantly higher incidence of abnormal uterine activity, non-reassuring fetal heart rate tracings, and meconium-stained amniotic fluid.",N,efficacy doses incidence abnormal uterine activity non-reassuring fetal heart rate tracings meconium-stained amniotic fluid,C1280519|C0178602|C0021149|C0205161|C0042149|C0205177|C1518422|C0015965|C0018787|C0871208|G0000000|C1112318|C0002630|C0005889
56,"8 |||  ||| 0.8 ||| Results: Of the 228 women, eight (3 .5%) were excluded from the analysis as they withdrew their consent after randomization.",P,228 women 3 5% excluded analysis withdrew consent randomization,C1442061|C0043210|G0000000|G0000000|C1554077|C0002778|C2349954|C1511481|C0034656
57,"142 ||| ACKNOWLEDGEMENTS ||| 6.5 ||| Kanungo (Head, Department of Obstetrics and Gynaecology, Sikkim Manipal Institute of Medical Sciences & Central Referral Hospital), Dr Golay Paden Bhutia (RMO), all the nursing staff of labour and maternity ward, and all the patients who participated in the trial, making this study possible.",I,kanungo head department obstetrics gynaecology sikkim manipal institute medical sciences central referral hospital dr golay paden bhutia rmo nursing staff labour maternity ward patients participated trial study,G0000000|C0018670|C1704729|C0028773|C0018417|C0037091|G0000000|C0021622|C0199168|C0036397|C0205099|C0034927|C0019994|C0013014|G0000000|G0000000|G0000000|G0000000|C0006147|C0851286|C0022864|C0681108|C1305702|C0030705|G0000000|C0008976|C0557651
58,"48 ||| INTRODUCTION ||| 1.11 ||| These properties make misoprostol a useful agent for induction of labour, particularly in settings in which the use of prostaglandin E 2 is not possible because of a lack of availability, a lack of facilities for storage, or financial constraints.",N,properties misoprostol agent induction labour settings prostaglandin 2 lack availability lack facilities storage financial constraints,C0871161|C0085174|C0450442|C0205263|C0022864|C0542559|C0033554|G0000000|C0332268|C0470187|C0332268|C1547538|C0337174|C0376243|C0443288
59,"120 ||| DISCUSSION ||| 5.7 ||| Labour and delivery using different doses of oral (100 µg) and vaginal (50 µg) misoprostol, although higher incidences of tachysystole and hyperstimulation syndrome were reported with these higher doses.",I,labour delivery doses oral 100 vaginal 50 misoprostol incidences tachysystole hyperstimulation syndrome reported doses,C0022864|C0011209|C0178602|C0442027|C1442061|C0042232|C0450371|C0085174|C0021149|C2985339|G0000000|C0039082|C0684224|C0178602
60,55 ||| METHODS ||| 3.3 ||| Administration of misoprostol also was stopped if there was a need for obstetric intervention.,N,administration misoprostol stopped obstetric intervention,C0001554|C0085174|C1272691|C0205484|C0886296
61,122 ||| DISCUSSION ||| 5.9 ||| The mean number of doses of misoprostol was the same in each group.,N,doses misoprostol,C0178602|C0085174
62,24 |||  ||| 0.24 ||| Time to delivery and outcome data for each group were compared .,O,time delivery outcome data compared,C0040223|C0011209|C1274040|C1511726|C1707455
63,87 ||| METHODS ||| 3.35 ||| All statistical tests were evaluated at the 0.05 significance level.,N,statistical tests evaluated 0 05 significance level,C0038215|C0022885|C0220825|G0000000|C0450371|C0237881|C0441889
64,32 |||  ||| 0.32 ||| Ces femmes ont été affectées au hasard à un groupe devant prendre 50 µg de misoprostol par voie orale (deux comprimés de 25 µg) ou à un groupe devant se faire insérer un comprimé de 25 µg de misoprostol dans le cul-de-sac postérieur du vagin .,N,ces femmes ont affectes au hasard groupe devant prendre 50 de misoprostol par voie orale deux comprims de 25 ou groupe devant se faire insrer comprim de 25 de misoprostol dans le cul-de-sac postrieur du vagin,C0265493|G0000000|G0000000|G0000000|C0004348|G0000000|G0000000|G0000000|G0000000|C0450371|C0011198|C0085174|C1417826|G0000000|C2333746|G0000000|G0000000|C0011198|C0450371|C0229118|G0000000|G0000000|C0036919|G0000000|G0000000|G0000000|C0011198|C0450371|C0011198|C0085174|G0000000|C0023190|C0013075|G0000000|C0011535|C1522570
65,129 ||| DISCUSSION ||| 5.16 ||| There is a need for a greater number of appropriately designed randomized controlled trials (preferably double-blinded) with a larger sample size to validate the efficacy and safety of 50 µg oral misoprostol in comparison with 25 µg vaginal misoprostol.,I,appropriately designed randomized controlled trials preferably double-blinded larger sample size validate efficacy safety 50 oral misoprostol comparison 25 vaginal misoprostol,G0000000|C1707689|C0034656|C2587213|C0008976|G0000000|C0205173|C0549177|C0370003|C0456389|G0000000|C1280519|C0036043|C0450371|C0442027|C0085174|C1707455|C0450371|C0042232|C0085174
66,117 ||| DISCUSSION ||| 5.4 ||| There were no differences in the modes of delivery (Table 2).,N,differences modes delivery table 2,C1705241|C1513371|C0011209|C0039224|G0000000
67,"103 ||| RESULTS ||| 4.14 ||| No significant differences between groups were found in the proportion of neonates with Apgar score < 7 at 5 minutes, the proportion delivered with meconium-stained amniotic fluid, or the proportion admitted to NICU.",N,differences proportion neonates apgar score < 7 5 minutes proportion delivered meconium-stained amniotic fluid proportion admitted nicu,C1705241|C1709707|C0021289|C0741195|C0449820|G0000000|G0000000|G0000000|C0439232|C1709707|C1705822|C1112318|C0002630|C0005889|C1709707|C0184666|C0021709
