id,sentences,label,sentences_tokens,cuis
10,"36 |||  ||| 0.36 ||| The incidence of bleeding events in the per-protocol analysis did not differ significantly from the intention-to-treat analysis (24% in the dAPT group vs 19% in the aspirin monotherapy group; RR 1.28, 95% CI 0.75 to 2.20, two-tailed p ¼ 0.39, one-tailed p ¼ 0.23).",O,incidence bleeding events per-protocol analysis intention-to-treat analysis 24% dapt 19% aspirin monotherapy rr 1 28 95% ci 0 75 2 20 two-tailed 0 39 one-tailed 0 23,C0021149|C0019080|C0441471|C1698058|C0002778|C0162425|C0002778|C0450371|C0634829|C0450371|C0004057|G0000000|G0000000|G0000000|C0450371|C0450371|C0008107|G0000000|C0450371|G0000000|C0450371|C0205448|G0000000|C0450371|C0205447|G0000000|C0450371
11,3 |||  ||| 0.3 ||| This study was designed to define the impact of dual antiplatelet therapy (dAPT) on clinical outcomes among aspirin-resistant patients who underwent coronary artery surgery.,I,study designed define impact dual antiplatelet therapy dapt clinical outcomes aspirin-resistant patients underwent coronary artery surgery,C0557651|C1707689|G0000000|C1825598|C1554184|G0000000|C0039798|C0634829|C0205210|C1274040|C0004057|C0030705|G0000000|C0018787|C0003842|C0038894
12,61 |||  ||| 0.61 ||| This gain was not offset by increasing bleeding events in neither the entire study cohort nor any of the subgroups.,O,gain offset increasing bleeding events entire study cohort subgroups,C1517378|C1711330|C0442808|C0019080|C0441471|C0439751|C0557651|C0599755|C1079230
13,"38 |||  ||| 0.38 ||| We found a statistically significant reduction in the frequency of MACCE in patients aged <65 years (0% vs 10%, p ¼ 0.02).",P,statistically reduction frequency macce patients aged <65 0% 10% 0 02,C0038215|C0301630|C0376249|G0000000|C0030705|C0001779|C0450371|G0000000|C0450371|G0000000|C0450371
14,4 |||  ||| 0.4 ||| We randomly assigned 219 aspirin-resistant patients according to multiple electrode aggregometry to receive clopidogrel (75 mg) plus aspirin (300 mg) or aspirin-monotherapy (300 mg).,I,randomly assigned 219 aspirin-resistant patients multiple electrode aggregometry receive clopidogrel 75 aspirin 300 aspirin-monotherapy 300,G0000000|C1516050|C1442061|C0004057|C0030705|C0439064|C0013812|G0000000|C1514756|C0070166|C0450371|C0004057|C1442061|C0004057|C1442061
15,"45 |||  ||| 0.45 ||| In a similar study design, Sun et al 23 suggested that, in the 79 patients who completed angiographic follow-up, clopidogrel was superior to placebo in preventing radial artery graft failure.",I,study design sun al 23 suggested 79 patients completed angiographic follow-up clopidogrel superior placebo preventing radial artery graft failure,C0557651|C1707689|C0038817|C0202311|C0450371|C1705535|C0450371|C0030705|C0205197|C0002978|C0589120|C0070166|C1282910|C0032042|C0309872|C0442038|C0003842|C0181074|C0231174
16,"16 |||  ||| 0.16 ||| The use of other preoperative medications, including antiplatelet agents, did not differ significantly between the groups (Table 1).",I,preoperative medications including antiplatelet agents table 1,C0445204|C0013227|C0332257|G0000000|C0450442|C0039224|G0000000
17,25 |||  ||| 0.25 ||| The study outcomes are listed in Table 3.,N,study outcomes listed table 3,C0557651|C1274040|C0745732|C0039224|G0000000
18,1 |||  ||| 0.1 ||| Coronary artery bypass grafting is pivotal in the contemporary management of complex coronary artery disease.,N,coronary artery bypass grafting pivotal contemporary management complex coronary artery disease,C0018787|C0003842|C0741847|C0332835|C1709557|G0000000|C0001554|C0439855|C0018787|C0003842|C0012634
19,"42 |||  ||| 0.42 ||| Similarly, dAPT did not significantly increase bleeding among patients with a body mass index >30 kg/m 2 (29% vs 20%; RR 1.46, 95% CI 0.69 to 3.11, two-tailed p ¼ 0.45, one-tailed p ¼ 0.23).",I,dapt increase bleeding patients body mass 30 kg/m 2 29% 20% rr 1 46 95% ci 0 69 3 11 two-tailed 0 45 one-tailed 0 23,C0634829|C0442805|C0019080|C0030705|C0242821|C0577559|C0450371|C1532718|G0000000|C0450371|C0450371|G0000000|G0000000|C0450371|C0450371|C0008107|G0000000|C0450371|G0000000|C0450371|C0205448|G0000000|C0450371|C0205447|G0000000|C0450371
20,11 |||  ||| 0.11 ||| A total of 224 aspirin-resistant patients with CABG were randomly assigned to receive aspirin only (n ¼ 110) or aspirin plus clopidogrel (n ¼ 114).,I,total 224 aspirin-resistant patients cabg randomly assigned receive aspirin 110 aspirin clopidogrel 114,C0439175|C1442061|C0004057|C0030705|C0010055|G0000000|C1516050|C1514756|C0004057|C1442061|C0004057|C0070166|C1442061
21,"24 |||  ||| 0.24 ||| Six-month follow-up was completed in 107 (97%) and 112 (98%) patients in the aspirin monotherapy and dAPT groups, respectively.",P,six-month follow-up completed 107 97% 112 98% patients aspirin monotherapy dapt,C0585339|C0589120|C0205197|C1442061|C0450371|C1442061|C0450371|C0030705|C0004057|G0000000|C0634829
22,67 |||  ||| 0.67 ||| Another potential drawback of our study stems from the lack of an unequivocal definition of aspirin resistance.,N,potential drawback study stems lack unequivocal definition aspirin resistance,C3245505|G0000000|C0557651|C1186763|C0332268|C4053896|C1550452|C0004057|C0237834
23,20 |||  ||| 0.20 ||| The ASPI test values evaluated on POD 4 were also comparable between the control and intervention groups (Table 2).,I,aspi test values evaluated pod 4 comparable control intervention table 2,G0000000|C0022885|C0042295|C0220825|G0000000|G0000000|G0000000|C0243148|C0886296|C0039224|G0000000
24,"6 |||  ||| 0.6 ||| The primary end point occurred in 6% of patients assigned to dAPT and 10% of patients randomized to aspirin-monotherapy (relative risk 0.61, 95% confidence interval 0.25 to 1.51, p [ 0.33).",I,primary occurred 6% patients assigned dapt 10% patients randomized aspirin-monotherapy relative risk 0 61 95% confidence interval 0 25 1 51 0 33,C0205225|C1709305|G0000000|C0030705|C1516050|C0634829|C0450371|C0030705|C0034656|C0004057|C0080103|C0035647|G0000000|C0450371|C0450371|C0237529|C1272706|G0000000|C0450371|G0000000|C0450371|G0000000|C0450371
25,17 |||  ||| 0.17 ||| Perioperative data are listed in Table 2.,N,perioperative data listed table 2,C1518988|C1511726|C0745732|C0039224|G0000000
26,26 |||  ||| 0.26 ||| Freedom from MACCE at the completion of the follow-up period was 90% in the control group and 94% in the dAPT group.,I,freedom macce completion follow-up period 90% control 94% dapt,C0016694|G0000000|C0205197|C0589120|C0439531|C0450371|C0243148|C0450371|C0634829
27,"69 |||  ||| 0.69 ||| The cut-off points of multiple platelet function tests differentiating between aspirin response and resistance are based on the definition, rather than unambiguous clinical data supporting their relevance.",I,cut-off multiple platelet function tests differentiating aspirin response resistance based definition unambiguous clinical data supporting relevance,C1442160|C0439064|C0005821|C0031843|C0022885|C0205615|C0004057|C0871261|C0237834|C1527178|C1550452|G0000000|C0205210|C1511726|C0183683|C2347946
28,56 |||  ||| 0.56 ||| We found that the surgical procedure elicited an increase in both fibrinogen levels and platelet reactivity.,O,surgical procedure elicited increase fibrinogen levels platelet reactivity,C0543467|C0184661|C0449265|C0442805|C0016006|C0441889|C0005821|C0443286
29,66 |||  ||| 0.66 ||| Our results may provide an impetus for the conduct of a larger scale study of a similar design.,N,provide impetus conduct larger scale study design,C1999230|G0000000|C0004927|C0549177|C0175659|C0557651|C1707689
30,"32 |||  ||| 0.32 ||| One suffered a stroke that eventually led to his death, whereas the other died of intractable respiratory failure induced by pneumonia.",O,suffered stroke eventually led death died intractable respiratory failure induced pneumonia,C0683278|C0038454|G0000000|C1708698|C0011065|C0011065|C0205269|C0521346|C0231174|C0205263|C0032285
31,40 |||  ||| 0.40 ||| The incidences of MACCE among obese patients were 0% with the dAPT strategy versus 18% in the aspirin-only arm (p <0.01).,I,incidences macce obese patients 0% dapt strategy versus 18% aspirin-only arm <0 01,C0021149|G0000000|C0028754|C0030705|G0000000|C0634829|C0679199|G0000000|C0450371|C0004057|C0446516|G0000000|C0450371
32,21 |||  ||| 0.21 ||| Postoperative The American Journal of Cardiology (www.ajconline.org)  Additional evidence for a hypercoagulable state in the early postoperative period was found in the dynamics of fibrinogen levels.,I,postoperative american journal cardiology ajconline org additional evidence hypercoagulable postoperative period dynamics fibrinogen levels,C0032790|C0596070|C0162443|C0007189|G0000000|C1522486|C1524062|C3887511|C0398623|C0032790|C0439531|C3826426|C0016006|C0441889
33,"46 |||  ||| 0.46 ||| A caveat worth noting was that only a low-maintenance aspirin dose was administered (81 to 100 mg) in the monotherapy arm in the latter trials, 3,23 which has been found to incompletely inhibit TxA2 production after CABG.",I,caveat worth noting low-maintenance aspirin dose administered 81 100 monotherapy arm trials 3 23 incompletely inhibit txa2 production cabg,C0871599|G0000000|C1316572|C0205251|C0004057|C0178602|C1521801|C0450371|C1442061|G0000000|C0446516|C0008976|G0000000|C0450371|G0000000|C0018790|G0000000|C0033268|C0010055
34,"60 |||  ||| 0.60 ||| These results mirror the observations from a retrospective analysis of propensity-matched cohorts, which also found no survival benefit for dAPT over aspirin after CABG.",I,mirror observations retrospective analysis propensity-matched cohorts survival benefit dapt aspirin cabg,C0181868|C0302523|C0035363|C0002778|C0150103|C0599755|C0038952|C0814225|C0634829|C0004057|C0010055
35,"37 |||  ||| 0.37 ||| The incidence of the primary end point was analyzed in patient subgroups, stratified according to the presence or absence of individual co-morbidities or clinical characteristics.",N,incidence primary analyzed patient subgroups stratified presence absence individual co-morbidities clinical characteristics,C0021149|C0205225|C0936012|C0030705|C1079230|C0205363|C0150312|C0332197|C0027361|C0009488|C0205210|C1521970
36,51 |||  ||| 0.51 ||| The rationale for using clopidogrel in patients with a history of cardiac surgery has been validated in the Clopidogrel versus Aspirin in Patients at Risk of Ischemic Events study.,I,rationale clopidogrel patients history cardiac surgery validated clopidogrel versus aspirin patients risk ischemic events study,C0392360|C0070166|C0030705|C0019664|C0018787|C0038894|G0000000|C0070166|G0000000|C0004057|C0030705|C0035647|C0475224|C0441471|C0557651
37,72 ||| Disclosures ||| 1.1 ||| The authors have no conflicts of interest to disclose.,N,authors conflicts disclose,C3812881|C0009671|G0000000
38,52 |||  ||| 0.52 ||| We found that 51% of patients who underwent elective CABG had incomplete inhibition of platelet reactivity with aspirin.,I,51% patients underwent elective cabg incomplete inhibition platelet reactivity aspirin,C0450371|C0030705|G0000000|C0206058|C0010055|C0205257|C0021467|C0005821|C0443286|C0004057
39,"22 |||  ||| 0.22 ||| We documented a consistent and statistically significant increase in fibrinogen concentrations in response to the surgical procedure (4.1 AE 1.3 vs 6.8 AE 1.4 g/L, p <0.001).",O,documented consistent statistically increase fibrinogen concentrations response surgical procedure 4 1 ae 1 3 6 8 ae 1 4 g/l <0 001,C1301725|C0332290|C0038215|C0442805|C0016006|C0086045|C0871261|C0543467|C0184661|G0000000|G0000000|C3887670|G0000000|G0000000|G0000000|G0000000|C3887670|G0000000|G0000000|C0439294|G0000000|C1442061
40,"57 |||  ||| 0.57 ||| Although there are data to suggest that aspirin resistance postoperatively is a transient phenomenon, 28 this observed early hypercoagulability may render the grafts particularly vulnerable during this period.",O,data aspirin resistance postoperatively transient phenomenon 28 observed hypercoagulability render grafts vulnerable period,C1511726|C0004057|C0237834|G0000000|C0040704|C1882365|C0450371|C1441672|C0398623|G0000000|C0332835|G0000000|C0439531
41,64 |||  ||| 0.64 ||| The estimation of the sample size required to test the null hypothesis was based on an exact binomial test power analysis.,N,estimation sample size required test null hypothesis based exact binomial test power analysis,C0680844|C0370003|C0456389|C1514873|C0022885|C0456148|C1512571|C1527178|C2828393|G0000000|C0022885|C0032863|C0002778
42,"5 |||  ||| 0.5 ||| The primary end point was a composite outcome of all-cause death, nonfatal myocardial infarction, stroke, or cardiovascular hospitalization assessed at 6 months post-operatively.",O,primary composite outcome all-cause death nonfatal myocardial infarction stroke cardiovascular hospitalization assessed 6 months post-operatively,C0205225|C0205199|C1274040|C0015127|C0011065|G0000000|C0027061|C0021308|C0038454|C0007226|C0019993|C1516048|G0000000|C0439231|C0687676
43,"34 |||  ||| 0.34 ||| A nonsignificant increase in the frequency of total bleeding events was noted with the postprocedural addition of clopidogrel to aspirin-resistant patients (25% vs 19%; RR 1.34, 95% CI 0.80 to 2.23, two-tailed p ¼ 0.33, one-tailed p ¼ 0.17).",O,nonsignificant increase frequency total bleeding events postprocedural addition clopidogrel aspirin-resistant patients 25% 19% rr 1 34 95% ci 0 80 2 23 two-tailed 0 33 one-tailed 0 17,G0000000|C0442805|C0376249|C0439175|C0019080|C0441471|G0000000|C0332287|C0070166|C0004057|C0030705|C0450371|C0450371|G0000000|G0000000|C0450371|C0450371|C0008107|G0000000|C0450371|G0000000|C0450371|C0205448|G0000000|C0450371|C0205447|G0000000|C0450371
44,"47 |||  ||| 0.47 ||| In the Clopidogrel for High Atherothrombotic Risk and Ischemic Stabilization, Management, and Avoidance trial evaluating patients with stable cardiovascular disease, dAPT was ineffective in reducing the composite end point of death, MI, or stroke.",O,clopidogrel atherothrombotic risk ischemic stabilization management avoidance trial evaluating patients stable cardiovascular disease dapt ineffective reducing composite death mi stroke,C0070166|G0000000|C0035647|C0475224|C1293130|C0001554|C0870186|C0008976|C0220825|C0030705|C0205360|C0007226|C0012634|C0634829|C3242229|C0392756|C0205199|C0011065|C3810814|C0038454
45,68 |||  ||| 0.68 ||| Aggregometry in our study revealed a continuum in individual platelet inhibition responses to aspirin.,I,aggregometry study revealed continuum individual platelet inhibition responses aspirin,G0000000|C0557651|C0443289|G0000000|C0027361|C0005821|C0021467|C0871261|C0004057
46,"18 |||  ||| 0.18 ||| Postoperative medication regimes did not differ between the groups with the notable exception of clopidogrel utilization, which was subject to the randomization protocol (Table 2).",I,postoperative medication regimes notable exception clopidogrel utilization subject randomization protocol table 2,C0032790|C0013227|G0000000|G0000000|C1554961|C0070166|C0042153|C0681850|C0034656|C0442711|C0039224|G0000000
47,"23 |||  ||| 0.23 ||| The observed increase in platelet aggregability was seen in both groups, irrespective of the antiplatelet management strategy (Figure 2).",O,observed increase platelet aggregability irrespective antiplatelet management strategy figure 2,C1441672|C0442805|C0005821|G0000000|G0000000|G0000000|C0001554|C0679199|G0000000|G0000000
48,50 |||  ||| 0.50 ||| Platelets are anuclear cell fragments harboring unique adhesion mechanisms that are as critical to arresting bleeding as they are to atherothrombosis.,O,platelets anuclear cell fragments harboring unique adhesion mechanisms critical arresting bleeding atherothrombosis,C0005821|G0000000|C0007634|C0332255|C0475311|C1710548|C0001511|C0441712|C1511545|C0237477|C0019080|G0000000
49,48 |||  ||| 0.48 ||| The principal goal of this trial was to measure the impact of enhanced platelet inhibition with clopidogrel in the background of standard therapy in aspirin-resistant patients with CABG on the incidence of adverse events.,I,principal goal trial measure impact enhanced platelet inhibition clopidogrel background standard therapy aspirin-resistant patients cabg incidence adverse events,C0205225|C0018017|C0008976|C0079809|C1825598|C2349975|C0005821|C0021467|C0070166|C1706907|C1442989|C0039798|C0004057|C0030705|C0010055|C0021149|G0000000|C0441471
50,"30 |||  ||| 0.30 ||| The causes of death in the 4 control group patients were stroke, sepsis, necrotizing tracheitis, and trauma.",N,death 4 control patients stroke sepsis necrotizing tracheitis trauma,C0011065|G0000000|C0243148|C0030705|C0038454|C0036690|C0439664|C0040584|C0043251
51,31 |||  ||| 0.31 ||| Two patients in the dAPT group died during follow-up.,N,patients dapt died follow-up,C0030705|C0634829|C0011065|C0589120
52,"71 |||  ||| 0.71 ||| One should, therefore, resist extrapolating results based on one platelet assessment instrument onto a larger group of platelet function tests, until confirmation of interchangeability has been established.",I,resist extrapolating based platelet assessment instrument larger platelet function tests confirmation interchangeability established,G0000000|G0000000|C1527178|C0005821|C1261322|C0348000|C0549177|C0005821|C0031843|C0022885|C0521091|G0000000|C0443211
53,53 |||  ||| 0.53 ||| The utilized aggregometry-based algorithm for discriminating between aspirin responders and nonresponders had a distinct advantage in the comparison with conventional coagulation tests.,O,utilized aggregometry-based algorithm discriminating aspirin responders nonresponders distinct advantage comparison conventional coagulation tests,G0000000|C1527178|C0002045|C0205235|C0004057|G0000000|G0000000|G0000000|G0000000|C1707455|C0439858|C0005778|C0022885
54,"27 |||  ||| 0.27 ||| The overall incidence of the primary end point was not affected by the different antiplatelet management protocols (6% vs 10%; RR 0.61, 95% CI 0.25 to 1.51, two-tailed p ¼ 0.33, one-tailed p ¼ 0.20).",P,incidence primary antiplatelet management protocols 6% 10% rr 0 61 95% ci 0 25 1 51 two-tailed 0 33 one-tailed 0 20,C0021149|C0205225|G0000000|C0001554|C0442711|G0000000|C0450371|G0000000|G0000000|C0450371|C0450371|C0008107|G0000000|C0450371|G0000000|C0450371|C0205448|G0000000|C0450371|C0205447|G0000000|C0450371
55,"54 |||  ||| 0.54 ||| It used whole blood at the patient's own temperature for analysis, thereby measuring platelet activity within their physiological milieu.",I,blood patients temperature analysis measuring platelet activity physiological milieu,C0005767|C0030705|C0005903|C0002778|C0444706|C0005821|C0205177|C0205463|G0000000
56,"59 |||  ||| 0.59 ||| Our trial, however, did not prove that the combination of aspirin and clopidogrel was superior in reducing the frequency of the primary end point to aspirin monotherapy in aspirin-resistant patients with CABG.",O,trial prove combination aspirin clopidogrel superior reducing frequency primary aspirin monotherapy aspirin-resistant patients cabg,C0008976|G0000000|C0205195|C0004057|C0070166|C1282910|C0392756|C0376249|C0205225|C0004057|G0000000|C0004057|C0030705|C0010055
57,"2 |||  ||| 0.2 ||| Interpatient variability to antiplatelet agents, however, harbors the potential to compromise the revascularization benefit by increasing the incidence of adverse events.",O,interpatient variability antiplatelet agents harbors potential compromise revascularization benefit increasing incidence adverse events,G0000000|C2827666|G0000000|C0450442|C0475311|C3245505|C2945640|C0581603|C0814225|C0442808|C0021149|G0000000|C0441471
58,12 |||  ||| 0.12 ||| An overview of the patient enrollment and randomization is shown in Figure 1.,N,overview patient enrollment randomization figure 1,C0814812|C0030705|C1516879|C0034656|G0000000|G0000000
59,"65 |||  ||| 0.65 ||| In fact, a nonsignificant 39% RR reduction in the primary end point was noted with the addition of clopidogrel to aspirin in the context of aspirin resistance.",O,nonsignificant 39% rr reduction primary addition clopidogrel aspirin context aspirin resistance,G0000000|C0450371|G0000000|C0301630|C0205225|C0332287|C0070166|C0004057|C0449255|C0004057|C0237834
60,13 |||  ||| 0.13 ||| The baseline patient demographic and clinical profiles were well balanced between the 2 groups (Table 1).,N,baseline patient demographic clinical profiles balanced 2 table 1,C0168634|C0030705|C0011298|C0205210|C1979963|C0205415|G0000000|C0039224|G0000000
61,44 |||  ||| 0.44 ||| Computed tomographic imaging revealed better saphenous vein graft patency in the dual antiplatelet treatment arm.,O,computed tomographic imaging revealed saphenous vein graft patency dual antiplatelet treatment arm,C1441526|C0040395|C0011923|C0443289|G0000000|C0042449|C0181074|C0175566|C1554184|G0000000|C0039798|C0446516
62,15 |||  ||| 0.15 ||| Beta blockers were utilized more commonly in the dAPT group before surgery.,I,beta blockers utilized commonly dapt surgery,C0330390|G0000000|G0000000|G0000000|C0634829|C0038894
63,33 |||  ||| 0.33 ||| An intention-to-treat analysis revealed no statistically significant differences in the incidence of bleeding events between the groups within any of the Bleeding Academic Research Consortium strata (Table 3).,O,intention-to-treat analysis revealed statistically differences incidence bleeding events bleeding academic consortium strata table 3,C0162425|C0002778|C0443289|C0038215|C1705241|C0021149|C0019080|C0441471|C0019080|C1510747|C1513822|G0000000|C0039224|G0000000
64,"70 |||  ||| 0.70 ||| Furthermore, different laboratory pathway descriptors of platelet function yield varying incidences of high on-therapy residual platelet reactivity.",I,laboratory pathway descriptors platelet function yield varying incidences on-therapy residual platelet reactivity,C0022877|C1704259|C0282354|C0005821|C0031843|G0000000|G0000000|C0021149|C1720176|C1609982|C0005821|C0443286
65,"28 |||  ||| 0.28 ||| A nonsignificant 43% RR reduction in the composite end point of MI/stroke/cardiovascular death was observed with enhancement of platelet inhibition (two-tailed p ¼ 0.49, one-tailed p ¼ 0.34).",O,nonsignificant 43% rr reduction composite mi/stroke/cardiovascular death observed enhancement platelet inhibition two-tailed 0 49 one-tailed 0 34,G0000000|C0450371|G0000000|C0301630|C0205199|C3810814|C0011065|C1441672|C1627358|C0005821|C0021467|C0205448|G0000000|C0450371|C0205447|G0000000|C0450371
66,7 |||  ||| 0.7 ||| No significant treatment effect was noted in the occurrence of the safety end point.,N,treatment occurrence safety,C0039798|C0243132|C0036043
67,"9 |||  ||| 0.9 ||| In the subgroup analysis, dAPT led to lower rates of adverse events in patients with a body mass index >30 kg/m 2 (0% vs 18%, p <0.01) and those <65 years (0% vs 10%, p [ 0.02).",P,subgroup analysis dapt led lower rates adverse events patients body mass 30 kg/m 2 0% 18% <0 01 <65 0% 10% 0 02,C1079230|C0002778|C0634829|C1708698|C0441994|C0871208|G0000000|C0441471|C0030705|C0242821|C0577559|C0450371|C1532718|G0000000|G0000000|C0450371|G0000000|C0450371|C0450371|G0000000|C0450371|G0000000|C0450371
68,"41 |||  ||| 0.41 ||| The subgroup analyses are listed in Table 4. dAPT did not increase the incidence of bleeding events in patients <65 years (22% vs 22%; RR 0.99, 95% CI 0.48 to 2.04, two-tailed p ¼ 1.0, one-tailed p ¼ 0.61).",O,subgroup analyses listed table 4 dapt increase incidence bleeding events patients <65 22% 22% rr 0 99 95% ci 0 48 2 04 two-tailed 1 0 one-tailed 0 61,C1079230|C0002778|C0745732|C0039224|G0000000|C0634829|C0442805|C0021149|C0019080|C0441471|C0030705|C0450371|C0450371|C0450371|G0000000|G0000000|C0450371|C0450371|C0008107|G0000000|C0450371|G0000000|C0450371|C0205448|G0000000|G0000000|C0205447|G0000000|C0450371
69,"58 |||  ||| 0.58 ||| The parallel and synergistic inhibitions of the cyclooxygenase-1 and ADP-mediated platelet activation pathways result in amplification of platelet inhibition, 5 which we hypothesized to be potentially useful in patients exhibiting single antiplatelet drug resistance.",O,parallel synergistic inhibitions cyclooxygenase-1 adp-mediated platelet activation pathways result amplification platelet inhibition 5 hypothesized patients exhibiting single antiplatelet drug resistance,C2348042|C2986495|C0021467|C0033551|C0523452|C0005821|C1879547|C1704259|C1274040|C1517480|C0005821|C0021467|G0000000|G0000000|C0030705|C0015272|C0037179|G0000000|C0013227|C0237834
70,49 |||  ||| 0.49 ||| This is the first prospective randomized study to address the clinical impact of augmented antiplatelet therapy after CABG in patients with aggregometry-documented aspirin resistance.,N,prospective randomized study address clinical impact augmented antiplatelet therapy cabg patients aggregometry-documented aspirin resistance,C0023981|C0034656|C0557651|C0376649|C0205210|C1825598|C0205217|G0000000|C0039798|C0010055|C0030705|C1301725|C0004057|C0237834
71,62 |||  ||| 0.62 ||| We believe that a study evaluating the potential of these aspirin-resistant subgroups to capitalize on enhancement of antiplatelet therapy is warranted.,N,study evaluating potential aspirin-resistant subgroups capitalize enhancement antiplatelet therapy warranted,C0557651|C0220825|C3245505|C0004057|C1079230|G0000000|C1627358|G0000000|C0039798|G0000000
