id,sentences,label,sentences_tokens,cuis
11,114 ||| STATISTICAL ANALYSIS ||| 2.70 ||| Our 45% oxytocin augmentation rate in the oral misoprostol group is within reported ranges.,I,45% oxytocin augmentation rate oral misoprostol reported ranges,C0450371|C0030095|C1293122|C0871208|C0442027|C0085174|C0684224|C1514721
12,"75 ||| STATISTICAL ANALYSIS ||| 2.31 ||| No neonates from the dinoprostone group had neonatal intensive care unit (NICU) admission, compared with 6 from the misoprostol group (7.5%; P ¼ .028).",I,neonates dinoprostone neonatal intensive care unit nicu admission compared 6 misoprostol 7 5% 028,C0021289|C0012472|C1552240|C0162425|C1947933|C0439148|C0021709|C0184666|C1707455|G0000000|C0085174|G0000000|G0000000|C1442061
13,101 ||| STATISTICAL ANALYSIS ||| 2.57 ||| This might have contributed to our lesser proportion of vaginal deliveries within 24 hours compared with those studies by Cheng et al.,O,contributed lesser proportion vaginal deliveries 24 hours compared studies cheng al,C1880177|C0547044|C1709707|C0042232|C0011209|C0450371|C0439227|C1707455|C0947630|G0000000|C0202311
14,"125 ||| STATISTICAL ANALYSIS ||| 2.81 ||| In conclusion, despite the small sample size, our labor induction with hourly titrated oral misoprostol approached statistical significance, supporting the potential use of hourly titrated oral misoprostol for labor induction.",O,conclusion sample size labor induction hourly titrated oral misoprostol approached statistical significance supporting potential hourly titrated oral misoprostol labor induction,C1707478|C0370003|C0456389|C0022864|C0205263|C0558292|C1883350|C0442027|C0085174|C0449445|C0038215|C0237881|C0183683|C3245505|C0558292|C1883350|C0442027|C0085174|C0022864|C0205263
15,127 ||| STATISTICAL ANALYSIS ||| 2.83 ||| 2,N,2,G0000000
16,7 |||  ||| 0.7 ||| Safety assessments included the incidence of maternal morbidity and adverse neonatal outcomes.,N,safety assessments included incidence maternal morbidity adverse neonatal outcomes,C0036043|C1261322|C0332257|C0021149|C2347083|C0026538|G0000000|C1552240|C1274040
17,"115 ||| STATISTICAL ANALYSIS ||| 2.71 ||| In one study, a 74.7% 24 hour vaginal delivery rate was achieved when 50 mg oral misoprostol was followed by up to 3 100 mg doses every more frequently in the misoprostol group, the rates of these and other maternal outcomes were not significantly different between groups.",O,study 74 7% 24 hour vaginal delivery rate achieved 50 oral misoprostol 3 100 doses frequently misoprostol rates maternal outcomes,C0557651|C0450371|G0000000|C0450371|C0439227|C0042232|C0011209|C0871208|G0000000|C0450371|C0442027|C0085174|G0000000|C1442061|C0178602|C0332183|C0085174|C0871208|C2347083|C1274040
18,"18 |||  ||| 0.18 ||| It reaches peak serum concentration in 30 minutes, followed by a rapid decline to low levels by 120 minutes, with a more gradual decline thereafter.",O,reaches peak serum concentration 30 minutes rapid decline low levels 120 minutes gradual decline,C0596012|C0444505|C0229671|C0004268|C0450371|C0439232|C0456962|G0000000|C0205251|C0441889|C1442061|C0439232|C0439833|G0000000
19,"9 |||  ||| 0.9 ||| Significantly more women with baseline Bishop score of 3 or less in the misoprostol group had successful induction (43 of 59, 72.9%) compared with the dinoprostone group (27 of 60, 45.0%; P ¼ .002).",I,women baseline bishop score 3 misoprostol successful induction 43 59 72 9% compared dinoprostone 27 60 45 0% 002,C0043210|C0168634|C1551458|C0449820|G0000000|C0085174|C0597535|C0205263|C0450371|C0450371|C0450371|G0000000|C1707455|C0012472|C0450371|C0450371|C0450371|G0000000|C1442061
20,77 ||| STATISTICAL ANALYSIS ||| 2.33 ||| The 6 infants were discharged home in good condition.,N,6 infants discharged condition,G0000000|C0021270|C0030685|C0012634
21,"31 |||  ||| 0.31 ||| Dinoprostone 10 mg vaginal insert (Propess; Controlled Therapeutics, East Kilbride, Scotland) was placed manually in the posterior fornix for a maximum of 24 hours or until the establishment of regular uterine activity and then was removed.",I,dinoprostone 10 vaginal insert propess controlled therapeutics east kilbride scotland manually posterior fornix maximum 24 hours establishment regular uterine activity removed,C0012472|C0450371|C0042232|C0441587|G0000000|C2587213|C0087111|C1707877|G0000000|C0036453|C3842330|C0205095|C0152334|C0806909|C0450371|C0439227|G0000000|C0205272|C0042149|C0205177|C0849355
22,"93 ||| STATISTICAL ANALYSIS ||| 2.49 ||| If contractions subsequently became inadequate, hourly doses of misoprostol solution were staradequate uterine contractions were achieved.",I,contractions subsequently inadequate hourly doses misoprostol solution staradequate uterine contractions achieved,C1140999|G0000000|C0205412|C0558292|C0178602|C0085174|C0037633|G0000000|C0042149|C1140999|G0000000
23,111 ||| STATISTICAL ANALYSIS ||| 2.67 ||| hourly for a maximum of 8 hours) with 56.e5 American Journal of Obstetrics & Gynecology JANUARY 2014 www.AJOG.org,I,hourly maximum 8 hours 56 e5 american journal obstetrics gynecology january 2014 ajog org,C0558292|C0806909|G0000000|C0439227|C0450371|C1704625|C0596070|C0162443|C0028773|C0018417|C3829466|G0000000|G0000000|C1522486
24,"104 ||| STATISTICAL ANALYSIS ||| 2.60 ||| 6,11",N,6 11,G0000000|C0450371
25,55 ||| STATISTICAL ANALYSIS ||| 2.11 ||| Proportions with vaginal delivery within 12 hours and interval from first treatment to vaginal delivery were not significantly different between groups.,I,proportions vaginal delivery 12 hours interval treatment vaginal delivery,C1709707|C0042232|C0011209|C0450371|C0439227|C1272706|C0039798|C0042232|C0011209
26,105 ||| STATISTICAL ANALYSIS ||| 2.61 ||| Apgar score <7 at 5 min 0 0 1.00,I,apgar score <7 5 min 0 0 1 00,C0741195|C0449820|G0000000|G0000000|C0702093|G0000000|G0000000|G0000000|C0450371
27,"26 |||  ||| 0.26 ||| Labor management at the KAUH is standardized and includes electronic fetal monitoring performed 1 hour before and 1 hour after the start of induction, which is continued after the beginning of uterine contractions until delivery.",I,labor management kauh standardized includes electronic fetal monitoring performed 1 hour 1 hour start induction continued uterine contractions delivery,C0022864|C0001554|G0000000|G0000000|C0332257|C0013850|C0015965|C0150369|C0884358|G0000000|C0439227|G0000000|C0439227|C0439659|C0205263|C0549178|C0042149|C1140999|C0011209
28,100 ||| STATISTICAL ANALYSIS ||| 2.56 ||| These researchers continue to report high success rates with hourly titrated oral misoprostol.,O,researchers continue report success rates hourly titrated oral misoprostol,C0035173|C0549178|C0684224|C0597535|C0871208|C0558292|C1883350|C0442027|C0085174
29,66 ||| STATISTICAL ANALYSIS ||| 2.22 ||| Frequencies of maternal adverse events were similar between groups (Table 3).,N,frequencies maternal adverse events table 3,C0439603|C2347083|G0000000|C0441471|C0039224|G0000000
30,71 ||| STATISTICAL ANALYSIS ||| 2.27 ||| There was one perinatal death in each group; both women were undergoing induction because of congenital anomalies.,N,perinatal death women undergoing induction congenital anomalies,C0178795|C0011065|C0043210|G0000000|C0205263|C0009678|C0000769
31,13 |||  ||| 0.13 ||| Vaginal delivery was CONCLUSION: Hourly titrated oral misoprostol can provide an effica-cious and safe substitute for the expensive dinoprostone vaginal insert.,O,vaginal delivery conclusion hourly titrated oral misoprostol provide effica-cious safe substitute expensive dinoprostone vaginal insert,C0042232|C0011209|C1707478|C0558292|C1883350|C0442027|C0085174|C1999230|G0000000|G0000000|G0000000|C0680864|C0012472|C0042232|C0441587
32,"28 |||  ||| 0.28 ||| Delivery is conducted by in-house staff, usually residents and senior residents under the care of the on-call consultant.",I,delivery conducted in-house staff residents senior residents care on-call consultant,C0011209|C0004927|C0150312|C0851286|C1320928|C1705825|C1320928|C1947933|C1720176|C0009817
33,"86 ||| STATISTICAL ANALYSIS ||| 2.42 ||| The median dosage of misoprostol used was 150 mg (range, 50e400 mg).",N,median dosage misoprostol 150 range 50e400,C0549183|C0178602|C0085174|C1442061|C1514721|G0000000
34,3 |||  ||| 0.3 ||| Misoprostol was given as 20 mg hourly for 2 doses.,I,misoprostol 20 hourly 2 doses,C0085174|C0450371|C0558292|G0000000|C0178602
35,84 ||| STATISTICAL ANALYSIS ||| 2.40 ||| Hourly titrated oral misoprostol.,I,hourly titrated oral misoprostol,C0558292|C1883350|C0442027|C0085174
36,"117 ||| STATISTICAL ANALYSIS ||| 2.73 ||| NICU admission rates ranging from 0% to 12% have been reported following labor induction with oral misoprostol 16,10,12 and 0.5% to 12% following vaginal dinoprostone induction.",I,nicu admission rates ranging 0% 12% reported labor induction oral misoprostol 16 10 12 0 5% 12% vaginal dinoprostone induction,C0021709|C0184666|C0871208|C1514721|G0000000|C0450371|C0684224|C0022864|C0205263|C0442027|C0085174|C0450371|C0450371|C0450371|G0000000|G0000000|C0450371|C0042232|C0012472|C0205263
37,"118 ||| STATISTICAL ANALYSIS ||| 2.74 ||| In one study, when dinoprostone was compared with oral and vaginal misoprostol, significantly different uterine hyperstimulation rates occurred (8.9%, 16.5%, and 21.4%; P ¼ .004).",I,study dinoprostone compared oral vaginal misoprostol uterine hyperstimulation rates occurred 8 9% 16 5% 21 4% 004,C0557651|C0012472|C1707455|C0442027|C0042232|C0085174|C0042149|G0000000|C0871208|C1709305|G0000000|G0000000|C0450371|G0000000|C0450371|G0000000|C1442061
38,37 |||  ||| 0.37 ||| Nonreassuring fetal heart rate was defined as an abnormal fetal heart rate on electronic monitoring.,P,nonreassuring fetal heart rate defined abnormal fetal heart rate electronic monitoring,G0000000|C0015965|C0018787|C0871208|C1704788|C0205161|C0015965|C0018787|C0871208|C0013850|C0150369
39,128 ||| STATISTICAL ANALYSIS ||| 2.84 ||| 1,N,1,G0000000
40,"48 ||| STATISTICAL ANALYSIS ||| 2.4 ||| In the absence of regular uterine activity, the dose was increased to 30 mg hourly for 3 doses and then 40 mg for 1 dose, 50 mg for 1 dose, and 60 mg hourly for 4 doses.",I,absence regular uterine activity dose increased 30 hourly 3 doses 40 1 dose 50 1 dose 60 hourly 4 doses,C0332197|C0205272|C0042149|C0205177|C0178602|C0205217|C0450371|C0558292|G0000000|C0178602|C0450371|G0000000|C0178602|C0450371|G0000000|C0178602|C0450371|C0558292|G0000000|C0178602
41,"51 ||| STATISTICAL ANALYSIS ||| 2.7 ||| At any time, if establishment of In the study by Cheng et al, 6 however, 94% of subjects delivered within 24 hours after oral titrated misoprostol, compared with 54% after vaginal misoprostol.",I,time establishment study cheng al 6 94% subjects delivered 24 hours oral titrated misoprostol compared 54% vaginal misoprostol,C0040223|G0000000|C0557651|G0000000|C0202311|G0000000|C0450371|C0681850|C1705822|C0450371|C0439227|C0442027|C1883350|C0085174|C1707455|C0450371|C0042232|C0085174
42,60 ||| STATISTICAL ANALYSIS ||| 2.16 ||| This was reflected by a significantly lower success rate within the dinoprostone group subjects who had low (45.0%) compared with high (85.0%) Bishop scores at baseline (P ¼ .002).,O,reflected lower success rate dinoprostone subjects low 45 0% compared 85 0% bishop scores baseline 002,C0558058|C0441994|C0597535|C0871208|C0012472|C0681850|C0205251|C0450371|G0000000|C1707455|C0450371|G0000000|C1551458|C0449820|C0168634|C1442061
43,10 |||  ||| 0.10 ||| Frequencies of maternal adverse events were similar between groups.,N,frequencies maternal adverse events,C0439603|C2347083|G0000000|C0441471
44,"59 ||| STATISTICAL ANALYSIS ||| 2.15 ||| Although the induction success was similar in misoprostol group women with baseline Bishop scores of 3 or less compared with 4-5 (P ¼ .346), significantly more women with a baseline Bishop score of 3 or less in the misoprostol group had successful induction (43 of 59, 72.9%) compared with women with low scores in the dinoprostone group (27 of 60, 45.0%; P ¼ .002).",P,induction success misoprostol women baseline bishop scores 3 compared 4-5 346 women baseline bishop score 3 misoprostol successful induction 43 59 72 9% compared women low scores dinoprostone 27 60 45 0% 002,C0205263|C0597535|C0085174|C0043210|C0168634|C1551458|C0449820|G0000000|C1707455|G0000000|C1442061|C0043210|C0168634|C1551458|C0449820|G0000000|C0085174|C0597535|C0205263|C0450371|C0450371|C0450371|G0000000|C1707455|C0043210|C0205251|C0449820|C0012472|C0450371|C0450371|C0450371|G0000000|C1442061
45,53 ||| STATISTICAL ANALYSIS ||| 2.9 ||| Analysis was performed on an intent-totreat basis.,N,analysis performed intent-totreat basis,C0002778|C0884358|C0162425|C1527178
46,83 ||| STATISTICAL ANALYSIS ||| 2.39 ||| Rouzi.,N,rouzi,G0000000
47,"94 ||| STATISTICAL ANALYSIS ||| 2.50 ||| No statistically significant differences were seen in the vaginal delivery within 24 hours (OMS: 62%, vaginal dinoprostone: 64%).",O,statistically differences vaginal delivery 24 hours oms 62% vaginal dinoprostone 64%,C0038215|C1705241|C0042232|C0011209|C0450371|C0439227|C1833692|C0450371|C0042232|C0012472|C0450371
48,"119 ||| STATISTICAL ANALYSIS ||| 2.75 ||| In a large study that enrolled 741 subjects, incidence of uterine hyperstimulation was 1.9% and 6.1% in the oral misoprostol and vaginal dinoprostone groups 16 and was 9% and 14% of 100 subjects in another study.",I,study enrolled 741 subjects incidence uterine hyperstimulation 1 9% 6 1% oral misoprostol vaginal dinoprostone 16 9% 14% 100 subjects study,C0557651|G0000000|C1442061|C0681850|C0021149|C0042149|G0000000|G0000000|G0000000|G0000000|G0000000|C0442027|C0085174|C0042232|C0012472|C0450371|G0000000|C0450371|C1442061|C0681850|C0557651
49,"29 |||  ||| 0.29 ||| Oral misoprostol was administered active labor was achieved, no further misoprostol was given.",N,oral misoprostol administered active labor achieved misoprostol,C0442027|C0085174|C1521801|C0205177|C0022864|G0000000|C0085174
50,"130 ||| ACKNOWLEDGMENT ||| 3.2 ||| The authors, therefore, acknowledge, with thanks, DSR technical and financial support.",I,authors acknowledge dsr technical financial support,C3812881|G0000000|C0596468|C0449851|C0376243|C0183683
51,"70 ||| STATISTICAL ANALYSIS ||| 2.26 ||| More infants in the dinoprostone group had a nonreassuring fetal heart rate (n ¼ 20, 25.0%) before delivery compared with the misoprostol group (n ¼ 10, 12.5%; P ¼ .043) ( Table 4).",I,infants dinoprostone nonreassuring fetal heart rate 20 25 0% delivery compared misoprostol 10 12 5% 043 table 4,C0021270|C0012472|G0000000|C0015965|C0018787|C0871208|C0450371|C0450371|G0000000|C0011209|C1707455|C0085174|C0450371|C0450371|G0000000|C1442061|C0039224|G0000000
52,"63 ||| STATISTICAL ANALYSIS ||| 2.19 ||| Cesarean delivery was performed in twice as many women in the dinoprostone (n ¼ 18) compared with the misoprostol group (n ¼ 9), approaching statistical significance (22.5% vs 11.3%; P ¼ .057).",I,cesarean delivery performed women dinoprostone 18 compared misoprostol 9 approaching statistical significance 22 5% 11 3% 057,C3841297|C0011209|C0884358|C0043210|C0012472|C0450371|C1707455|C0085174|G0000000|C0449445|C0038215|C0237881|C0450371|G0000000|C0450371|G0000000|C1442061
53,85 ||| STATISTICAL ANALYSIS ||| 2.41 ||| Am J Obstet Gynecol 2014.,N,obstet gynecol 2014,G0000000|G0000000|G0000000
54,"81 ||| STATISTICAL ANALYSIS ||| 2.37 ||| Study design and subject characteristic variations complicate outcome comparisons, and contribute to the motivation to perform additional studies in the specific settings in which safe and effective treatments will be applied.",O,study design subject characteristic variations complicate outcome comparisons contribute motivation perform additional studies specific settings safe effective treatments applied,C0557651|C1707689|C0681850|C1521970|C0205419|C0231242|C1274040|C1707455|C1880177|C0026605|C0884358|C1524062|C0947630|C0205369|C0542559|G0000000|C1280519|C0087111|C4048755
55,"4 |||  ||| 0.4 ||| In the absence of regular uterine contractions, the dose was increased to 30 mg hourly for 3 doses and then 40 mg for 1 dose, 50 mg for 1 dose, and 60 mg hourly for 4 doses.",I,absence regular uterine contractions dose increased 30 hourly 3 doses 40 1 dose 50 1 dose 60 hourly 4 doses,C0332197|C0205272|C0042149|C1140999|C0178602|C0205217|C0450371|C0558292|G0000000|C0178602|C0450371|G0000000|C0178602|C0450371|G0000000|C0178602|C0450371|C0558292|G0000000|C0178602
56,52 ||| STATISTICAL ANALYSIS ||| 2.8 ||| Using an intermediate projection of 60% delivery within 24 hours for dinoprostone and 80% for misoprostol would require 82 subjects per group at alpha ¼ .05 with 80% power.,I,intermediate projection 60% delivery 24 hours dinoprostone 80% misoprostol require 82 subjects alpha 05 80% power,C0205103|C0016538|C0450371|C0011209|C0450371|C0439227|C0012472|C0450371|C0085174|G0000000|C0450371|C0681850|C0439095|C0450371|C0450371|C0032863
57,"64 ||| STATISTICAL ANALYSIS ||| 2.20 ||| Cesarean deliveries were performed less than 24 hours after treatment in 7 subjects in the dinoprostone group (38.9%), compared with 6 in the misoprostol group (66.7%).",I,cesarean deliveries performed 24 hours treatment 7 subjects dinoprostone 38 9% compared 6 misoprostol 66 7%,C3841297|C0011209|C0884358|C0450371|C0439227|C0039798|G0000000|C0681850|C0012472|C0450371|G0000000|C1707455|G0000000|C0085174|C0450371|G0000000
58,110 ||| STATISTICAL ANALYSIS ||| 2.66 ||| Am J Obstet Gynecol 2014.,N,obstet gynecol 2014,G0000000|G0000000|G0000000
59,"73 ||| STATISTICAL ANALYSIS ||| 2.29 ||| A third subject with a fetus with congenital anomalies, also in the misoprostol group, underwent vaginal delivery approximately 29 hours after the start of induction.",I,subject fetus congenital anomalies misoprostol underwent vaginal delivery 29 hours start induction,C0681850|C0015965|C0009678|C0000769|C0085174|G0000000|C0042232|C0011209|C0450371|C0439227|C0439659|C0205263
60,"82 ||| STATISTICAL ANALYSIS ||| 2.38 ||| Hofmeyr et al, 7 in 2001, published a pilot study from South Africa on the use of the new protocol using oral 2 hour   Data are number (percentage).",N,hofmeyr al 7 2001 published pilot study south africa protocol oral 2 hour data percentage,G0000000|C0202311|G0000000|G0000000|C0034037|C0473169|C0557651|C1710133|C0001737|C0442711|C0442027|G0000000|C0439227|C1511726|C0439165
61,"97 ||| STATISTICAL ANALYSIS ||| 2.53 ||| The median misoprostol dose ted at 10 mg, which could be increased to 20 mg or 40 mg based on uterine was 240 mg (range, 40e475 mg).",I,median misoprostol dose ted 10 increased 20 40 based uterine 240 range 40e475,C0549183|C0085174|C0178602|C1539997|C0450371|C0205217|C0450371|C0450371|C1527178|C0042149|C1442061|C1514721|G0000000
62,6 |||  ||| 0.6 ||| The primary outcome variable was vaginal delivery within 24 hours.,O,primary outcome variable vaginal delivery 24 hours,C0205225|C1274040|C0439828|C0042232|C0011209|C0450371|C0439227
63,11 |||  ||| 0.11 ||| RESULTS: A total of 160 women was enrolled in the study.,P,total 160 women enrolled study,C0439175|C1442061|C0043210|G0000000|C0557651
64,35 |||  ||| 0.35 ||| Safety assessments included the incidence of maternal morbidity and adverse neonatal outcomes.,N,safety assessments included incidence maternal morbidity adverse neonatal outcomes,C0036043|C1261322|C0332257|C0021149|C2347083|C0026538|G0000000|C1552240|C1274040
65,123 ||| STATISTICAL ANALYSIS ||| 2.79 ||| Other limitations of our RCT include the small size.,N,limitations rct size,C0449295|G0000000|C0456389
66,"116 ||| STATISTICAL ANALYSIS ||| 2.72 ||| Similarly, other studies reported no difference in maternal side effects between oral misoprostol and vaginal dinoprostone treatment.",N,studies reported difference maternal effects oral misoprostol vaginal dinoprostone treatment,C0947630|C0684224|C1705241|C2347083|C1280500|C0442027|C0085174|C0042232|C0012472|C0039798
67,27 |||  ||| 0.27 ||| Intramuscular or intravenous analgesia is given for pain relief during labor.,O,intramuscular intravenous analgesia pain relief labor,C0021492|C0348016|C0002766|C0030193|C0564405|C0022864
68,"96 ||| STATISTICAL ANALYSIS ||| 2.52 ||| In 2003, the same research group from South Africa reported a 3 arm RCT comparing Foley's catheter and titrated misoprostol, titrated misoprostol, and tol (20 mg given every 2 hours for 2 doses and increased to 40 mg every 2 hours for a maximum of 10 doses) and vaginal dinoprostone (2 mg twice, 6 hours apart).",I,2003 south africa reported 3 arm rct comparing foleys catheter titrated misoprostol titrated misoprostol tol 20 2 hours 2 doses increased 40 2 hours maximum 10 doses vaginal dinoprostone 2 6 hours,G0000000|C1710133|C0001737|C0684224|G0000000|C0446516|G0000000|C1707455|G0000000|C0085590|C1883350|C0085174|C1883350|C0085174|G0000000|C0450371|G0000000|C0439227|G0000000|C0178602|C0205217|C0450371|G0000000|C0439227|C0806909|C0450371|C0178602|C0042232|C0012472|G0000000|G0000000|C0439227
69,90 ||| STATISTICAL ANALYSIS ||| 2.46 ||| The misoprostol protocol used 20 mg hourly for 4 doses and then 40 mg hourly for 4 doses and 60 mg 20 mg every 2 hours for 2 doses (Liverpool) or 3 doses (Johannesburg) and for OMS and vaginal dinoprostone were followed.,I,misoprostol protocol 20 hourly 4 doses 40 hourly 4 doses 60 20 2 hours 2 doses liverpool 3 doses johannesburg oms vaginal dinoprostone,C0085174|C0442711|C0450371|C0558292|G0000000|C0178602|C0450371|C0558292|G0000000|C0178602|C0450371|C0450371|G0000000|C0439227|G0000000|C0178602|G0000000|G0000000|C0178602|G0000000|C1833692|C0042232|C0012472
70,50 ||| STATISTICAL ANALYSIS ||| 2.6 ||| Regular uterine activity is defined as regular uterine contractions every 3-5 minutes and lasting 60 seconds or more.,I,regular uterine activity defined regular uterine contractions 3-5 minutes lasting 60,C0205272|C0042149|C0205177|C1704788|C0205272|C0042149|C1140999|G0000000|C0439232|C1517741|C0450371
71,"8 |||  ||| 0.8 ||| The proportion of women who achieved vaginal delivery within 24 hours was significantly greater for nulliparous women in the misoprostol group (24 of 51, 58.5%) compared with the dinoprostone group (12 of 36, 33.3%; P ¼ .0270).",I,proportion women achieved vaginal delivery 24 hours nulliparous women misoprostol 24 51 58 5% compared dinoprostone 12 36 33 3% 0270,C1709707|C0043210|G0000000|C0042232|C0011209|C0450371|C0439227|C0425979|C0043210|C0085174|C0450371|C0450371|C0450371|G0000000|C1707455|C0012472|C0450371|C0450371|C0450371|G0000000|G0000000
72,109 ||| STATISTICAL ANALYSIS ||| 2.65 ||| Hourly titrated oral misoprostol.,I,hourly titrated oral misoprostol,C0558292|C1883350|C0442027|C0085174
73,"32 |||  ||| 0.32 ||| If contractions subsequently became inadequate, oxytocin augmentation was provided at least half an hour after removal of the insert.",I,contractions subsequently inadequate oxytocin augmentation provided half hour removal insert,C1140999|G0000000|C0205412|C0030095|C1293122|C1999230|C2825407|C0439227|C0015252|C0441587
74,"5 |||  ||| 0.5 ||| Before the 40 and 50 mg doses, 1 more hour of observation was given.",I,40 50 doses 1 hour observation,C0450371|C0450371|C0178602|G0000000|C0439227|C0302523
75,78 ||| STATISTICAL ANALYSIS ||| 2.34 ||| COMMENT,N,comment,C0282411
76,23 |||  ||| 0.23 ||| Inclusion criteria included singleton pregnancy of at least 34 weeks' gestation and a baseline Bishop score less than 6.,P,inclusion criteria included singleton pregnancy 34 weeks gestation baseline bishop score 6,C0007637|C0243161|C0332257|C0481462|C0032961|C0450371|C0439230|C0032961|C0168634|C1551458|C0449820|G0000000
77,"46 ||| STATISTICAL ANALYSIS ||| 2.2 ||| Several studies comparing oral misoprostol with vaginal prostaglandins for the induction of labor failed to show a statistically significant difference in rates of vaginal delivery within 24 hours, with success rates ranging from 54% to 74%.",O,studies comparing oral misoprostol vaginal prostaglandins induction labor failed statistically difference rates vaginal delivery 24 hours success rates ranging 54% 74%,C0947630|C1707455|C0442027|C0085174|C0042232|C0033554|C0205263|C0022864|C0231175|C0038215|C1705241|C0871208|C0042232|C0011209|C0450371|C0439227|C0597535|C0871208|C1514721|C0450371|C0450371
