id,sentences,label,sentences_tokens,cuis
10,"20 ||| Introduction ||| 1.18 ||| After a 5-min rest period, four separate sitting blood pressure measurements were taken at drug trough (the period at the end of the dosing interval) with a 2-5 min interval between measurements.",I,5-min rest period separate sitting blood pressure measurements drug trough period dosing interval 2-5 min interval measurements,C0702093|C0035253|C0439531|C0443299|C0277814|C0005767|C0033095|C0242485|C0013227|C0444506|C0439531|G0000000|C1272706|G0000000|C0702093|C1272706|C0242485
11,"42 ||| Statistical analysis ||| 3.9 ||| Analyses of safety measures were based on the safety population, defi ned as all randomly assigned participants who took at least one dose of double-blind study drug, and fi ndings are presented as descriptive statistics.",I,analyses safety measures based safety population defi ned randomly assigned participants dose double-blind study drug fi ndings descriptive statistics,C0002778|C0036043|C0079809|C1527178|C0036043|C0032659|G0000000|C1518340|G0000000|C1516050|C0679646|C0178602|C0013072|C0557651|C0013227|C4050619|G0000000|C0678257|C0038215
12,86 ||| Results ||| 4.37 ||| The absence of a systolic blood pressure eff ect in participants at least 65 years old is probably an artifact of subdivision of the sample and the small number of participants in that category.,P,absence systolic blood pressure eff ect participants 65 artifact subdivision sample participants category,C0332197|C0039155|C0005767|C0033095|G0000000|C0013806|C0679646|C0450371|C0085089|C1273519|C0370003|C0679646|C0683312
13,"102 ||| Results ||| 4.53 ||| MAW, JB, AHG, DBB, and MP designed the study, interpreted data, and revised the manuscript.",N,maw jb ahg dbb mp designed study interpreted data revised manuscript,G0000000|C1550751|C0015506|G0000000|C0024944|C1707689|C0557651|C1285553|C1511726|C1527075|C0600659
14,"47 ||| Statistical analysis ||| 3.14 ||| Three of the authors are employees of the sponsor (DBB, MP, and WC) and provided input into the data interpretation and writing of the report; beyond that, the sponsor was not directly involved in these aspects of the study.",N,authors employees sponsor dbb mp wc provided input data interpretation writing report sponsor directly involved aspects study,C3812881|C0024752|C1711305|G0000000|C0024944|C0013123|C1999230|C1708517|C1511726|C0459471|C0043266|C0684224|C1711305|C1947931|C1314939|C1547011|C0557651
15,"50 ||| Results ||| 4.1 ||| Between Jan 6, 2012 (fi rst participant, fi rst visit), and March 15, 2013 (last participant, last visit), 4161 participants were randomly assigned to receive double-blind treatment, 4118 of whom were included in the intentionto-treat population (fi gure 1).",P,jan 6 2012 fi rst participant fi rst visit march 15 2013 participant visit 4161 participants randomly assigned receive double-blind treatment 4118 included intentionto-treat population fi gure 1,C3843934|G0000000|G0000000|C4050619|C1425219|C0679646|C4050619|C1425219|C0545082|C3829202|C0450371|G0000000|C0679646|C0545082|G0000000|C0679646|G0000000|C1516050|C1514756|C0013072|C0039798|G0000000|C0332257|C0087111|C0032659|C4050619|G0000000|G0000000
16,"34 ||| Statistical analysis ||| 3.1 ||| Assuming a diastolic blood pressure mean treatment diff erence of 2 mm Hg (SD 8) between the fi xed-dose combination 20 and 320 mg/day and the nebivolol 40 mg/day groups, and between the fi xed-dose combination 20 and 320 mg/day and the valsartan 320 mg/day groups and on the basis of pairwise t test comparisons, 500 participants would need to be randomly assigned to each active-treatment group and 250 to placebo (total 3750 participants) to provide 95% power to detect a 2 mm Hg (SD 8) treatment diff erence or greater at the two-tailed 5% signifi cance level.",O,assuming diastolic blood pressure treatment diff erence 2 mm hg sd 8 fi xed-dose combination 20 320 mg/day nebivolol 40 mg/day fi xed-dose combination 20 320 mg/day valsartan 320 mg/day basis pairwise test comparisons 500 participants randomly assigned active-treatment 250 placebo total 3750 participants provide 95% power detect 2 mm hg sd 8 treatment diff erence two-tailed 5% signifi cance level,G0000000|C0012000|C0005767|C0033095|C0039798|G0000000|G0000000|G0000000|G0000000|C0025424|C2699239|G0000000|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0068475|C0450371|C0439422|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0216784|C1442061|C0439422|C1527178|G0000000|C0022885|C1707455|C1442061|C0679646|G0000000|C1516050|C1704532|C1442061|C0032042|C0439175|G0000000|C0679646|C1999230|C0450371|C0032863|C0442726|G0000000|G0000000|C0025424|C2699239|G0000000|C0039798|G0000000|G0000000|C0205448|G0000000|G0000000|G0000000|C0441889
17,"101 ||| Results ||| 4.52 ||| TDG designed the study; collected, analysed, and interpreted data; and wrote and reviewed the manuscript.",N,tdg designed study collected analysed interpreted data wrote reviewed manuscript,C1442760|C1707689|C0557651|C1516695|G0000000|C1285553|C1511726|C0043266|C0282443|C0600659
18,3 ||| Introduction ||| 1.1 ||| The combination of two antihypertensive drugs from diff erent classes is likely to cause a greater reduction in blood pressure than would an increase in the monotherapy dose.,O,combination antihypertensive drugs diff erent classes reduction blood pressure increase monotherapy dose,C0205195|C0003364|C0013227|G0000000|G0000000|C0456387|C0301630|C0005767|C0033095|C0442805|G0000000|C0178602
19,"9 ||| Introduction ||| 1.7 ||| The institutional review boards of all participating centres approved the study protocol, informed consent form, and information sheet advertisements.",N,institutional review boards participating centres approved study protocol informed consent form sheet advertisements,C0018704|C0282443|C0972401|C0679823|C0205099|C0205540|C0557651|C0442711|C1522154|C1511481|C0348078|C2349187|C0949214
20,44 ||| Statistical analysis ||| 3.11 ||| Role of the funding source,N,role funding source,C0035820|C0243098|C0449416
21,"61 ||| Results ||| 4.12 ||| The least-squares mean diff erence in the key secondary endpoint between the fi xed-dose combination and valsartan ranged from -3·9 (95% CI -5·7 to -2·1; p<0·0001) for the 10 and 160 mg/day fi xed-dose combination compared with valsartan 160 mg/day to −3·1 (-4·9 to −1·4, p=0·0005) for the 20 and 320 mg/day fi xed-dose combination compared with valsartan 320 mg/ day.",I,least-squares diff erence key secondary endpoint fi xed-dose combination valsartan ranged -39 95% ci -57 -21 p<00001 10 160 mg/day fi xed-dose combination compared valsartan 160 mg/day 31 -49 14 p=00005 20 320 mg/day fi xed-dose combination compared valsartan 320 mg/ day,C0023189|G0000000|G0000000|G0000000|C0027627|C2349179|C4050619|C0178602|C0205195|C0216784|C1514721|C0450371|C0450371|C0008107|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1707455|C0216784|C1442061|C0439422|C0450371|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1707455|C0216784|C1442061|C0026410|C0332173
22,10 ||| Introduction ||| 1.8 ||| Adherence was assessed using pill counts.,I,adherence assessed pill counts,C1510802|C1516048|C0009905|C0439157
23,51 ||| Results ||| 4.2 ||| Mean demographic and clinical characteristics (table) and study completion rates (fi gure 1) were comparable between treatment groups.,N,demographic clinical characteristics table study completion rates fi gure 1 comparable treatment,C0011298|C0205210|C1521970|C0039224|C0557651|C0205197|C0871208|C4050619|G0000000|G0000000|G0000000|C0039798
24,"39 ||| Statistical analysis ||| 3.6 ||| For the key secondary effi cacy parameter, each fi xeddose combination was compared with the respective component monotherapy dose only if the primary effi cacy parameter comparison was signifi cant for the fi xed-dose combination; comparisons were based on an ANCOVA model similar to that used in the primary analysis, with the baseline systolic blood pressure value as a covariate.",N,key secondary effi cacy parameter fi xeddose combination compared respective component monotherapy dose primary effi cacy parameter comparison signifi fi xed-dose combination comparisons based ancova model primary analysis baseline systolic blood pressure covariate,G0000000|C0027627|G0000000|C1419788|C0549193|C4050619|G0000000|C0205195|C1707455|G0000000|C0449432|G0000000|C0178602|C0205225|G0000000|C1419788|C0549193|C1707455|G0000000|C4050619|C0178602|C0205195|C1707455|C1527178|C0814908|C3161035|C0205225|C0002778|C0168634|C0039155|C0005767|C0033095|G0000000
25,71 ||| Results ||| 4.22 ||| The appendix lists treatmentemergent adverse events that occurred in at least 2% of the safety population.,O,appendix lists treatmentemergent adverse events occurred 2% safety population,C0003617|C0745732|G0000000|G0000000|C0441471|C1709305|G0000000|C0036043|C0032659
26,73 ||| Results ||| 4.24 ||| None of the serious adverse events were judged to be related to treatment.,N,adverse events judged treatment,G0000000|C0441471|C0221191|C0039798
27,"14 ||| Introduction ||| 1.12 ||| The comparisons with 40 mg/day nebivolol were done to satisfy the requirement by the US FDA, as outlined in the applicable regulations 13,14 and US FDA discussions with the study sponsor, that the highest approved doses of the component monotherapy drugs are included.",P,comparisons 40 mg/day nebivolol satisfy requirement fda outlined applicable regulations 13 14 fda discussions study sponsor approved doses component monotherapy drugs included,C1707455|C0450371|C0439422|C0068475|G0000000|C1514873|C0041714|G0000000|C1272460|C0220905|C0450371|C0450371|C0041714|C0557061|C0557651|C1711305|C0205540|C0178602|C0449432|G0000000|C0013227|C0332257
28,92 ||| Results ||| 4.43 ||| This study showed the potential of a nebivolol and valsartan combination.,I,study potential nebivolol valsartan combination,C0557651|C3245505|C0068475|C0216784|C0205195
29,100 ||| Results ||| 4.51 ||| Contributors,N,contributors,G0000000
30,24 ||| Introduction ||| 1.22 ||| Blood samples for assessment of biomarker levels were also collected from substudy participants.,N,blood samples assessment biomarker levels collected substudy participants,C0005767|C0370003|C1261322|C0005516|C0441889|C1516695|G0000000|C0679646
31,27 ||| Outcomes ||| 2.1 ||| The primary effi cacy endpoint was the change in trough seated diastolic blood pressure from baseline to week 8 and the key secondary effi cacy endpoint was change in seated systolic blood pressure from baseline to week 8.,O,primary effi cacy endpoint change trough seated diastolic blood pressure baseline week 8 key secondary effi cacy endpoint change seated systolic blood pressure baseline week 8,C0205225|G0000000|C1419788|C2349179|C0392747|C0444506|C0277814|C0012000|C0005767|C0033095|C0168634|C0332174|G0000000|G0000000|C0027627|G0000000|C1419788|C2349179|C0392747|C0277814|C0039155|C0005767|C0033095|C0168634|C0332174|G0000000
32,"108 ||| Results ||| 4.59 ||| AHG has received grants, personal fees or non-fi nancial support from Forest, Novartis, Daiichi-Sankyo, Takeda, the American Society for Hypertension, and the American College of Cardiology.",P,ahg received grants personal fees non-fi nancial support forest novartis daiichi-sankyo takeda american society hypertension american college cardiology,C0015506|C1514756|C0018173|C1519021|C0015751|C1518422|G0000000|C0183683|C0086312|G0000000|G0000000|G0000000|C0596070|C0037455|C0020538|C0596070|C0557806|C0007189
33,30 ||| Outcomes ||| 2.4 ||| A post-hoc effi cacy assessment of pulse pressure from baseline to week 8 was also done.,I,post-hoc effi cacy assessment pulse pressure baseline week 8,C0687676|G0000000|C1419788|C1261322|C0232117|C0033095|C0168634|C0332174|G0000000
34,104 ||| Results ||| 4.55 ||| Declaration of interests,N,declaration,G0000000
35,"110 ||| Acknowledgments ||| 5.1 ||| Kristen Andersen, Autumn Kelly, Vojislav Pejović, Leah Richmond, and Bill Sterling of Prescott Medical Communications Group (Chicago, IL, USA) assisted with literature searches, editing, creation of graphs and tables, circulation of drafts among the authors, and formatting of the manuscript for submission.",O,kristen andersen autumn kelly vojislav pejovi leah richmond bill sterling prescott medical communications chicago il usa assisted literature searches editing creation graphs tables circulation drafts authors formatting manuscript submission,G0000000|G0000000|C0238715|G0000000|G0000000|G0000000|G0000000|G0000000|C0004895|G0000000|G0000000|C0199168|C0009452|C0008044|C0020898|C0041703|C1269765|C0023866|C1552603|C0868955|C0441513|C0681493|C0039224|C0005775|C1547277|C3812881|C1301627|C0600659|C1515022
36,"15 ||| Introduction ||| 1.13 ||| Randomisation codes were generated by the Statistical Programming Department at the Forest Research Institute (Jersey City, NJ, USA) and implemented (including the maintenance of masking) by a 24-h interactive web response system.",N,randomisation codes generated statistical programming department forest institute jersey city nj usa implemented including maintenance masking 24-h interactive web response system,C0034656|C0919279|C3146294|C0038215|G0000000|C1704729|C0086312|C0021622|C0454673|C0008848|C0027971|C0041703|G0000000|C0332257|C0024501|C0150112|C0450371|C1704675|C0282111|C0871261|C0449913
37,"33 ||| Outcomes ||| 2.7 ||| Safety and tolerability were assessed by recording adverse events and monitoring vital signs at each visit; by doing physical examinations and electrocardiograph measurements at screening, baseline, and week 8; and by measuring clinical laboratory parameters from blood and urine taken at screening, baseline, and weeks 4 and 8.",I,safety tolerability assessed recording adverse events monitoring vital signs visit physical examinations electrocardiograph measurements screening baseline week 8 measuring clinical laboratory parameters blood urine screening baseline weeks 4 8,C0036043|C3274448|C1516048|G0000000|G0000000|C0441471|C0150369|C0442732|C0220912|C0545082|C0031809|C0031809|C0013798|C0242485|C0220908|C0168634|C0332174|G0000000|C0444706|C0205210|C0022877|C0449381|C0005767|C0042036|C0220908|C0168634|C0439230|G0000000|G0000000
38,53 ||| Results ||| 4.4 ||| Adherence at each visit was at least 99% for every group.,O,adherence visit 99%,C1510802|C0545082|C0450371
39,"35 ||| Statistical analysis ||| 3.2 ||| If the study was positive, the study size would provide a further 90% power to detect a mean diff erence of 2 mm Hg (SD 8) between fi xed-dose combinations 10 and 160 mg/day and 10 and 320 mg/day and the corresponding monotherapy groups, with multiplicity adjustment using the Hochberg procedure, 15 at the twotailed 5% signifi cance level.",I,study positive study size provide 90% power detect diff erence 2 mm hg sd 8 fi xed-dose combinations 10 160 mg/day 10 320 mg/day monotherapy multiplicity adjustment hochberg procedure 15 twotailed 5% signifi cance level,C0557651|C0439178|C0557651|C0456389|C1999230|C0450371|C0032863|C0442726|G0000000|G0000000|G0000000|G0000000|C0025424|C2699239|G0000000|C4050619|C0178602|C0453882|C0450371|C1442061|C0439422|C0450371|C1442061|C0439422|G0000000|C0449822|C0376209|G0000000|C0184661|C0450371|G0000000|G0000000|G0000000|G0000000|C0441889
40,17 ||| Introduction ||| 1.15 ||| Procedures,N,procedures,C0025664
41,"109 ||| Results ||| 4.60 ||| DBB, WC, and MP are employees of Forest Research Institute.",I,dbb wc mp employees forest institute,G0000000|C0013123|C0024944|C0024752|C0086312|C0021622
42,"38 ||| Statistical analysis ||| 3.5 ||| The fi xed-dose combination 20 and 320 mg/day group was compared with the nebivolol 40 mg/day and valsartan 320 mg/day groups; if both comparisons were statistically signifi cant (p<0·05), the study was deemed to be positive and the fi xed-dose combination 10 and 160 mg/day and 10 and 320 mg/day groups were compared with their corresponding monotherapy groups, with multiplicity controlled using the Hochberg procedure 15 on the adjusted p values (ie, the maximum of p values for the comparisons of the fi xeddose combination group versus its corresponding monotherapy groups).",O,fi xed-dose combination 20 320 mg/day compared nebivolol 40 mg/day valsartan 320 mg/day comparisons statistically signifi p<005 study deemed positive fi xed-dose combination 10 160 mg/day 10 320 mg/day compared monotherapy multiplicity controlled hochberg procedure 15 adjusted values maximum values comparisons fi xeddose combination versus monotherapy,C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C1707455|C0068475|C0450371|C0439422|C0216784|C1442061|C0439422|C1707455|C0038215|G0000000|C0369773|C0557651|G0000000|C0439178|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0450371|C1442061|C0439422|C1707455|G0000000|C0449822|C2587213|G0000000|C0184661|C0450371|C0456081|C0042295|C0806909|C0042295|C1707455|C4050619|G0000000|C0205195|G0000000|G0000000
43,91 ||| Results ||| 4.42 ||| Interpretation,N,interpretation,C0459471
44,107 ||| Results ||| 4.58 ||| JB has received consultant fees from Forest.,N,jb received consultant fees forest,C1550751|C1514756|C0009817|C0015751|C0086312
45,"40 ||| Statistical analysis ||| 3.7 ||| All other continuous parameters were analysed using an ANCOVA model with treatment group, diabetes status, subgroup factor, and treatmentgroup-by-subgroup factor interaction as factors and baseline value as a covariate.",P,continuous parameters analysed ancova model treatment diabetes status subgroup factor treatmentgroup-by-subgroup factor interaction factors baseline covariate,C0549178|C0449381|G0000000|C0814908|C3161035|C0039798|C0011847|C0449438|C1079230|C1521761|C1079230|C1521761|C1704675|C1521761|C0168634|G0000000
46,99 ||| Results ||| 4.50 ||| 1 10 ),I,1 10,G0000000|C0450371
47,"36 ||| Statistical analysis ||| 3.3 ||| Effi cacy parameters were analysed based on the intention-to-treat population, defi ned as all randomised participants who took at least one dose of double-blind drug and had at least one diastolic blood pressure measurement after baseline, using the last-observationcarried-forward approach to impute missing data.",I,effi cacy parameters analysed based intention-to-treat population defi ned randomised participants dose double-blind drug diastolic blood pressure measurement baseline last-observationcarried-forward approach impute missing data,G0000000|C1419788|C0449381|G0000000|C1527178|C0162425|C0032659|G0000000|C1518340|G0000000|C0679646|C0178602|C0013072|C0013227|C0012000|C0005767|C0033095|C0242485|C0168634|C1517741|C0449445|C2699638|C1551393|C1511726
48,"95 ||| Results ||| 4.46 ||| Finally, a design following a perfect Latin square, similar to the one used in combination studies of nebivolol and hydrochlorothiazide, 17,18 might have provided better insight into a potential dose response of the nebivolol and valsartan combination.",I,finally design perfect latin square combination studies nebivolol hydrochlorothiazide 17 18 provided insight potential dose response nebivolol valsartan combination,G0000000|C1707689|G0000000|G0000000|C0205120|C0205195|C0947630|C0068475|C0020261|C0450371|C0450371|C1999230|C0233820|C3245505|C0178602|C0871261|C0068475|C0216784|C0205195
49,6 ||| Introduction ||| 1.4 ||| Other exclusion cirteria are listed in the appendix.,P,exclusion cirteria listed appendix,C0680251|G0000000|C0745732|C0003617
50,"19 ||| Introduction ||| 1.17 ||| Blood pressure and pulse rate were measured using an automatic monitoring device (Omron HEM-705CP, Lake Forest, IL, USA).",I,blood pressure pulse rate measured automatic monitoring device omron hem-705cp lake forest il usa,C0005767|C0033095|C0232117|C0871208|C0444706|C0205554|C0150369|C0025080|G0000000|C0019080|C0337049|C0086312|C0020898|C0041703
51,"72 ||| Results ||| 4.23 ||| During double-blind treatment, 27 serious adverse events were reported by three of 277 (1%) participants in the placebo group (spontaneous abortion, cerebrovascular accident, and transient ischaemic attack), two of 555 (<1%) in the fi xed-dose combination 10 and 160 mg/day group (ankle fracture and cerebrovascular accident), two of 555 (<1%) in the fi xed-dose combination 10 and 320 mg/day group (acute myocardial infarction and appendicitis), one of 554 (<1%) in the fi xed-dose combination 20 and 320 mg/day group (diverticulitis), two of 555 (<1%) in the nebivolol 10 mg/day group (acute pyelonephritis and syncope), four of 554 (<1%) in the nebivolol 40 mg/day group (hypotension, pancreatitis, small intestinal obstruction, and thyroid cancer), four of 555 (<1%) in the valsartan 160 mg/day group (acute respiratory failure, increased carbon dioxide, cerebral infarction, intracranial aneurysm, mental status changes, substance abuse, and suicide attempt), and fi ve of 554 (<1%) in the valsartan 320 mg/day group (acute myocardial infarction, appendicitis, atrial fi brillation, facial bone fracture, gastrointestinal haemorrhage, and pneumonia).",I,double-blind treatment 27 adverse events reported 277 1% participants placebo spontaneous abortion cerebrovascular accident transient ischaemic attack 555 <1% fi xed-dose combination 10 160 mg/day ankle fracture cerebrovascular accident 555 <1% fi xed-dose combination 10 320 mg/day acute myocardial infarction appendicitis 554 <1% fi xed-dose combination 20 320 mg/day diverticulitis 555 <1% nebivolol 10 mg/day acute pyelonephritis syncope 554 <1% nebivolol 40 mg/day hypotension pancreatitis intestinal obstruction thyroid cancer 555 <1% valsartan 160 mg/day acute respiratory failure increased carbon dioxide cerebral infarction intracranial aneurysm mental status substance abuse suicide attempt fi ve 554 <1% valsartan 320 mg/day acute myocardial infarction appendicitis atrial fi brillation facial bone fracture gastrointestinal haemorrhage pneumonia,C0013072|C0039798|C0450371|G0000000|C0441471|C0684224|C1442061|G0000000|C0679646|C0032042|C0205359|C0156543|C1880018|C0000924|C0040704|C0475224|C0277793|C1442061|G0000000|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0003086|C0016658|C1880018|C0000924|C1442061|G0000000|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0205178|C0027061|C0021308|C0003615|C1442061|G0000000|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0012813|C1442061|G0000000|C0068475|C0450371|C0439422|C0205178|C0034186|C0039070|C1442061|G0000000|C0068475|C0450371|C0439422|C0020649|C0030305|C0021853|C0028778|C0040132|C0006826|C1442061|G0000000|C0216784|C1442061|C0439422|C0205178|C0521346|C0231174|C0205217|C0007009|C0678717|G0000000|C0021308|C0524466|C0002940|C0229992|C0449438|C0439861|C0013146|C0038661|C1516084|C4050619|C0042469|C1442061|G0000000|C0216784|C1442061|C0439422|C0205178|C0027061|C0021308|C0003615|C0018792|C4050619|G0000000|C0015450|C0262950|C0016658|C0521362|C0019080|C0032285
52,"66 ||| Results ||| 4.17 ||| In a post-hoc analysis, the decrease in pulse pressure with the fi xed-dose combination 20 and 320 mg/day was greater than the decrease noted with nebivolol 40 mg/day (p=0·0053), but seemed to be smaller than the decrease reported with valsartan 320 mg/day (p=0·053; fi gure 4B).",N,post-hoc analysis decrease pulse pressure fi xed-dose combination 20 320 mg/day decrease nebivolol 40 mg/day p=00053 decrease reported valsartan 320 mg/day p=0053 fi gure 4b,C0687676|C0002778|C0392756|C0232117|C0033095|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0392756|C0068475|C0450371|C0439422|C0369773|C0392756|C0684224|C0216784|C1442061|C0439422|C0369773|C4050619|G0000000|C1420850
53,"84 ||| Results ||| 4.35 ||| The benefi ts of combining blood-pressure-lowering drugs from two diff erent drug classes for the eff ective management of hypertension have been reported in many studies, including a meta-analysis of 42 trials with a total of 11 000 participants.",O,benefi combining blood-pressure-lowering drugs diff erent drug classes eff ective management hypertension reported studies including meta-analysis 42 trials total 11 000 participants,G0000000|C0336789|C0005823|C0013227|G0000000|G0000000|C0013227|C0456387|G0000000|G0000000|C0001554|C0020538|C0684224|C0947630|C0332257|C0282458|C0450371|C0008976|C0439175|C0450371|C1442061|C0679646
54,"89 ||| Results ||| 4.40 ||| In that analysis, the combination of two drugs from separate classes (a thiazide plus a β blocker; a thiazide plus an angiotensin-converting-enzyme inhibitor; a β blocker plus an angiotensin-converting-enzyme inhibitor; a β blocker plus a calcium-channel blocker; and a calcium-channel blocker plus an angiotensin-converting-enzyme inhibitor) resulted in additive eff ects that were greater than those of a double dose of a single drug.",I,analysis combination drugs separate classes thiazide blocker thiazide angiotensin-converting-enzyme inhibitor blocker angiotensin-converting-enzyme inhibitor blocker calcium-channel blocker calcium-channel blocker angiotensin-converting-enzyme inhibitor additive eff ects double dose single drug,C0002778|C0205195|C0013227|C0443299|C0456387|C0541746|G0000000|C0541746|C0022709|C1999216|G0000000|C0022709|C1999216|G0000000|C0006685|G0000000|C0006685|G0000000|C0022709|C1999216|C0442796|G0000000|C0013806|C0205173|C0178602|C0037179|C0013227
