id,sentences,label,sentences_tokens,cuis
12,6 ||| INTRODUCTION ||| 1.6 ||| We have recently published a randomised clinical trial (RCT) comparing home-based CR with centre-based CR in elderly patients with coronary heart disease.,I,published randomised clinical trial rct comparing home-based cr centre-based cr elderly patients coronary heart disease,C0034037|G0000000|C0205210|C0008976|G0000000|C1707455|C0442519|C0201975|C0205099|C0201975|C0001792|C0030705|C0018787|C0018787|C0012634
13,"42 ||| METHODS ||| 2.32 ||| Patients in NYHA II-IV and CCS II-IV were categorised as having dyspnoea and angina, respectively.",P,patients nyha ii-iv ccs ii-iv categorised dyspnoea angina,C0030705|G0000000|C0022326|C3272108|C0022326|G0000000|C0013404|C0002962
14,"110 ||| DISCUSSION ||| 6.32 ||| In central Europe, centre-based CR is the traditional choice of CR services.",I,central europe centre-based cr traditional choice cr services,C0205099|C0015176|C0205099|C0201975|C0443324|C0008300|C0201975|C0557854
15,12 ||| METHODS ||| 2.2 ||| The study is a randomised clinical trial comparing home-based CR with usual care.,I,study randomised clinical trial comparing home-based cr usual care,C0557651|G0000000|C0205210|C0008976|C1707455|C0442519|C0201975|C3538928|C1947933
16,"52 ||| METHODS ||| 2.42 ||| Thus, this group received solely consultation at a cardiologist which is offered to all patients in daily clinical practise who decline participation in our comprehensive centrebased CR programme.",I,received solely consultation cardiologist offered patients daily clinical practise decline participation comprehensive centrebased cr programme,C1514756|G0000000|C0009818|C0175906|C1444648|C0030705|C0332173|C0205210|C0237607|G0000000|C0679823|C1880156|G0000000|C0201975|C1709697
17,15 ||| METHODS ||| 2.5 ||| Patients were recruited from our Rehabilitation Unit which offers centre-based CR to all patients with coronary heart disease assigned to the hospital.,P,patients recruited rehabilitation unit offers centre-based cr patients coronary heart disease assigned hospital,C0030705|G0000000|C0034991|C0439148|G0000000|C0205099|C0201975|C0030705|C0018787|C0018787|C0012634|C1516050|C0019994
18,64 ||| RESULTS ||| 5.3 ||| All patients received antithrombotics and lipid-lowering drugs and 77.4% received β-blockers.,I,patients received antithrombotics lipid-lowering drugs 77 4% received -blockers,C0030705|C1514756|G0000000|C0023779|C0013227|C0450371|G0000000|C1514756|G0000000
19,"72 ||| RESULTS ||| 5.11 ||| There were no significant differences in clinical status, exercise capacity, laboratory values, HRQoL or anxiety and depression score at 3 and 12 months follow-up either within or between the groups.",O,differences clinical status exercise capacity laboratory values hrqol anxiety depression score 3 12 months follow-up,C1705241|C0205210|C0449438|C0015259|C1516240|C0022877|C0042295|G0000000|C0003467|C0011570|C0449820|G0000000|C0450371|C0439231|C0589120
20,"1 ||| INTRODUCTION ||| 1.1 ||| Participation in cardiac rehabilitation (CR) is often the first step towards optimal secondary treatment and prevention, and is recommended to patients with coronary heart disease.",O,participation cardiac rehabilitation cr step optimal secondary treatment prevention recommended patients coronary heart disease,C0679823|C0018787|C0034991|C0201975|C1261552|C2698651|C0027627|C0039798|C0199176|C0034866|C0030705|C0018787|C0018787|C0012634
21,5 ||| INTRODUCTION ||| 1.5 ||| Several guidelines have advocated for home-based CR 7-9 and these programmes are now the main alternative to the centrebased programmes.,I,guidelines advocated home-based cr 7-9 programmes main alternative centrebased programmes,C0162791|C1510823|C0442519|C0201975|G0000000|G0000000|C0205225|C1523987|G0000000|G0000000
22,"68 ||| RESULTS ||| 5.7 ||| Patients in the usual care group had a nonsignificant increase in walking distance of 10.1 m (95% CI: −19.3 to 39.5, P=0.5) after 3 months followed by a decline of −52.1 m (95% CI −3.0 to 107.1, p=0.06) at the end of the follow-up period.",I,patients usual care nonsignificant increase walking distance 10 1 95% ci 19 3 39 5 p=0 5 3 months decline 52 1 95% ci 3 0 107 1 p=0 06 follow-up period,C0030705|C3538928|C1947933|G0000000|C0442805|C0080331|C0012751|C0450371|G0000000|C0450371|C0008107|C0450371|G0000000|C0450371|G0000000|C0369773|G0000000|G0000000|C0439231|G0000000|C0450371|G0000000|C0450371|C0008107|G0000000|G0000000|C1442061|G0000000|C0369773|C0450371|C0589120|C0439531
23,11 ||| METHODS ||| 2.1 ||| Trial design,N,trial design,C0008976|C1707689
24,100 ||| DISCUSSION ||| 6.22 ||| Our population was significantly older (mean age 77.3±6.0 vs 69.0±9.0 years 3 and 64.3±0.5 years 18 ) and had a high degree of comorbidity and low level of exercise capacity.,P,population age 77 36 0 69 09 0 3 64 30 5 18 degree comorbidity low level exercise capacity,C0032659|C0001779|C0450371|C0450371|G0000000|C0450371|C0450371|G0000000|G0000000|C0450371|C0450371|G0000000|C0450371|C0441889|C0009488|C0205251|C0441889|C0015259|C1516240
25,8 ||| INTRODUCTION ||| 1.8 ||| A limitation in the reviews and meta-analyses [11][12][13] is that the included populations are highly selected with few elderly patients and excluding patients with comorbidity and disability.,P,limitation reviews meta-analyses 111213 included populations highly selected elderly patients excluding patients comorbidity disability,C0449295|C0282443|C0920317|G0000000|C0332257|C0032659|C0205250|C1707391|C0001792|C0030705|C0332196|C0030705|C0009488|C0231170
26,88 ||| DISCUSSION ||| 6.10 ||| We identified two other studies with long-term follow-up.,O,identified studies long-term follow-up,C0205396|C0947630|C0443252|C0589120
27,38 ||| METHODS ||| 2.28 ||| Self-reported level of physical activity was estimated by a questionnaire originally developed by Saltin and Grimby.,I,self-reported level physical activity estimated questionnaire originally developed saltin grimby,C0681906|C0441889|C0031809|C0205177|C0750572|C0034394|G0000000|G0000000|G0000000|G0000000
28,"91 ||| DISCUSSION ||| 6.13 ||| The authors explained this by the possibility that patients in usual care groups may receive input that match the homeinterventions and In contrast to our study, they both found a sustained improvement in exercise capacity after 12 months, if the exercise programme was initiated at home.",I,authors explained possibility patients usual care receive input match homeinterventions contrast study sustained improvement exercise capacity 12 months exercise programme initiated,C3812881|G0000000|C0332149|C0030705|C3538928|C1947933|C1514756|C1708517|C0150103|G0000000|C0009924|C0557651|C0443318|C2986411|C0015259|C1516240|C0450371|C0439231|C0015259|C1709697|C1548602
29,105 ||| DISCUSSION ||| 6.27 ||| This is partly due to lack of statistical power and the limited duration of our home intervention but is in concordance with the meta-analysis by Jolly et al 12 and with a recent published review concerning CR and HRQoL.,O,partly lack statistical power limited duration intervention concordance meta-analysis jolly al 12 published review cr hrqol,G0000000|C0332268|C0038215|C0032863|C0439801|C0449238|C0886296|C0680240|C0282458|G0000000|C0202311|C0450371|C0034037|C0282443|C0201975|G0000000
30,"122 ||| DISCUSSION ||| 6.44 ||| These group.bmj.com on November 13, 2015 -Published by http://bmjopen.bmj.com/ Downloaded from Home-based cardiac rehabilitation for elderly patients with coronary heart disease characteristics indicate that results from exercise trials excluding this group of patients should be cautiously applied to the elderly population.",I,bmj november 13 2015 -published http //bmjopen bmj com/ downloaded home-based cardiac rehabilitation elderly patients coronary heart disease characteristics exercise trials excluding patients cautiously applied elderly population,G0000000|C3828767|C0450371|G0000000|C0034037|C1555015|G0000000|G0000000|G0000000|G0000000|C0442519|C0018787|C0034991|C0001792|C0030705|C0018787|C0018787|C0012634|C1521970|C0015259|C0008976|C0332196|C0030705|G0000000|C4048755|C0001792|C0032659
31,"89 ||| DISCUSSION ||| 6.11 ||| The meta-analysis by Jolly et al, 12 which included studies of all age groups, investigated the effect of home-based CR and usual care.",P,meta-analysis jolly al 12 included studies age investigated home-based cr usual care,C0282458|G0000000|C0202311|C0450371|C0332257|C0947630|C0001779|C1292732|C0442519|C0201975|C3538928|C1947933
32,125 ||| DISCUSSION ||| 6.47 ||| This study could contribute to the scientific gap on how to manage the large population of elderly cardiac patients who are not interested in (or capable of ) participating in a centre-based CR programme.,O,study contribute scientific gap manage population elderly cardiac patients capable participating centre-based cr programme,C0557651|C1880177|C0036397|C3887622|G0000000|C0032659|C0001792|C0018787|C0030705|C2698977|C0679823|C0205099|C0201975|C1709697
33,104 ||| DISCUSSION ||| 6.26 ||| We did not find any significant changes in HRQoL measured by SF-12.,N,hrqol measured sf-12,G0000000|C0444706|C0037712
34,"54 ||| Outcome measures ||| 3.2 ||| The secondary outcomes were: sit to stand test (STS), selfreported level of physical activity, systolic and diastolic blood pressure, total-cholesterol, HDL-cholesterol and LDL-cholesterol, body mass index, waist-hip ratio, proportion of smokers, health-related quality of life (HRQoL) measured by SF-12, and anxiety and depression estimated by Hospital Anxiety and Depression Scale (HADS).",O,secondary outcomes sit stand test sts selfreported level physical activity systolic diastolic blood pressure total-cholesterol hdl-cholesterol ldl-cholesterol body mass waist-hip ratio proportion smokers health-related quality life hrqol measured sf-12 anxiety depression estimated hospital anxiety depression scale hads,C0027627|C1274040|C0277814|C0596013|C0022885|C0037556|C0681906|C0441889|C0031809|C0205177|C0039155|C0012000|C0005767|C0033095|C0201950|C0023822|C0023824|C0242821|C0577559|C0230097|C0456603|C1709707|C0337664|C0018684|C0332306|C0376558|G0000000|C0444706|C0037712|C0003467|C0011570|C0750572|C0019994|C0003467|C0011570|C0175659|C0048008
35,"76 ||| RESULTS ||| 5.15 ||| At 12 months follow-up, a significant decline in 6MWT and STS was found in both groups with no differences between the groups (table 3).",N,12 months follow-up decline 6mwt sts differences table 3,C0450371|C0439231|C0589120|G0000000|G0000000|C0037556|C1705241|C0039224|G0000000
36,"47 ||| METHODS ||| 2.37 ||| Death data were obtained from the Civil Registration System, which records the vital status of all citizens in Denmark.",N,death data civil registration system records vital status citizens denmark,C0011065|C1511726|G0000000|C1514821|C0449913|C0034869|C0442732|C0449438|C0682134|C0011318
37,"13 ||| METHODS ||| 2.3 ||| Inclusion criteria were patients ≥65 years with a recent coronary event defined as acute myocardial infarction (MI), percutaneous transluminal coronary intervention (PCI) or coronary artery bypass graft (CABG) and who declined participation in centre-based CR.",P,inclusion criteria patients 65 coronary event defined acute myocardial infarction mi percutaneous transluminal coronary intervention pci coronary artery bypass graft cabg declined participation centre-based cr,C0007637|C0243161|C0030705|C0450371|C0018787|C0441471|C1704788|C0205178|C0027061|C0021308|C3810814|C0522523|C0522520|C0018787|C0886296|C4049621|C0018787|C0003842|C0741847|C0181074|C0010055|G0000000|C0679823|C0205099|C0201975
38,"56 ||| STATISTICAL ANALYSIS ||| 4.1 ||| To test the effect of the interventions at 3 and 12 months, a mixed model of regression analysis was used with a time×treatment interaction term.",N,test interventions 3 12 months mixed model regression analysis timetreatment interaction term,C0022885|C0886296|G0000000|C0450371|C0439231|C0205430|C3161035|C0684320|C0002778|G0000000|C1704675|C0233324
39,49 ||| METHODS ||| 2.39 ||| This group is equivalent to a non-rehabilitation control group.,N,equivalent non-rehabilitation control,C0205163|C1518422|C0243148
40,"113 ||| DISCUSSION ||| 6.35 ||| In the everyday scenario at the rehabilitation units, there is only one CR programme available, and this is often a centre-based programme.",I,everyday scenario rehabilitation units cr programme centre-based programme,C0332173|C0683579|C0034991|C0439148|C0201975|C1709697|C0205099|C1709697
41,31 ||| METHODS ||| 2.21 ||| Patients were carefully instructed in the training programme and guided to optimal training effort.,I,patients carefully instructed training programme guided optimal training effort,C0030705|G0000000|G0000000|C0040607|C1709697|C0181090|C2698651|C0040607|C0015264
42,"44 ||| METHODS ||| 2.34 ||| The CMI was categorised in 3 subgroups: 0 (no comorbid condition), 1-2 and ≥3 (high level of comorbid burden).",P,cmi categorised 3 subgroups 0 comorbid condition 1-2 3 level comorbid burden,G0000000|G0000000|G0000000|C1079230|G0000000|C0009488|C0012634|G0000000|G0000000|C0441889|C0009488|C2828008
43,73 ||| RESULTS ||| 5.12 ||| The number and length of acute and non-acute admissions were equally distributed at 12 months follow-up (data not shown).,O,length acute non-acute admissions equally distributed 12 months follow-up data,C1444754|C0205178|C1547228|C0184666|G0000000|C1704711|C0450371|C0439231|C0589120|C1511726
44,61 ||| STATISTICAL ANALYSIS ||| 4.6 ||| All statistical analysis was performed using STATA for windows release V.10.0.,I,statistical analysis performed stata windows release 10 0,C0038215|C0002778|C0884358|G0000000|C0557702|C0030685|C0450371|G0000000
45,"118 ||| DISCUSSION ||| 6.40 ||| With the additionally large variation in the effect of intervention as reflected in the wide CIs, there is a risk of type II error.",N,additionally variation intervention reflected wide cis risk type ii error,G0000000|C0205419|C0886296|C0558058|C0332464|C1504308|C0035647|C0332307|G0000000|C0743559
46,"120 ||| DISCUSSION ||| 6.42 ||| In addition, no significant difference was found in the secondary outcomes.",O,addition difference secondary outcomes,C0332287|C1705241|C0027627|C1274040
47,"82 ||| DISCUSSION ||| 6.4 ||| For this  group.bmj.com on November 13, 2015 -Published by http://bmjopen.bmj.com/ Downloaded from Home-based cardiac rehabilitation for elderly patients with coronary heart disease  population, who is often found not to be eligible to centre-based CR, home-based CR was feasible.",P,bmj november 13 2015 -published http //bmjopen bmj com/ downloaded home-based cardiac rehabilitation elderly patients coronary heart disease population eligible centre-based cr home-based cr feasible,G0000000|C3828767|C0450371|G0000000|C0034037|C1555015|G0000000|G0000000|G0000000|G0000000|C0442519|C0018787|C0034991|C0001792|C0030705|C0018787|C0018787|C0012634|C0032659|C1548635|C0205099|C0201975|C0442519|C0201975|G0000000
48,117 ||| DISCUSSION ||| 6.39 ||| The main limitation of this study is the number of patients included.,N,main limitation study patients included,C0205225|C0449295|C0557651|C0030705|C0332257
49,"35 ||| METHODS ||| 2.25 ||| At 4 and 5 months, a telephone call was made by the cardiologist to encourage continuous exercising and to answer any medical questions.",I,4 5 months telephone call cardiologist encourage continuous exercising answer medical questions,G0000000|G0000000|C0439231|C0039457|C0679006|C0175906|G0000000|C0549178|C0015259|C1706817|C0199168|C1522634
50,48 ||| METHODS ||| 2.38 ||| Usual care,N,usual care,C3538928|C1947933
51,"34 ||| METHODS ||| 2.24 ||| Regarding risk factor intervention and medical adjustment, the patients consulted a cardiologist at baseline and after 3, 6 and 12 months.",I,risk factor intervention medical adjustment patients consulted cardiologist baseline 3 6 12 months,C0035647|C1521761|C0886296|C0199168|C0376209|C0030705|C0009818|C0175906|C0168634|G0000000|G0000000|C0450371|C0439231
52,"67 ||| RESULTS ||| 5.6 ||| The figure shows a significant increase in walking distance of 33.5 m (95% CI 6.2 to 60.8, p=0.02) in the home group after the intervention followed by a significant decline of −55.2 m (95% CI 18.7 to 91.7, p<0.01) at 12 months follow-up to a level lower than the baseline value.",O,figure increase walking distance 33 5 95% ci 6 2 60 8 p=0 02 intervention decline 55 2 95% ci 18 7 91 7 p<0 01 12 months follow-up level lower baseline,G0000000|C0442805|C0080331|C0012751|C0450371|G0000000|C0450371|C0008107|G0000000|G0000000|C0450371|G0000000|C0369773|C0450371|C0886296|G0000000|C0450371|G0000000|C0450371|C0008107|C0450371|G0000000|C0450371|G0000000|C0369773|C0450371|C0450371|C0439231|C0589120|C0441889|C0441994|C0168634
53,"14 ||| METHODS ||| 2.4 ||| Exclusion criteria were mental disorders (dementia), social disorders (severe alcoholism and drug abuse), living in a nursing home, language barriers or use of wheelchair.",P,exclusion criteria mental disorders dementia social disorders severe alcoholism drug abuse living nursing language barriers wheelchair,C0680251|C0243161|C0229992|C0012634|C0011265|C0728831|C0012634|C0205082|C0001973|C0013227|C0013146|C0376558|C0006147|C0023008|C1706912|C0043143
54,"33 ||| METHODS ||| 2.23 ||| The exercise programmes were individualised but followed the international recommendations with 30 min exercise/day including 5-10 min warm up (eg, slow walking) and 10 min.",I,exercise programmes individualised international recommendations 30 min exercise/day including 5-10 min warm slow walking 10 min,C0015259|G0000000|G0000000|C1512888|C0034866|C0450371|C0702093|C0015259|C0332257|C0450371|C0702093|C0184348|C0439834|C0080331|C0450371|C0702093
55,"24 ||| METHODS ||| 2.14 ||| An impartial person, not related to the study, randomised the patients.",N,impartial person study randomised patients,G0000000|C0027361|C0557651|G0000000|C0030705
56,"43 ||| METHODS ||| 2.33 ||| Comorbidity was assessed by The Charlson Co-Morbidity Index (CMI), 17 which measures the burden of 19 comorbid conditions through a weighted index.",P,comorbidity assessed charlson co-morbidity cmi 17 measures burden 19 comorbid conditions weighted,C0009488|C1516048|G0000000|C0009488|G0000000|C0450371|C0079809|C2828008|C0450371|C0009488|C0012634|C0005910
57,78 ||| RESULTS ||| 5.17 ||| At 12 months,N,12 months,C0450371|C0439231
58,90 ||| DISCUSSION ||| 6.12 ||| The meta-analysis showed an improvement in exercise capacity but could not identify any significant differences between the home and usual care group.,O,meta-analysis improvement exercise capacity identify differences usual care,C0282458|C2986411|C0015259|C1516240|G0000000|C1705241|C3538928|C1947933
59,"115 ||| DISCUSSION ||| 6.37 ||| A total of 29% of patients, who initially declined centre-based CR, did accept to participate in this study and the proportion could have been even higher if the home-based CR programme was not part of an RCT study.",O,total 29% patients initially declined centre-based cr accept participate study proportion home-based cr programme rct study,C0439175|C0450371|C0030705|C0205265|G0000000|C0205099|C0201975|C1272684|G0000000|C0557651|C1709707|C0442519|C0201975|C1709697|G0000000|C0557651
60,"26 ||| METHODS ||| 2.16 ||| Data were collected at Bispebjerg University Hospital before randomisation and after 3, 6 and 12 months.",N,data collected bispebjerg university hospital randomisation 3 6 12 months,C1511726|C1516695|G0000000|C0041740|C0019994|C0034656|G0000000|G0000000|C0450371|C0439231
61,"53 ||| Outcome measures ||| 3.1 ||| Because many patients, owing to age and comorbidity, were not able to perform a symptom-limited exercise capacity test, the primary outcome was change in exercise capacity determined by 6 min walk test (6MWT).",P,patients age comorbidity perform symptom-limited exercise capacity test primary outcome change exercise capacity determined 6 min walk test 6mwt,C0030705|C0001779|C0009488|C0884358|C1457887|C0015259|C1516240|C0022885|C0205225|C1274040|C0392747|C0015259|C1516240|G0000000|G0000000|C0702093|C0080331|C0022885|G0000000
62,"111 ||| DISCUSSION ||| 6.33 ||| However, establishing of homebased CR programmes as an alternative for elderly patients could improve CR attendance rate.",O,establishing homebased cr programmes alternative elderly patients improve cr attendance rate,C0443211|G0000000|C0201975|G0000000|C1523987|C0001792|C0030705|G0000000|C0201975|C2827364|C0871208
63,21 ||| METHODS ||| 2.11 ||| Inclusion of patients was not based on a sample size calculation.,N,inclusion patients based sample size calculation,C0007637|C0030705|C1527178|C0370003|C0456389|C1441506
64,"32 ||| METHODS ||| 2.22 ||| In between the visits, a telephone call was made by the physiotherapist to resolve any questions.",I,visits telephone call physiotherapist resolve questions,C0545082|C0039457|C0679006|C2362565|C2699488|C1522634
65,63 ||| RESULTS ||| 5.2 ||| Baseline characteristics are listed in table 1.,N,baseline characteristics listed table 1,C0168634|C1521970|C0745732|C0039224|G0000000
66,62 ||| RESULTS ||| 5.1 ||| A total of 40 patients participated.,I,total 40 patients participated,C0439175|C0450371|C0030705|G0000000
67,"112 ||| DISCUSSION ||| 6.34 ||| In English-speaking countries and in countries where health services are not free, home-base CR programmes are more commonly used, primarily through the adoption of The Heart Manual.",I,english-speaking countries countries health services free home-base cr programmes commonly adoption heart manual,C0376245|C0454664|C0454664|C0018684|C0557854|C0332296|C0442519|C0201975|G0000000|G0000000|C0001593|C0018787|C0024763
68,"3 ||| INTRODUCTION ||| 1.3 ||| Participation rates are reported to be as low as 30% of eligible patients 5 but, among elderly patients, participation rate is even lower.",P,participation rates reported low 30% eligible patients 5 elderly patients participation rate lower,C0679823|C0871208|C0684224|C0205251|C0450371|C1548635|C0030705|G0000000|C0001792|C0030705|C0679823|C0871208|C0441994
69,95 ||| DISCUSSION ||| 6.17 ||| This was explained partly by insufficient adherence to training that was below the target set at all time points.,I,explained partly insufficient adherence training target set time,G0000000|G0000000|C0205412|C1510802|C0040607|C1521840|C0036849|C0040223
70,"102 ||| DISCUSSION ||| 6.24 ||| Moreover, in the only other study targeting the elderly, intervention but there were no significant differences in diastolic blood pressure, body composition, cessation of smoking, cholesterol profile and HRQoL between the groups.",O,study targeting elderly intervention differences diastolic blood pressure body composition cessation smoking cholesterol profile hrqol,C0557651|C1521840|C0001792|C0886296|C1705241|C0012000|C0005767|C0033095|C0242821|C0486616|C1880019|C0037369|C0008377|C1979963|G0000000
71,9 ||| INTRODUCTION ||| 1.9 ||| Since elderly patients with coronary heart disease is the fastestgrowing subgroup of cardiac patients there is an increasing need for adjusting the CR programmes according to their requirements.,P,elderly patients coronary heart disease fastestgrowing subgroup cardiac patients increasing adjusting cr programmes requirements,C0001792|C0030705|C0018787|C0018787|C0012634|G0000000|C1079230|C0018787|C0030705|C0442808|G0000000|C0201975|G0000000|C1514873
72,"69 ||| RESULTS ||| 5.8 ||| When adjusting for age and gender in a mixed model with a time×treatment interaction term, there were no significant differences between the groups",N,adjusting age gender mixed model timetreatment interaction term differences,G0000000|C0001779|C0079399|C0205430|C3161035|G0000000|C1704675|C0233324|C1705241
73,81 ||| DISCUSSION ||| 6.3 ||| The study found that elderly patients who decline participation in centre-based CR had a low level of exercise capacity and a high level of comorbidity.,O,study elderly patients decline participation centre-based cr low level exercise capacity level comorbidity,C0557651|C0001792|C0030705|G0000000|C0679823|C0205099|C0201975|C0205251|C0441889|C0015259|C1516240|C0441889|C0009488
74,4 ||| INTRODUCTION ||| 1.4 ||| This could be an attractive alternative to centre-based CR.,I,attractive alternative centre-based cr,C2346874|C1523987|C0205099|C0201975
75,"80 ||| DISCUSSION ||| 6.2 ||| In many countries, including Denmark, centre-based programmes are often the only cardiac rehabilitation programme available, and the limited access to CR may be an important barrier for optimal secondary treatment and prevention in elderly patients with coronary heart disease.",O,countries including denmark centre-based programmes cardiac rehabilitation programme limited access cr barrier optimal secondary treatment prevention elderly patients coronary heart disease,C0454664|C0332257|C0011318|C0205099|G0000000|C0018787|C0034991|C1709697|C0439801|C0444454|C0201975|C1706912|C2698651|C0027627|C0039798|C0199176|C0001792|C0030705|C0018787|C0018787|C0012634
76,"46 ||| METHODS ||| 2.36 ||| Moreover, the number and duration of hospital admissions were recorded 1 year after randomisation.",N,duration hospital admissions recorded 1 randomisation,C0449238|C0019994|C0184666|C0034869|G0000000|C0034656
77,"77 ||| RESULTS ||| 5.16 ||| Other outcomes A higher proportion of patients reported a change from an inactive to an active lifestyle in the home group (27%, p<0.05) compared to the usual care group (−5%, p=0.6), after the intervention with a difference between the two groups of 33% ( p<0.05).",O,outcomes proportion patients reported change inactive active lifestyle 27% p<0 05 compared usual care 5% p=0 6 intervention difference 33% p<0 05,C1274040|C1709707|C0030705|C0684224|C0392747|C0205254|C0205177|C0023676|C0450371|C0369773|C0450371|C1707455|C3538928|C1947933|G0000000|C0369773|G0000000|C0886296|C1705241|C0450371|C0369773|C0450371
78,17 ||| METHODS ||| 2.7 ||| Patients are consecutively invited by letter and non-responders are additionally contacted by telephone.,I,patients consecutively invited letter non-responders additionally contacted telephone,C0030705|G0000000|G0000000|C1096774|C1518422|G0000000|C0332158|C0039457
79,"116 ||| DISCUSSION ||| 6.38 ||| Thus, with alternative concomitant CR programmes, accessibility increases and participation rate will be expected to rise.",O,alternative concomitant cr programmes accessibility increases participation rate expected rise,C1523987|C0521115|C0201975|G0000000|C0814423|C0205217|C0679823|C0871208|C1517001|G0000000
80,"37 ||| METHODS ||| 2.27 ||| In the STS-test, the patients must, as fast as possible within 30 s, change position from sitting on a chair to upright standing, without holding the handgrip, hereby measuring the strength in the lower limb.",O,sts-test patients fast 30 change position sitting chair upright standing holding handgrip measuring strength lower limb,C0037556|C0030705|C0015663|C0450371|C0392747|C0733755|C0277814|C0179847|C0522015|C0231472|G0000000|C1293900|C0444706|C0237897|C0441994|C0015385
81,"97 ||| DISCUSSION ||| 6.19 ||| Thus, in spite of intensive exercise programmes with close follow-up in patients with no significant concomitant comorbidities, it is difficult to motivate patients to adhere to training.",I,spite intensive exercise programmes close follow-up patients concomitant comorbidities difficult motivate patients adhere training,G0000000|C0162425|C0015259|G0000000|C0587267|C0589120|C0030705|C0521115|C0009488|C0332218|G0000000|C0030705|C3714578|C0040607
82,23 ||| METHODS ||| 2.13 ||| Patients were randomised in alternated block sizes of 4-6 using computer-generated randomly permuted blocks.,I,patients randomised alternated block sizes 4-6 computer-generated randomly permuted blocks,C0030705|G0000000|C0332270|C0028778|C0456389|G0000000|C0009622|G0000000|G0000000|C0028778
83,"55 ||| Outcome measures ||| 3.3 ||| Outcomes were evaluated after 3, 6 and 12 months.",P,outcomes evaluated 3 6 12 months,C1274040|C0220825|G0000000|G0000000|C0450371|C0439231
